,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,id
939,1972-73,30,CHI,NBA,PG,82,2086,12.0,.486,.289,,,3.6,19.0,,,,1.4,2.9,4.3,.099,,,,,,weissbo01
940,1973-74,31,CHI,NBA,SG,79,1708,15.4,.523,.301,1.9,4.4,3.1,26.2,2.8,0.4,,2.0,2.4,4.4,.124,,0.6,-0.4,0.1,0.9,weissbo01
941,1974-75,32,BUF,NBA,PG,76,1338,10.5,.444,.257,1.7,6.1,4.0,23.6,2.7,0.7,,-0.1,1.2,1.1,.040,,-3.0,0.1,-3.0,-0.3,weissbo01
942,1975-76,33,BUF,NBA,PG,66,995,10.0,.522,.262,1.4,5.4,3.5,19.0,2.1,0.7,,0.6,0.8,1.4,.066,,-3.3,-0.6,-3.9,-0.5,weissbo01
943,1976-77,34,WSB,NBA,PG,62,768,11.3,.512,.278,2.1,7.1,4.6,20.9,3.1,0.5,,0.5,1.0,1.4,.089,,-2.5,1.2,-1.3,0.1,weissbo01
944,1974-75,24,HOU,NBA,SF,33,214,12.9,.451,.220,6.2,12.0,9.1,15.2,2.0,0.8,,-0.1,0.2,0.1,.018,,-2.1,-2.0,-4.1,-0.1,wellsow01
945,1966-67,22,CIN,NBA,C,64,909,8.6,.406,.369,,,,2.6,,,,-1.1,0.6,-0.4,-0.022,,,,,,weslewa01
946,1967-68,23,CIN,NBA,C,66,918,12.6,.480,.376,,,,5.1,,,,0.5,0.2,0.7,.037,,,,,,weslewa01
947,1968-69,24,CIN,NBA,C,82,1334,13.6,.499,.388,,,,4.9,,,,1.5,0.2,1.7,.063,,,,,,weslewa01
948,1969-70,25,CHI,NBA,C,72,1407,13.2,.460,.338,,,,6.8,,,,-0.5,1.7,1.2,.041,,,,,,weslewa01
949,1970-71,26,CLE,NBA,C,82,2425,17.1,.502,.381,,,14.2,5.7,,,,3.2,0.9,4.1,.082,,,,,,weslewa01
950,1971-72,27,CLE,NBA,C,82,2185,13.2,.450,.289,,,15.8,5.1,,,,-1.1,2.3,1.2,.026,,,,,,weslewa01
951,1972-73,28,TOT,NBA,C,57,474,10.3,.405,.228,,,15.5,8.8,,,,-0.7,0.4,-0.3,-0.026,,,,,,weslewa01
952,1972-73,28,CLE,NBA,C,12,110,7.8,.344,.255,,,16.8,8.6,,,,-0.4,0.2,-0.2,-0.082,,,,,,weslewa01
953,1972-73,28,PHO,NBA,C,45,364,11.1,.424,.219,,,15.1,8.9,,,,-0.3,0.3,-0.1,-0.010,,,,,,weslewa01
954,1973-74,29,CAP,NBA,C,39,400,15.1,.494,.285,14.8,17.6,16.2,5.0,1.0,2.5,,0.3,0.7,1.0,.121,,-1.1,-0.4,-1.5,0.1,weslewa01
955,1974-75,30,TOT,NBA,C,45,247,12.0,.477,.290,7.7,18.4,13.3,7.0,1.3,1.1,,-0.1,0.3,0.2,.046,,-3.1,-1.8,-5.0,-0.2,weslewa01
956,1974-75,30,PHI,NBA,C,4,33,10.7,.558,.444,12.2,12.4,12.3,4.4,0.0,0.0,,0.0,0.0,0.0,.065,,-1.4,-3.6,-4.9,0.0,weslewa01
957,1974-75,30,MIL,NBA,C,41,214,12.2,.467,.274,7.1,19.4,13.4,7.4,1.5,1.2,,-0.1,0.3,0.2,.043,,-3.4,-1.6,-5.0,-0.2,weslewa01
958,1975-76,31,LAL,NBA,C,1,7,13.3,.532,2.000,0.0,13.2,6.8,18.9,0.0,0.0,,0.0,0.0,0.0,.042,,-0.2,-5.1,-5.3,0.0,weslewa01
959,,22,LAL,NBA,PG,79,2797,16.0,.468,.393,,,,,,,,3.1,3.5,6.6,.113,,,,,,westje01
960,,23,LAL,NBA,PG,75,3087,22.6,.524,.516,,,,,,,,9.8,3.1,12.9,.201,,,,,,westje01
961,,24,LAL,NBA,PG,55,2163,21.9,.523,.393,,,,,,,,5.5,2.6,8.1,.180,,,,,,westje01
962,,25,LAL,NBA,PG,72,2906,24.2,.562,.459,,,,,,,,12.2,1.8,14.0,.232,,,,,,westje01
963,,26,LAL,NBA,PG,74,3066,25.0,.572,.477,,,,20.0,,,,14.8,1.9,16.7,.261,,,,,,westje01
964,,27,LAL,NBA,PG,79,3218,24.6,.573,.564,,,,21.9,,,,14.4,2.7,17.1,.256,,,,,,westje01
965,,28,LAL,NBA,PG,66,2670,22.7,.559,.494,,,,23.1,,,,9.4,2.3,11.7,.210,,,,,,westje01
966,,29,LAL,NBA,SG,51,1919,23.2,.590,.521,,,,22.6,,,,8.0,1.6,9.6,.241,,,,,,westje01
967,,30,LAL,NBA,SG,61,2394,22.3,.557,.516,,,,26.4,,,,8.6,2.1,10.8,.216,,,,,,westje01
968,,31,LAL,NBA,PG,74,3106,24.6,.572,.469,,,,27.1,,,,11.5,3.7,15.2,.234,,,,,,westje01
969,,32,LAL,NBA,PG,69,2845,23.5,.571,.467,,,5.0,32.3,,,,10.2,2.5,12.8,.215,,,,,,westje01
970,,33,LAL,NBA,PG,77,2973,23.1,.546,.411,,,4.9,33.7,,,,8.4,4.9,13.3,.216,,,,,,westje01
971,,34,LAL,NBA,PG,69,2460,23.2,.533,.326,,,5.4,35.5,,,,6.7,3.8,10.6,.206,,,,,,westje01
972,,35,LAL,NBA,PG,31,967,22.4,.519,.382,3.0,7.8,5.5,32.5,3.6,1.1,,1.9,1.3,3.2,.159,,4.8,0.1,5.0,1.7,westje01
973,1967-68,23,LAL,NBA,SF,38,434,11.0,.499,.387,,,,13.9,,,,0.3,0.4,0.7,.076,,,,,,wetzejo01
974,1970-71,26,PHO,NBA,SG,70,1091,9.4,.498,.351,,,6.4,13.5,,,,0.7,1.2,2.0,.086,,,,,,wetzejo01
975,1971-72,27,PHO,NBA,SG,51,419,7.3,.452,.366,,,7.4,16.1,,,,0.0,0.5,0.5,.056,,,,,,wetzejo01
976,1972-73,28,ATL,NBA,SG,28,504,6.8,.483,.181,,,5.5,9.1,,,,0.2,0.3,0.5,.044,,,,,,wetzejo01
977,1973-74,29,ATL,NBA,SG,70,1232,9.2,.460,.226,3.1,10.9,6.9,13.6,2.6,0.8,,-0.1,1.2,1.1,.043,,-3.8,1.3,-2.5,-0.1,wetzejo01
978,1974-75,30,ATL,NBA,SG,63,785,12.2,.509,.377,4.0,10.6,7.1,13.0,2.9,0.5,,0.7,0.8,1.5,.093,,-1.4,0.9,-0.6,0.3,wetzejo01
979,1975-76,31,PHO,NBA,SG,37,249,10.1,.566,.522,3.5,12.9,8.3,9.9,1.6,0.7,,0.2,0.2,0.4,.083,,-3.6,-0.2,-3.9,-0.1,wetzejo01
980,1960-61,23,STL,NBA,PG,75,1898,13.4,.481,.383,,,,,,,,2.4,2.4,4.9,.123,,,,,,wilkele01
981,1961-62,24,STL,NBA,PG,20,870,11.8,.441,.302,,,,,,,,0.1,0.3,0.4,.022,,,,,,wilkele01
982,,25,STL,NBA,PG,75,2569,12.1,.456,.382,,,,,,,,0.4,3.6,4.0,.075,,,,,,wilkele01
983,,26,STL,NBA,PG,78,2526,12.5,.484,.452,,,,,,,,2.4,2.6,5.0,.094,,,,,,wilkele01
984,,27,STL,NBA,PG,78,2854,15.6,.496,.532,,,,21.6,,,,4.6,3.5,8.1,.135,,,,,,wilkele01
985,1965-66,28,STL,NBA,PG,69,2692,15.9,.524,.558,,,,21.9,,,,5.4,2.2,7.6,.135,,,,,,wilkele01
986,,29,STL,NBA,PG,78,2974,15.6,.524,.563,,,,19.6,,,,5.2,2.4,7.6,.123,,,,,,wilkele01
987,,30,STL,NBA,PG,82,3169,19.0,.525,.571,,,,30.2,,,,6.3,3.8,10.1,.153,,,,,,wilkele01
988,,31,SEA,NBA,PG,82,3463,18.4,.517,.486,,,,27.5,,,,6.8,2.2,9.0,.125,,,,,,wilkele01
989,,32,SEA,NBA,PG,75,2802,17.3,.509,.522,,,,31.3,,,,3.0,1.9,4.9,.084,,,,,,wilkele01
990,,33,SEA,NBA,PG,71,2641,19.0,.509,.510,,,5.5,33.0,,,,4.1,1.7,5.7,.104,,,,,,wilkele01
991,1971-72,34,SEA,NBA,PG,80,2989,20.3,.553,.604,,,5.4,35.8,,,,7.2,2.4,9.6,.154,,,,,,wilkele01
992,,35,CLE,NBA,PG,75,2973,19.3,.518,.373,,,5.6,31.4,,,,5.7,3.9,9.5,.154,,,,,,wilkele01
993,1973-74,36,CLE,NBA,PG,74,2483,18.7,.526,.363,3.1,8.6,5.7,30.9,1.8,0.4,,5.2,1.4,6.5,.126,,3.9,-1.1,2.9,3.0,wilkele01
994,1974-75,37,POR,NBA,PG,65,1161,16.6,.536,.649,3.6,7.1,5.4,27.2,3.0,0.4,,1.5,1.2,2.7,.111,,0.8,-0.5,0.3,0.7,wilkele01
995,1976-77,23,CLE,NBA,SG,22,65,8.8,.354,.255,4.5,1.6,3.1,16.4,0.7,0.0,,-0.2,0.0,-0.2,-0.137,,-4.8,-6.7,-11.5,-0.2,willich03
996,1968-69,24,SFW,NBA,PG,75,1472,12.9,.465,.250,,,,24.1,,,,0.6,2.0,2.6,.086,,,,,,williro01
997,1969-70,25,SFW,NBA,PG,80,2435,14.4,.494,.322,,,,24.5,,,,1.8,2.6,4.4,.086,,,,,,williro01
998,1970-71,26,SFW,NBA,PG,82,2809,14.6,.515,.401,,,3.8,23.6,,,,3.9,2.2,6.1,.104,,,,,,williro01
999,1971-72,27,GSW,NBA,PG,80,1932,13.9,.542,.381,,,3.4,21.8,,,,3.4,2.4,5.8,.145,,,,,,williro01
1000,1972-73,28,GSW,NBA,PG,73,1016,12.2,.488,.203,,,3.6,14.7,,,,0.8,1.1,1.9,.088,,,,,,williro01
1001,1973-74,29,MIL,NBA,PG,71,1130,13.1,.525,.173,1.8,4.2,3.1,17.5,2.0,0.1,,1.4,1.2,2.6,.111,,-1.2,-1.6,-2.8,-0.2,williro01
1002,1974-75,30,MIL,NBA,PG,46,526,9.2,.416,.176,2.1,6.3,4.3,17.9,2.1,0.2,,-0.4,0.4,0.0,.001,,-3.9,-1.4,-5.3,-0.4,williro01
1003,1975-76,31,LAL,NBA,PG,9,158,9.2,.452,.302,1.3,10.0,5.8,16.8,0.8,0.0,,0.0,0.1,0.1,.023,,-4.3,-1.9,-6.2,-0.2,williro01
1004,1969-70,22,SEA,NBA,PG,64,771,13.8,.535,.403,,,,17.4,,,,1.2,0.4,1.6,.098,,,,,,winfile01
1005,1970-71,23,SEA,NBA,PG,79,1605,15.2,.504,.341,,,5.5,19.5,,,,2.0,0.8,2.8,.083,,,,,,winfile01
1006,1971-72,24,SEA,NBA,PG,81,2040,14.3,.533,.379,,,5.1,20.1,,,,3.3,1.2,4.5,.106,,,,,,winfile01
1007,1972-73,25,SEA,NBA,PG,53,1061,12.2,.458,.325,,,5.6,23.8,,,,0.1,0.4,0.5,.024,,,,,,winfile01
1008,1973-74,26,BUF,NBA,PG,36,433,8.1,.418,.495,4.5,5.4,4.9,12.7,1.5,0.6,,-0.2,0.1,-0.1,-0.011,,-4.4,-1.5,-6.0,-0.4,winfile01
1009,1974-75,27,BUF,NBA,PG,68,1259,11.8,.551,.218,3.8,6.3,5.1,13.8,1.5,1.2,,1.6,0.8,2.4,.093,,-1.3,0.0,-1.3,0.2,winfile01
1010,1975-76,28,KCK,NBA,PG,22,214,12.8,.506,.212,3.8,7.7,5.7,12.8,2.1,1.5,,0.2,0.2,0.4,.084,,-2.7,-0.5,-3.2,-0.1,winfile01
1011,1972-73,25,NYK,NBA,PF,13,59,8.1,.406,.273,,,13.4,2.2,,,,-0.1,0.1,0.0,.013,,,,,,wingoha01
1012,1973-74,26,NYK,NBA,PF,60,536,14.3,.516,.442,14.2,18.4,16.3,6.4,0.6,1.4,,0.6,0.8,1.4,.125,,-0.8,-1.0,-1.8,0.0,wingoha01
1013,1974-75,27,NYK,NBA,PF,82,1686,13.9,.516,.370,9.9,18.4,14.1,7.0,1.3,1.1,,2.1,1.8,3.9,.111,,-0.7,-0.1,-0.8,0.5,wingoha01
1014,1975-76,28,NYK,NBA,PF,57,533,11.8,.486,.368,8.7,12.0,10.3,4.6,1.6,0.8,,0.4,0.5,0.9,.077,,-2.4,-0.9,-3.3,-0.2,wingoha01
1015,1973-74,23,CLE,NBA,C,57,728,12.7,.474,.255,10.6,22.0,16.0,7.8,0.5,1.6,,0.4,0.6,1.0,.067,,-2.8,-1.0,-3.8,-0.3,wittelu01
1016,1974-75,24,CLE,NBA,C,39,271,12.5,.388,.323,14.9,21.2,18.0,7.5,0.7,4.5,,-0.3,0.4,0.1,.018,,-4.1,0.3,-3.8,-0.1,wittelu01
1017,1975-76,25,CLE,NBA,C,22,99,10.2,.402,.469,9.0,31.2,19.7,5.2,0.5,0.6,,-0.1,0.2,0.1,.026,,-6.0,-2.0,-8.0,-0.2,wittelu01
