,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,ws-dum,ows,dws,ws,ws_per_48,id
1593,1962-63,26,SFW,NBA,SG,64,1192,10.1,.470,.490,,,,,,0.4,0.8,1.2,.048,leege01
1594,1963-64,27,SFW,NBA,SF,54,522,8.9,.437,.420,,,,,,-0.1,0.7,0.6,.057,leege01
1595,1964-65,28,SFW,NBA,SF,19,247,11.7,.461,.675,,,,6.5,,0.1,0.3,0.4,.072,leege01
1596,1966-67,30,SFW,NBA,,1,5,77.0,.847,1.750,,,,0.0,,0.1,0.0,0.1,1.384,leege01
1597,1967-68,31,SFW,NBA,,10,106,6.0,.362,.686,,,,4.5,,-0.2,0.1,-0.1,-0.048,leege01
1598,1949-50,22,BOS,NBA,,64,,,.442,.623,,,,,,3.2,1.3,4.5,,leedeed01
1599,1950-51,23,BOS,NBA,,57,,,.417,.511,,,,,,0.8,0.5,1.3,,leedeed01
1600,1946-47,23,CLR,BAA,,24,,,.213,.114,,,,,,-0.9,0.1,-0.8,,lefkoha01
1601,1956-57,24,MNL,NBA,PG,72,1943,11.4,.407,.278,,,,,,-0.3,1.6,1.3,.032,leonasl01
1602,1957-58,25,MNL,NBA,PG,66,2074,10.1,.404,.338,,,,,,-0.3,0.7,0.4,.009,leonasl01
1603,1958-59,26,MNL,NBA,PG,58,1598,10.9,.427,.290,,,,,,0.4,1.0,1.5,.044,leonasl01
1604,1959-60,27,MNL,NBA,PG,73,2074,8.0,.373,.269,,,,,,-2.2,2.0,-0.1,-0.003,leonasl01
1605,1960-61,28,LAL,NBA,PG,55,600,8.1,.384,.483,,,,,,-0.6,0.6,0.1,.006,leonasl01
1606,1961-62,29,CHP,NBA,PG,70,2464,12.2,.436,.329,,,,,,-0.1,1.3,1.2,.024,leonasl01
1607,1962-63,30,CHZ,NBA,PG,32,879,8.1,.402,.347,,,,,,-0.7,0.2,-0.5,-0.026,leonasl01
1608,1948-49,28,ROC,BAA,,36,,,.304,.109,,,,,,-0.9,0.3,-0.6,,levanan01
1609,1949-50,29,SYR,NBA,,60,,,.365,.203,,,,,,-0.2,2.0,1.8,,levanan01
1610,1952-53,32,MLH,NBA,SG,7,68,-4.1,.158,.125,,,,,,-0.5,0.1,-0.4,-0.275,levanan01
1611,1967-68,22,SFW,NBA,SG,41,342,14.4,.482,.523,,,,16.1,,0.2,0.4,0.7,.095,lewisbo01
1612,1968-69,23,SFW,NBA,SG,62,756,10.8,.455,.390,,,,14.2,,0.1,0.9,1.0,.062,lewisbo01
1613,1969-70,24,SFW,NBA,SG,73,1353,10.0,.422,.273,,,,19.4,,-1.6,1.5,-0.1,-0.005,lewisbo01
1614,1970-71,25,CLE,NBA,SG,79,1852,8.2,.424,.314,,,5.4,17.8,,-1.0,0.6,-0.4,-0.012,lewisbo01
1615,1948-49,28,TOT,BAA,,61,,,.373,.217,,,,,,0.6,1.0,1.6,,lewisfr01
1616,1948-49,28,INJ,BAA,,8,,,.315,.209,,,,,,-0.5,0.3,-0.2,,lewisfr01
1617,1948-49,28,BLB,BAA,,53,,,.383,.218,,,,,,1.1,0.7,1.8,,lewisfr01
1618,1949-50,29,TOT,NBA,,34,,,.295,.174,,,,,,-1.4,0.5,-0.9,,lewisfr01
1619,1949-50,29,BLB,NBA,,18,,,.266,.173,,,,,,-1.1,0.2,-0.9,,lewisfr01
1620,1949-50,29,PHW,NBA,,16,,,.339,.176,,,,,,-0.3,0.3,0.0,,lewisfr01
1621,1946-47,29,DTF,BAA,,60,,,.247,.265,,,,,,-2.8,3.6,0.8,,lewisgr01
1622,1947-48,30,TOT,BAA,,45,,,.325,.318,,,,,,0.8,1.7,2.4,,lewisgr01
1623,1947-48,30,STB,BAA,,24,,,.308,.303,,,,,,0.0,1.1,1.1,,lewisgr01
1624,1947-48,30,BLB,BAA,,21,,,.347,.337,,,,,,0.8,0.5,1.3,,lewisgr01
1625,1948-49,31,STB,BAA,,34,,,.441,.511,,,,,,1.1,0.0,1.1,,lewisgr01
1626,1949-50,24,TOT,NBA,,54,,,.341,.306,,,,,,-1.8,3.2,1.4,,livinro01
1627,1949-50,24,BLB,NBA,,16,,,.348,.451,,,,,,-0.3,0.4,0.1,,livinro01
1628,1949-50,24,PHW,NBA,,38,,,.339,.275,,,,,,-1.5,2.9,1.3,,livinro01
1629,1950-51,25,PHW,NBA,,63,,,.354,.309,,,,,,-1.2,2.1,0.9,,livinro01
1630,1950-51,22,WSC,NBA,SF,7,,,.528,.371,,,,,,0.4,0.1,0.6,,lloydea01
1631,1952-53,24,SYR,NBA,SF,64,1806,11.2,.426,.510,,,,,,0.5,2.5,2.9,.078,lloydea01
1632,1953-54,25,SYR,NBA,SF,72,2206,12.4,.431,.314,,,,,,1.2,4.0,5.2,.113,lloydea01
1633,1954-55,26,SYR,NBA,SF,72,2212,11.6,.417,.270,,,,,,-0.3,3.9,3.6,.077,lloydea01
1634,1955-56,27,SYR,NBA,SF,72,1837,10.8,.412,.379,,,,,,-0.5,2.9,2.4,.062,lloydea01
1635,1956-57,28,SYR,NBA,SF,72,1965,10.1,.422,.261,,,,,,0.4,1.8,2.2,.054,lloydea01
1636,1957-58,29,SYR,NBA,SF,61,1045,8.6,.391,.295,,,,,,-0.5,1.2,0.7,.030,lloydea01
1637,1958-59,30,DET,NBA,SF,72,1796,9.7,.403,.272,,,,,,-0.8,2.1,1.3,.034,lloydea01
1638,1959-60,31,DET,NBA,SF,68,1610,8.7,.409,.241,,,,,,-0.7,1.1,0.4,.011,lloydea01
1639,1952-53,25,SYR,NBA,SF,62,802,9.0,.388,.498,,,,,,-0.5,1.0,0.5,.031,lochmbo01
1640,1950-51,21,TOT,NBA,,61,,,.364,.470,,,,,,,,,,lofgrdo01
1641,1950-51,21,SYR,NBA,,47,,,,,,,,,,,,,,lofgrdo01
1642,1950-51,21,INO,NBA,,14,,,,,,,,,,,,,,lofgrdo01
1643,1951-52,22,INO,NBA,SF,63,1254,13.9,.442,.525,,,,,,1.3,1.6,2.9,.112,lofgrdo01
1644,1952-53,23,PHW,NBA,SF,64,1788,10.3,.393,.330,,,,,,-0.8,1.0,0.1,.004,lofgrdo01
1645,1953-54,24,MLH,NBA,SF,21,380,10.9,.382,.438,,,,,,-0.3,0.3,0.1,.007,lofgrdo01
1646,1946-47,26,STB,BAA,,61,,,.333,.244,,,,,,3.9,5.3,9.2,,loganjo01
1647,1947-48,27,STB,BAA,,48,,,.377,.371,,,,,,5.3,3.0,8.3,,loganjo01
1648,1948-49,28,STB,BAA,,57,,,.423,.370,,,,,,5.2,-0.1,5.2,,loganjo01
1649,1949-50,29,STB,NBA,,62,,,.419,.426,,,,,,3.4,0.9,4.3,,loganjo01
1650,1950-51,30,TRI,NBA,,30,,,.378,.312,,,,,,-0.1,1.1,1.0,,loganjo01
1651,1955-56,25,BOS,NBA,SF,71,1582,12.7,.411,.330,,,,,,-0.6,1.5,0.9,.026,loscuji01
1652,1956-57,26,BOS,NBA,SF,70,2220,11.0,.383,.211,,,,,,-2.0,4.1,2.1,.046,loscuji01
1653,1957-58,27,BOS,NBA,SF,5,56,9.2,.356,.097,,,,,,-0.1,0.1,0.0,-0.017,loscuji01
1654,1958-59,28,BOS,NBA,SF,66,1680,7.2,.378,.122,,,,,,-1.9,2.7,0.9,.025,loscuji01
1655,1959-60,29,BOS,NBA,SF,28,536,3.1,.349,.176,,,,,,-0.9,0.7,-0.2,-0.022,loscuji01
1656,1960-61,30,BOS,NBA,SF,76,1153,3.3,.329,.159,,,,,,-2.9,2.0,-0.9,-0.036,loscuji01
1657,1961-62,31,BOS,NBA,SF,79,1146,7.7,.379,.162,,,,,,-1.9,2.4,0.5,.019,loscuji01
1658,1962-63,32,BOS,NBA,SF,63,607,6.6,.390,.167,,,,,,-1.0,1.2,0.3,.021,loscuji01
1659,1963-64,33,BOS,NBA,SF,53,451,5.8,.332,.170,,,,,,-1.3,1.2,0.0,-0.005,loscuji01
1660,1967-68,22,SEA,NBA,SF,44,478,4.7,.343,.209,,,,8.8,,-0.9,0.2,-0.7,-0.072,lottpl01
1661,1968-69,23,SEA,NBA,SF,23,160,2.3,.264,.076,,,,5.6,,-0.7,0.1,-0.6,-0.188,lottpl01
1662,1962-63,22,DET,NBA,SG,57,845,9.5,.412,.252,,,,,,-0.9,0.6,-0.3,-0.017,loughke01
1663,1963-64,23,TOT,NBA,SG,66,1459,10.4,.422,.281,,,,,,-0.8,0.9,0.1,.003,loughke01
1664,1963-64,23,DET,NBA,SG,1,2,-24.7,.250,.000,,,,,,0.0,0.0,0.0,-1.066,loughke01
1665,1963-64,23,BAL,NBA,SG,65,1457,10.5,.423,.282,,,,,,-0.8,0.9,0.1,.004,loughke01
1666,1964-65,24,BAL,NBA,PG,80,2417,11.6,.474,.294,,,,17.1,,2.1,0.5,2.6,.051,loughke01
1667,1965-66,25,BAL,NBA,SG,74,2455,14.1,.474,.283,,,,20.1,,2.1,1.5,3.6,.070,loughke01
1668,1966-67,26,BAL,NBA,SG,76,2577,13.7,.464,.315,,,,15.2,,0.9,1.7,2.5,.047,loughke01
1669,1967-68,27,BAL,NBA,PG,77,2297,13.3,.470,.348,,,,15.2,,0.9,2.1,3.0,.063,loughke01
1670,1968-69,28,BAL,NBA,PG,80,3135,15.8,.491,.283,,,,16.9,,4.0,3.9,8.0,.122,loughke01
1671,1969-70,29,BAL,NBA,SG,55,2037,15.9,.497,.275,,,,19.1,,1.8,2.2,4.0,.094,loughke01
1672,1970-71,30,BAL,NBA,SG,82,2260,14.4,.462,.277,,,4.3,18.6,,0.2,2.6,2.8,.060,loughke01
1673,1971-72,31,TOT,NBA,SG,76,1771,14.0,.497,.396,,,4.7,15.5,,1.7,1.2,2.9,.080,loughke01
1674,1971-72,31,BAL,NBA,SG,2,42,7.0,.317,.471,,,5.6,24.2,,-0.2,0.0,-0.1,-0.141,loughke01
1675,1971-72,31,PHI,NBA,SG,74,1729,14.2,.501,.394,,,4.7,15.3,,1.9,1.2,3.1,.085,loughke01
1676,1972-73,32,PHI,NBA,SG,32,955,13.9,.460,.304,,,5.3,22.1,,0.1,0.5,0.6,.031,loughke01
1677,1953-54,24,MNL,NBA,C,72,1255,20.7,.465,.293,,,,,,2.5,2.7,5.2,.200,lovelcl01
1678,1954-55,25,MNL,NBA,C,70,2361,21.0,.479,.334,,,,,,4.9,3.6,8.5,.173,lovelcl01
1679,,26,MNL,NBA,C,71,2518,23.5,.484,.342,,,,,,5.6,2.5,8.1,.155,lovelcl01
1680,,27,MNL,NBA,C,69,2492,21.9,.471,.296,,,,,,5.0,3.2,8.2,.157,lovelcl01
1681,1957-58,28,CIN,NBA,C,71,2589,22.2,.483,.263,,,,,,6.6,3.4,10.1,.187,lovelcl01
1682,1958-59,29,STL,NBA,C,70,1599,22.3,.507,.282,,,,,,4.7,1.8,6.5,.194,lovelcl01
1683,,30,STL,NBA,C,68,1953,23.3,.527,.328,,,,,,7.1,1.9,9.0,.221,lovelcl01
1684,,31,STL,NBA,C,67,2111,20.5,.502,.249,,,,,,5.1,3.4,8.5,.193,lovelcl01
1685,1961-62,32,STL,NBA,C,40,1192,19.5,.519,.258,,,,,,3.1,0.5,3.6,.145,lovelcl01
1686,1962-63,33,BOS,NBA,C,61,568,16.2,.471,.261,,,,,,0.3,1.3,1.6,.139,lovelcl01
1687,1963-64,34,BOS,NBA,C,45,437,16.8,.456,.187,,,,,,0.1,1.2,1.3,.145,lovelcl01
1688,1971-72,22,MIL,NBA,PG,20,134,10.5,.490,.474,,,6.8,12.5,,0.1,0.2,0.2,.083,lowerch01
1689,1948-49,26,BOS,BAA,,2,,,.333,.000,,,,,,0.0,0.0,0.0,,lucasal01
1690,1961-62,22,PHW,NBA,PF,67,396,9.0,.440,.633,,,,,,0.0,0.4,0.4,.051,luckete01
1691,1962-63,23,SFW,NBA,PF,20,201,7.0,.397,.294,,,,,,-0.2,0.2,-0.1,-0.016,luckete01
1692,1953-54,25,BLB,NBA,PG,31,367,7.6,.394,.432,,,,,,-0.1,0.1,0.0,.002,luisiji01
1693,1946-47,26,WSC,BAA,,5,,,.196,.625,,,,,,-0.1,0.1,0.0,,lujacal01
1694,1948-49,25,TOT,BAA,,61,,,.420,.354,,,,,,4.3,2.4,6.7,,lumppra01
1695,1948-49,25,INJ,BAA,,37,,,.401,.350,,,,,,1.9,1.5,3.4,,lumppra01
1696,1948-49,25,NYK,BAA,,24,,,.450,.360,,,,,,2.4,0.9,3.3,,lumppra01
1697,1949-50,26,NYK,NBA,,58,,,.405,.382,,,,,,0.9,0.8,1.7,,lumppra01
1698,1950-51,27,NYK,NBA,,64,,,.478,.422,,,,,,2.8,0.5,3.3,,lumppra01
1699,1951-52,28,NYK,NBA,SG,62,1317,11.4,.433,.250,,,,,,1.1,0.8,1.9,.068,lumppra01
1700,1952-53,29,TOT,NBA,PG,55,1422,13.8,.443,.407,,,,,,1.5,0.4,2.0,.066,lumppra01
1701,1952-53,29,NYK,NBA,,6,99,14.4,.397,.400,,,,,,0.0,0.2,0.2,.080,lumppra01
1702,1952-53,29,BLB,NBA,PG,49,1323,13.7,.446,.408,,,,,,1.5,0.3,1.8,.065,lumppra01
1703,1969-70,24,LAL,NBA,SF,44,403,4.7,.386,.361,,,,9.1,,-0.7,0.4,-0.3,-0.036,lynnmi01
1704,1970-71,25,BUF,NBA,SF,5,25,2.2,.421,.429,,,7.3,5.1,,0.0,0.0,0.0,-0.012,lynnmi01
1705,1949-50,21,STB,NBA,,67,,,.485,.599,,,,,,9.7,0.9,10.6,,macaued01
1706,,22,BOS,NBA,,68,,,.551,.623,,,,,,14.1,1.8,15.9,,macaued01
1707,,23,BOS,NBA,C,66,2631,22.6,.544,.699,,,,,,11.3,2.6,13.8,.252,macaued01
1708,,24,BOS,NBA,C,69,2902,24.3,.543,.669,,,,,,12.2,2.3,14.5,.239,macaued01
1709,,25,BOS,NBA,C,71,2792,23.4,.563,.583,,,,,,13.1,1.5,14.6,.252,macaued01
1710,,26,BOS,NBA,C,71,2706,18.6,.522,.587,,,,,,7.5,1.4,8.9,.157,macaued01
1711,,27,BOS,NBA,C,71,2354,18.3,.510,.507,,,,,,6.2,1.6,7.8,.158,macaued01
1712,,28,STL,NBA,PF,72,2582,16.8,.496,.485,,,,,,6.1,2.2,8.3,.154,macaued01
1713,1957-58,29,STL,NBA,C,72,1908,18.4,.489,.420,,,,,,4.5,1.8,6.3,.157,macaued01
1714,1958-59,30,STL,NBA,C,14,196,7.6,.360,.467,,,,,,-0.3,0.2,-0.2,-0.041,macaued01
1715,1954-55,24,MLH,NBA,PG,6,57,7.9,.265,.583,,,,,,-0.1,0.1,-0.1,-0.046,macgiro01
1716,1949-50,27,SYR,NBA,,59,,,.405,.384,,,,,,0.9,1.8,2.8,,macknjo01
1717,1950-51,28,SYR,NBA,,58,,,.377,.391,,,,,,-0.8,0.7,-0.1,,macknjo01
1718,1948-49,29,INJ,BAA,,1,,,,,,,,,,0.0,0.0,0.0,,maddoja01
1719,1950-51,24,BLB,NBA,,24,,,.372,.394,,,,,,-0.3,0.3,0.0,,magerno01
1720,1946-47,24,WSC,BAA,C,60,,,.294,.186,,,,,,-0.5,4.8,4.4,,mahnkjo01
1721,1947-48,25,WSC,BAA,C,48,,,.280,.167,,,,,,-1.5,2.4,0.9,,mahnkjo01
1722,1948-49,26,TOT,BAA,C,57,,,.296,.201,,,,,,-4.8,2.8,-2.0,,mahnkjo01
1723,1948-49,26,BLB,BAA,C,7,,,.301,.225,,,,,,-0.4,0.1,-0.3,,mahnkjo01
1724,1948-49,26,INJ,BAA,C,13,,,.261,.127,,,,,,-2.0,0.6,-1.5,,mahnkjo01
1725,1948-49,26,FTW,BAA,C,37,,,.310,.232,,,,,,-2.4,2.1,-0.3,,mahnkjo01
1726,1949-50,27,TOT,NBA,C,62,,,.313,.232,,,,,,-2.6,1.6,-1.0,,mahnkjo01
1727,1949-50,27,FTW,NBA,C,2,,,.376,.375,,,,,,0.0,0.1,0.1,,mahnkjo01
1728,1949-50,27,TRI,NBA,C,36,,,.316,.238,,,,,,-1.6,1.0,-0.6,,mahnkjo01
1729,1949-50,27,BOS,NBA,C,24,,,.302,.214,,,,,,-1.0,0.5,-0.5,,mahnkjo01
1730,1950-51,28,TOT,NBA,C,58,,,.350,.199,,,,,,-1.3,0.7,-0.6,,mahnkjo01
1731,1950-51,28,BOS,NBA,C,46,,,.371,.181,,,,,,-0.6,0.5,0.0,,mahnkjo01
1732,1950-51,28,INO,NBA,C,12,,,.233,.302,,,,,,-0.7,0.2,-0.5,,mahnkjo01
1733,1951-52,29,BOS,NBA,C,60,581,10.8,.370,.189,,,,,,-0.6,0.6,0.1,.006,mahnkjo01
1734,1952-53,30,BOS,NBA,C,69,771,9.6,.345,.222,,,,,,-1.2,0.6,-0.6,-0.037,mahnkjo01
1735,1952-53,25,BOS,NBA,,6,34,12.3,.492,.500,,,,,,0.1,0.0,0.1,.123,mahonmo01
1736,1953-54,26,BLB,NBA,,2,11,0.6,.000,.000,,,,,,-0.1,0.0,-0.1,-0.241,mahonmo01
1737,1948-49,24,TOT,BAA,,44,,,.398,.266,,,,,,1.0,0.7,1.7,,malamli01
1738,1948-49,24,INJ,BAA,,35,,,.394,.266,,,,,,0.8,0.7,1.4,,malamli01
1739,1948-49,24,ROC,BAA,,9,,,.435,.258,,,,,,0.2,0.1,0.2,,malamli01
1740,1948-49,29,INJ,BAA,,56,,,.381,.381,,,,,,0.7,1.5,2.1,,mandijo01
1741,1949-50,30,TOT,NBA,,25,,,.370,.427,,,,,,-0.1,0.3,0.3,,mandijo01
1742,1949-50,30,WSC,NBA,,22,,,.396,.462,,,,,,0.1,0.3,0.4,,mandijo01
1743,1949-50,30,BLB,NBA,,3,,,.184,.200,,,,,,-0.2,0.0,-0.1,,mandijo01
1744,1946-47,21,NYK,BAA,,6,,,.175,.231,,,,,,-0.2,0.0,-0.1,,mangifr01
1745,1959-60,24,MNL,NBA,SG,10,71,1.7,.263,.051,,,,,,-0.4,0.1,-0.3,-0.201,mantini01
1746,1962-63,27,TOT,NBA,SG,42,684,7.9,.405,.201,,,,,,-0.7,0.2,-0.5,-0.033,mantini01
1747,1962-63,27,STL,NBA,SG,9,58,5.8,.396,.450,,,,,,-0.1,0.1,0.0,-0.008,mantini01
1748,1962-63,27,CHZ,NBA,SG,33,626,8.1,.406,.179,,,,,,-0.6,0.1,-0.5,-0.035,mantini01
1749,1946-47,26,PIT,BAA,,51,,,.292,.155,,,,,,-0.5,-0.3,-0.7,,maravpr01
1750,1947-48,23,BOS,BAA,,43,,,.324,.253,,,,,,0.8,0.3,1.1,,mariasa01
1751,1970-71,22,DET,NBA,SG,23,214,7.3,.370,.225,,,5.2,18.5,,-0.4,0.2,-0.3,-0.058,marlaha01
1752,1971-72,23,DET,NBA,SG,31,506,9.5,.466,.282,,,5.8,15.6,,0.0,0.1,0.1,.012,marlaha01
1753,1972-73,24,DET,NBA,SG,7,26,7.9,.500,.000,,,1.9,18.1,,0.0,0.0,0.0,.054,marlaha01
1754,1971-72,25,POR,NBA,SF,39,375,8.6,.416,.504,,,10.5,10.4,,-0.4,0.1,-0.3,-0.036,marshji01
1755,1954-55,24,ROC,NBA,SF,72,1337,17.0,.489,.384,,,,,,2.7,0.8,3.5,.125,marshto01
1756,1956-57,26,ROC,NBA,SF,40,460,12.3,.422,.356,,,,,,0.1,0.6,0.7,.073,marshto01
1757,1957-58,27,TOT,NBA,SF,38,518,8.1,.392,.380,,,,,,-0.3,0.5,0.2,.018,marshto01
1758,1957-58,27,DET,NBA,SF,9,66,8.3,.411,.364,,,,,,0.0,0.0,0.0,.028,marshto01
1759,1957-58,27,CIN,NBA,SF,29,452,8.0,.389,.382,,,,,,-0.3,0.4,0.2,.016,marshto01
1760,1958-59,28,CIN,NBA,SF,18,272,7.7,.349,.367,,,,,,-0.3,0.1,-0.3,-0.044,marshto01
1761,1946-47,26,PRO,BAA,,60,,,.334,.164,,,,,,2.9,0.0,2.9,,martidi01
1762,1947-48,27,PRO,BAA,,32,,,.250,.104,,,,,,-1.0,-0.1,-1.1,,martidi01
1763,1946-47,26,STB,BAA,,54,,,.301,.102,,,,,,-0.1,1.6,1.6,,martido01
1764,1947-48,27,STB,BAA,,39,,,.258,.220,,,,,,-0.8,0.7,-0.1,,martido01
1765,1948-49,28,TOT,BAA,,44,,,.351,.276,,,,,,-0.2,0.0,-0.2,,martido01
1766,1948-49,28,STB,BAA,,37,,,.357,.280,,,,,,-0.1,0.0,-0.2,,martido01
1767,1948-49,28,BLB,BAA,,7,,,.253,.222,,,,,,-0.1,0.0,0.0,,martido01
1768,1954-55,26,MLH,NBA,SF,7,47,6.6,.302,.105,,,,,,-0.2,0.1,-0.1,-0.094,martiph01
1769,1949-50,24,MNL,NBA,PG,67,,,.395,.308,,,,,,0.9,2.6,3.5,,martisl01
1770,1950-51,25,MNL,NBA,PG,68,,,.408,.282,,,,,,1.1,3.1,4.2,,martisl01
1771,1951-52,26,MNL,NBA,PG,66,2480,10.8,.430,.301,,,,,,1.8,4.5,6.3,.121,martisl01
1772,,27,MNL,NBA,PG,70,2556,13.5,.489,.453,,,,,,4.9,3.2,8.2,.153,martisl01
1773,,28,MNL,NBA,PG,69,2472,12.0,.449,.372,,,,,,2.9,3.2,6.1,.118,martisl01
1774,,29,MNL,NBA,PG,72,2784,14.1,.453,.391,,,,,,3.0,3.2,6.2,.107,martisl01
1775,,30,MNL,NBA,PG,72,2838,13.3,.457,.458,,,,,,2.9,1.8,4.7,.079,martisl01
1776,,31,TOT,NBA,PG,66,2401,10.5,.415,.395,,,,,,0.5,1.9,2.4,.047,martisl01
1777,,31,NYK,NBA,PG,13,426,10.0,.461,.552,,,,,,0.4,0.2,0.6,.072,martisl01
1778,,31,STL,NBA,PG,53,1975,10.6,.408,.372,,,,,,0.1,1.7,1.7,.042,martisl01
1779,,32,STL,NBA,PG,60,2098,9.3,.406,.359,,,,,,-0.2,1.6,1.4,.032,martisl01
1780,,33,STL,NBA,PG,71,2504,9.3,.420,.360,,,,,,0.4,2.0,2.4,.046,martisl01
1781,1959-60,34,STL,NBA,PG,64,1756,9.7,.440,.405,,,,,,0.8,1.4,2.2,.060,martisl01
1782,1961-62,22,NYK,NBA,SG,66,1018,5.4,.359,.188,,,,,,-1.3,0.8,-0.5,-0.022,martiwh01
1783,1952-53,24,MLH,NBA,PG,72,1773,8.5,.404,.510,,,,,,0.0,2.2,2.2,.058,masinal01
1784,1953-54,25,TOT,NBA,PG,27,181,17.1,.491,.790,,,,,,0.6,0.3,0.9,.231,masinal01
1785,1953-54,25,ROC,NBA,PG,11,50,16.6,.540,.750,,,,,,0.2,0.1,0.3,.303,masinal01
1786,1953-54,25,SYR,NBA,PG,16,131,17.3,.474,.804,,,,,,0.3,0.2,0.6,.204,masinal01
1787,1970-71,22,NYK,NBA,PF,30,164,10.2,.408,.303,,,15.6,3.2,,-0.2,0.3,0.1,.031,masted01
1788,1971-72,23,NYK,NBA,PF,40,270,8.8,.396,.366,,,13.3,5.0,,-0.5,0.4,-0.2,-0.030,masted01
1789,1972-73,24,ATL,NBA,PF,42,447,10.7,.454,.254,,,14.5,10.1,,0.0,0.4,0.4,.045,masted01
1790,1946-47,23,DTF,BAA,,59,,,.272,.123,,,,,,-2.9,4.4,1.5,,maughar01
1791,1947-48,24,TOT,BAA,,42,,,.329,.207,,,,,,0.4,0.6,1.0,,maughar01
1792,1947-48,24,PRO,BAA,,14,,,.280,.176,,,,,,-0.3,-0.1,-0.4,,maughar01
1793,1947-48,24,STB,BAA,,28,,,.356,.224,,,,,,0.7,0.6,1.3,,maughar01
1794,1948-49,25,STB,BAA,,55,,,.384,.438,,,,,,1.2,0.0,1.2,,maughar01
1795,1949-50,26,STB,NBA,,68,,,.359,.357,,,,,,-1.1,0.6,-0.5,,maughar01
1796,1950-51,27,WSC,NBA,,35,,,.418,.492,,,,,,0.5,0.5,1.1,,maughar01
1797,1949-50,26,SHE,NBA,,26,,,.378,.409,,,,,,0.0,-0.1,0.0,,mazzama01
1798,1954-55,,MLH,NBA,SG,12,249,7.9,.366,.197,,,,,,-0.6,0.2,-0.4,-0.084,mcbrike01
1799,1957-58,22,NYK,NBA,PG,36,295,6.6,.297,.370,,,,,,-0.7,0.2,-0.4,-0.071,mccanbr01
1800,1958-59,23,NYK,NBA,PG,1,7,-9.9,.000,.000,,,,,,-0.1,0.0,-0.1,-0.447,mccanbr01
1801,1959-60,24,NYK,NBA,PG,4,29,8.3,.221,.300,,,,,,-0.1,0.0,-0.1,-0.141,mccanbr01
1802,1946-47,24,TRH,BAA,,60,,,.336,.344,,,,,,3.0,1.4,4.4,,mccarmi01
1803,1949-50,27,TOT,NBA,,8,,,.262,.333,,,,,,-0.2,0.0,-0.1,,mccarmi01
1804,1949-50,27,BLB,NBA,,3,,,.316,.600,,,,,,0.0,0.0,0.0,,mccarmi01
1805,1949-50,27,STB,NBA,,5,,,.230,.200,,,,,,-0.1,0.0,-0.1,,mccarmi01
1806,1969-70,23,LAL,NBA,SG,40,861,8.4,.409,.172,,,,14.0,,-1.3,0.8,-0.5,-0.025,mccarwi01
1807,1970-71,24,LAL,NBA,SG,76,1369,8.5,.431,.130,,,4.0,12.0,,-1.0,0.8,-0.2,-0.008,mccarwi01
1808,1971-72,25,POR,NBA,SG,39,612,9.9,.432,.214,,,3.3,19.7,,-0.5,0.1,-0.4,-0.028,mccarwi01
1809,1956-57,22,ROC,NBA,PG,72,1560,10.4,.437,.420,,,,,,0.9,1.7,2.6,.081,mccarjo01
1810,1958-59,24,CIN,NBA,PG,47,1827,10.5,.413,.265,,,,,,-0.1,0.6,0.5,.014,mccarjo01
1811,1959-60,25,STL,NBA,SG,75,2383,7.7,.379,.310,,,,,,-1.8,1.7,-0.1,-0.002,mccarjo01
1812,1960-61,26,STL,NBA,PG,79,2519,8.3,.387,.303,,,,,,-1.5,3.4,1.9,.036,mccarjo01
1813,1961-62,27,STL,NBA,PG,15,333,5.7,.283,.370,,,,,,-0.6,0.2,-0.4,-0.064,mccarjo01
1814,1963-64,29,BOS,NBA,PG,28,206,4.8,.344,.271,,,,,,-0.3,0.5,0.2,.056,mccarjo01
1815,1946-47,,DTF,BAA,,19,,,.122,.122,,,,,,-1.5,0.4,-1.1,,mccarho01
1816,1952-53,27,PHW,NBA,SG,1,16,7.8,.333,.000,,,,,,-0.1,0.0,0.0,-0.140,mccloja01
1817,1951-52,21,MLH,NBA,,11,106,1.7,.199,.483,,,,,,-0.6,0.1,-0.5,-0.214,mcconjo01
1818,1952-53,24,MLH,NBA,PG,14,297,11.6,.406,.408,,,,,,0.1,0.4,0.5,.080,mcconbu01
1819,1948-49,22,NYK,BAA,,51,,,.377,.451,,,,,,0.4,1.1,1.5,,mcgahme01
1820,1971-72,22,CIN,NBA,PF,42,532,6.8,.414,.308,,,13.8,4.5,,-0.6,0.2,-0.4,-0.038,mcgregi01
1821,1951-52,23,NYK,NBA,PG,59,788,12.8,.471,.731,,,,,,1.3,0.6,1.9,.116,mcguial01
1822,1952-53,24,NYK,NBA,PG,58,1231,13.0,.469,.700,,,,,,1.9,1.6,3.4,.134,mcguial01
1823,1953-54,25,NYK,NBA,PG,64,849,8.0,.369,.751,,,,,,-0.5,0.6,0.1,.006,mcguial01
1824,1954-55,26,BLB,NBA,PG,10,98,,.328,.219,,,,,,,,,,mcguial01
1825,1949-50,24,NYK,NBA,PG,68,,,.417,.556,,,,,,3.4,1.9,5.3,,mcguidi01
1826,,25,NYK,NBA,PG,64,,,.445,.573,,,,,,3.3,1.2,4.5,,mcguidi01
