,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,ws-dum,ows,dws,ws,ws_per_48,id
295,1957-58,23,MNL,NBA,C,14,171,8.6,.325,.471,,,,,,-0.4,0.1,-0.4,-0.103,burrobo01
296,1961-62,22,NYK,NBA,,8,28,12.6,.476,.286,,,,,,0.0,0.0,0.0,.075,burtoed01
297,1964-65,25,STL,NBA,,7,42,7.8,.390,.350,,,,7.0,,-0.1,0.1,0.0,-0.017,burtoed01
298,1961-62,25,NYK,NBA,PG,47,479,6.8,.372,.445,,,,,,-0.6,0.4,-0.3,-0.026,butchdo01
299,1962-63,26,NYK,NBA,SG,68,1193,11.4,.466,.458,,,,,,0.4,0.6,1.1,.043,butchdo01
300,1963-64,27,TOT,NBA,PG,78,1971,10.0,.454,.505,,,,,,0.5,0.7,1.2,.030,butchdo01
301,1963-64,27,NYK,NBA,,26,418,9.3,.403,.574,,,,,,-0.3,0.0,-0.2,-0.027,butchdo01
302,1963-64,27,DET,NBA,PG,52,1553,10.2,.470,.485,,,,,,0.8,0.7,1.5,.045,butchdo01
303,1964-65,28,DET,NBA,PG,71,1157,10.9,.465,.578,,,,13.6,,0.7,1.2,1.9,.080,butchdo01
304,1965-66,29,DET,NBA,PG,15,285,10.7,.487,.354,,,,14.1,,0.3,0.3,0.5,.088,butchdo01
305,1961-62,23,TOT,NBA,PG,59,2016,13.0,.496,.241,,,,,,2.5,1.6,4.1,.098,butleal01
306,1961-62,23,BOS,NBA,PG,5,47,17.4,.490,.207,,,,,,0.1,0.1,0.2,.189,butleal01
307,1961-62,23,NYK,NBA,PG,54,1969,12.9,.496,.243,,,,,,2.4,1.5,3.9,.096,butleal01
308,1962-63,24,NYK,NBA,PG,74,1488,13.8,.487,.277,,,,,,1.4,0.7,2.1,.068,butleal01
309,1963-64,25,NYK,NBA,PG,76,1379,13.0,.471,.304,,,,,,1.0,0.1,1.1,.038,butleal01
310,1964-65,26,BAL,NBA,PG,25,172,5.7,.371,.205,,,,9.4,,-0.3,0.0,-0.3,-0.077,butleal01
311,1946-47,23,NYK,BAA,,60,,,.347,.274,,,,,,2.8,1.3,4.0,,byrneto01
312,1947-48,24,NYK,BAA,,47,,,.328,.251,,,,,,0.6,1.1,1.7,,byrneto01
313,1948-49,25,TOT,BAA,,57,,,.349,.284,,,,,,-0.5,1.4,0.9,,byrneto01
314,1948-49,25,NYK,BAA,,35,,,.327,.300,,,,,,-0.7,0.8,0.1,,byrneto01
315,1948-49,25,INJ,BAA,,22,,,.372,.267,,,,,,0.2,0.6,0.8,,byrneto01
316,1949-50,26,BLB,NBA,,53,,,.362,.312,,,,,,-0.5,0.9,0.3,,byrneto01
317,1950-51,27,TOT,NBA,,47,,,.357,.315,,,,,,-0.8,0.6,-0.2,,byrneto01
318,1950-51,27,BLB,NBA,,16,,,.401,.280,,,,,,0.0,0.2,0.2,,byrneto01
319,1950-51,27,WSC,NBA,,12,,,.260,.415,,,,,,-0.7,0.1,-0.6,,byrneto01
320,1950-51,27,TRI,NBA,,19,,,.379,.284,,,,,,-0.1,0.3,0.2,,byrneto01
321,1946-47,24,PIT,BAA,,60,,,.271,.202,,,,,,-1.0,-0.4,-1.4,,bytzumi01
322,1958-59,23,DET,NBA,PF,31,271,12.3,.393,.230,,,,,,-0.2,0.3,0.1,.017,cableba01
323,1959-60,24,TOT,NBA,SF,57,715,10.5,.410,.231,,,,,,-0.3,0.7,0.4,.026,cableba01
324,1959-60,24,DET,NBA,,7,116,11.2,.373,.167,,,,,,-0.2,0.1,-0.1,-0.034,cableba01
325,1959-60,24,SYR,NBA,SF,50,599,10.4,.419,.248,,,,,,-0.1,0.6,0.5,.038,cableba01
326,1960-61,25,SYR,NBA,SF,75,1642,11.4,.487,.188,,,,,,1.7,1.6,3.3,.096,cableba01
327,1961-62,26,TOT,NBA,SF,67,1861,11.3,.439,.242,,,,,,-0.1,0.9,0.7,.019,cableba01
328,1961-62,26,CHP,NBA,SF,15,498,9.4,.424,.272,,,,,,-0.2,0.2,0.0,.000,cableba01
329,1961-62,26,STL,NBA,SF,52,1363,12.1,.446,.229,,,,,,0.1,0.6,0.7,.026,cableba01
330,1962-63,27,TOT,NBA,SF,61,1203,10.7,.483,.253,,,,,,0.7,0.9,1.6,.066,cableba01
331,1962-63,27,STL,NBA,SF,42,662,12.2,.523,.292,,,,,,1.0,0.8,1.8,.127,cableba01
332,1962-63,27,CHZ,NBA,SF,19,541,9.0,.429,.201,,,,,,-0.2,0.1,-0.1,-0.010,cableba01
333,1963-64,28,BAL,NBA,SF,71,1125,7.7,.421,.145,,,,,,-0.4,0.8,0.3,.014,cableba01
334,1950-51,25,SYR,NBA,SG,46,,,.426,.447,,,,,,0.6,0.4,1.0,,calabge01
335,1951-52,26,SYR,NBA,SG,58,937,9.4,.402,.325,,,,,,0.0,0.9,0.9,.046,calabge01
336,1948-49,21,ROC,BAA,SG,56,,,.394,.321,,,,,,1.4,0.7,2.1,,calhobi01
337,1949-50,22,ROC,NBA,SG,62,,,.439,.370,,,,,,3.0,1.5,4.5,,calhobi01
338,1950-51,23,ROC,NBA,SG,66,,,.421,.451,,,,,,1.2,1.0,2.2,,calhobi01
339,1951-52,24,BLB,NBA,SG,55,1594,10.2,.391,.447,,,,,,-0.4,0.8,0.4,.012,calhobi01
340,1952-53,25,TOT,NBA,SF,62,2148,12.4,.431,.547,,,,,,1.2,2.7,3.9,.087,calhobi01
341,1952-53,25,SYR,NBA,,13,239,10.1,.428,.818,,,,,,0.1,0.2,0.3,.070,calhobi01
342,1952-53,25,MLH,NBA,SF,49,1909,12.7,.431,.516,,,,,,1.1,2.4,3.5,.089,calhobi01
343,1953-54,26,MLH,NBA,SF,72,2370,12.5,.441,.536,,,,,,2.2,1.9,4.1,.082,calhobi01
344,1954-55,27,MLH,NBA,SG,69,2109,9.0,.389,.492,,,,,,-0.9,2.3,1.4,.033,calhobi01
345,1946-47,25,PRO,BAA,,13,,,.248,.414,,,,,,-0.1,0.0,-0.1,,callato01
346,1946-47,23,PRO,BAA,,59,,,.344,.257,,,,,,5.5,0.0,5.5,,calveer01
347,1947-48,24,PRO,BAA,,47,,,.309,.193,,,,,,0.4,-0.8,-0.5,,calveer01
348,1948-49,25,PRO,BAA,,59,,,.363,.230,,,,,,0.9,-0.2,0.7,,calveer01
349,1961-62,23,CHP,NBA,PG,31,382,9.4,.380,.254,,,,,,-0.7,0.2,-0.5,-0.061,carlho01
350,1946-47,30,CHS,BAA,,51,,,.310,.247,,,,,,0.3,1.3,1.6,,carlich01
351,1946-47,27,CHS,BAA,,59,,,.344,.188,,,,,,3.3,2.4,5.8,,carlsdo01
352,1948-49,29,MNL,BAA,,55,,,.369,.206,,,,,,0.7,2.0,2.8,,carlsdo01
353,1949-50,30,MNL,NBA,,57,,,.402,.328,,,,,,0.7,1.9,2.6,,carlsdo01
354,1950-51,31,BLB,NBA,,9,,,.396,.348,,,,,,0.0,0.1,0.2,,carlsdo01
355,1954-55,22,MNL,NBA,SG,19,244,8.7,.423,.625,,,,,,0.0,0.3,0.3,.059,carnebo01
356,1949-50,32,FTW,NBA,,66,,,.421,.415,,,,,,2.2,2.8,5.0,,carpebo01
357,1950-51,33,TOT,NBA,,56,,,.413,.382,,,,,,0.5,1.3,1.9,,carpebo01
358,1950-51,33,FTW,NBA,,21,,,.338,.468,,,,,,-0.6,0.4,-0.2,,carpebo01
359,1950-51,33,TRI,NBA,,35,,,.459,.332,,,,,,1.2,0.9,2.1,,carpebo01
360,1949-50,25,TOT,NBA,,24,,,.417,.707,,,,,,0.3,0.4,0.7,,carteja01
361,1949-50,25,DNN,NBA,,13,,,.390,.578,,,,,,0.1,-0.1,0.0,,carteja01
362,1949-50,25,AND,NBA,,11,,,.454,.900,,,,,,0.2,0.5,0.7,,carteja01
363,1968-69,27,LAL,NBA,PF,28,192,10.1,.405,.124,,,,7.9,,-0.3,0.2,-0.1,-0.017,cartyja01
364,1971-72,23,CIN,NBA,SF,9,40,-1.4,.231,1.000,,,5.0,3.0,,-0.2,0.0,-0.2,-0.197,catlesi01
365,1949-50,32,SYR,NBA,PG,56,,,.491,.803,,,,,,5.9,3.4,9.3,,cervial01
366,1950-51,33,SYR,NBA,PG,53,,,.509,.685,,,,,,4.2,1.1,5.3,,cervial01
367,1951-52,34,SYR,NBA,PG,55,850,21.9,.536,.886,,,,,,4.1,1.2,5.3,.297,cervial01
368,1952-53,35,SYR,NBA,PG,38,301,18.3,.622,1.408,,,,,,1.8,0.3,2.1,.339,cervial01
369,,23,PHW,NBA,C,72,3338,28.0,.493,.429,,,,,,9.0,8.0,17.0,.245,chambwi01
370,,24,PHW,NBA,C,79,3773,27.8,.519,.429,,,,,,12.3,6.5,18.8,.240,chambwi01
371,,25,PHW,NBA,C,80,3882,31.7,.536,.431,,,,,,17.1,6.0,23.1,.286,chambwi01
372,,26,SFW,NBA,C,80,3806,31.8,.550,.402,,,,,,16.0,5.0,20.9,.264,chambwi01
373,,27,SFW,NBA,C,80,3689,31.6,.537,.442,,,,,,14.4,10.6,25.0,.325,chambwi01
374,,28,TOT,NBA,C,73,3301,28.6,.513,.422,,,,13.8,,9.6,5.5,15.1,.219,chambwi01
375,,28,SFW,NBA,C,38,1743,29.8,.495,.392,,,,13.6,,4.3,3.2,7.5,.208,chambwi01
376,,28,PHI,NBA,C,35,1558,27.3,.540,.470,,,,14.1,,5.3,2.3,7.6,.233,chambwi01
377,,29,PHI,NBA,C,79,3737,28.3,.547,.490,,,,16.8,,12.9,8.5,21.4,.275,chambwi01
378,,30,PHI,NBA,C,81,3682,26.5,.637,.761,,,,21.7,,14.8,7.0,21.9,.285,chambwi01
379,,31,PHI,NBA,C,82,3836,24.7,.557,.677,,,,23.2,,9.7,10.7,20.4,.255,chambwi01
380,,32,LAL,NBA,C,81,3669,21.9,.564,.780,,,,13.8,,9.4,5.3,14.7,.192,chambwi01
381,1969-70,33,LAL,NBA,C,12,505,24.8,.554,.692,,,,14.5,,1.4,1.0,2.3,.221,chambwi01
382,,34,LAL,NBA,C,82,3630,20.3,.558,.546,,,18.4,12.7,,8.2,4.5,12.6,.167,chambwi01
383,,35,LAL,NBA,C,82,3469,18.5,.610,.686,,,20.1,11.2,,7.9,7.9,15.8,.219,chambwi01
384,,36,LAL,NBA,C,82,3542,19.1,.689,.776,,,19.6,12.5,,10.7,7.5,18.2,.247,chambwi01
385,1949-50,29,TOT,NBA,,16,,,.354,.337,,,,,,-0.2,0.1,-0.1,,chanejo01
386,1949-50,29,TRI,NBA,,6,,,.331,.324,,,,,,-0.1,0.1,0.0,,chanejo01
387,1949-50,29,SHE,NBA,,10,,,.372,.347,,,,,,0.0,0.0,-0.1,,chanejo01
388,1949-50,24,SYR,NBA,,49,,,.385,.313,,,,,,0.1,0.8,0.9,,chollle01
389,1950-51,25,SYR,NBA,,14,,,.202,.373,,,,,,-0.8,0.1,-0.7,,chollle01
390,1954-55,24,NYK,NBA,,6,48,16.7,.438,.611,,,,,,0.0,0.0,0.1,.085,chrisfr01
391,1950-51,23,TRI,NBA,SF,67,,,.401,.551,,,,,,0.5,2.7,3.2,,chrisca01
392,1951-52,24,MLH,NBA,SF,24,374,10.7,.363,.594,,,,,,-0.3,0.4,0.0,.002,chrisca01
393,1952-53,25,ROC,NBA,SF,59,777,9.8,.378,.496,,,,,,-0.6,1.0,0.4,.024,chrisca01
394,1953-54,26,ROC,NBA,SF,70,1654,11.7,.404,.661,,,,,,-0.1,3.0,2.9,.084,chrisca01
395,1954-55,27,ROC,NBA,SF,71,1204,13.7,.445,.675,,,,,,0.8,1.0,1.7,.069,chrisca01
396,1950-51,28,NYK,NBA,PF,65,,,.364,.401,,,,,,-1.7,1.2,-0.4,,cliftna01
397,1951-52,29,NYK,NBA,PF,62,2101,16.4,.391,.351,,,,,,-0.7,2.3,1.6,.036,cliftna01
398,1952-53,30,NYK,NBA,PF,70,2496,15.4,.394,.432,,,,,,-1.1,4.4,3.3,.064,cliftna01
399,1953-54,31,NYK,NBA,PF,72,2179,14.8,.419,.396,,,,,,0.7,1.7,2.4,.054,cliftna01
400,1954-55,32,NYK,NBA,PF,72,2390,15.0,.439,.352,,,,,,1.3,2.4,3.7,.074,cliftna01
401,1955-56,33,NYK,NBA,PF,64,1537,13.9,.449,.353,,,,,,1.1,1.0,2.1,.067,cliftna01
402,,34,NYK,NBA,PF,71,2231,12.1,.417,.265,,,,,,0.2,1.6,1.8,.040,cliftna01
403,1957-58,35,DET,NBA,PF,68,1435,10.4,.397,.245,,,,,,-0.7,1.2,0.5,.017,cliftna01
404,1949-50,28,AND,NBA,SF,64,,,.372,.288,,,,,,-0.5,4.9,4.4,,clossbi01
405,1950-51,29,PHW,NBA,SF,65,,,.391,.353,,,,,,-0.3,3.1,2.8,,clossbi01
406,1951-52,30,FTW,NBA,SF,57,1120,10.4,.379,.404,,,,,,-1.0,0.9,0.0,-0.001,clossbi01
407,1949-50,29,TOT,NBA,,7,,,.322,.308,,,,,,-0.1,0.0,-0.1,,cloydpa01
408,1949-50,29,BLB,NBA,,3,,,.268,.375,,,,,,-0.1,0.0,-0.1,,cloydpa01
409,1949-50,29,WAT,NBA,,4,,,.347,.278,,,,,,-0.1,0.0,-0.1,,cloydpa01
410,1946-47,29,NYK,BAA,,54,,,.300,.256,,,,,,-0.1,1.1,1.1,,cluggbo01
411,1949-50,25,ROC,NBA,PF,68,,,.412,.183,,,,,,1.9,2.5,4.3,,colemja01
412,1950-51,26,ROC,NBA,PF,67,,,.463,.230,,,,,,4.3,2.2,6.5,,colemja01
413,1951-52,27,ROC,NBA,PF,66,2606,15.5,.451,.228,,,,,,2.7,2.3,5.0,.093,colemja01
414,1952-53,28,ROC,NBA,PF,70,2625,17.2,.454,.278,,,,,,2.8,3.9,6.7,.122,colemja01
415,1953-54,29,ROC,NBA,PF,71,2377,14.8,.432,.254,,,,,,1.4,4.4,5.8,.117,colemja01
416,,30,ROC,NBA,PF,72,2482,18.2,.488,.211,,,,,,4.3,1.9,6.2,.121,colemja01
417,1955-56,31,TOT,NBA,PF,75,2738,15.1,.453,.263,,,,,,2.2,4.1,6.4,.112,colemja01
418,1955-56,31,ROC,NBA,PF,34,1369,15.2,.454,.264,,,,,,1.1,2.3,3.4,.119,colemja01
419,1955-56,31,STL,NBA,PF,41,1369,15.1,.453,.262,,,,,,1.1,1.9,3.0,.105,colemja01
420,1956-57,32,STL,NBA,PF,72,2145,14.6,.446,.208,,,,,,1.7,2.4,4.1,.091,colemja01
421,1957-58,33,STL,NBA,PF,72,1506,13.8,.442,.234,,,,,,1.0,1.6,2.6,.084,colemja01
422,1970-71,24,CHI,NBA,SG,55,478,13.0,.468,.210,,,5.3,18.4,,0.1,0.5,0.6,.064,colliji01
423,1971-72,25,CHI,NBA,SG,19,134,9.2,.409,.155,,,4.3,10.7,,-0.3,0.2,-0.1,-0.027,colliji01
424,1948-49,25,NYK,BAA,,15,,,.342,.168,,,,,,-0.2,0.3,0.1,,colonjo01
425,1963-64,24,BAL,NBA,,12,89,5.6,.284,.432,,,,,,-0.4,0.1,-0.3,-0.167,comlela01
426,1952-53,22,BOS,NBA,PF,39,461,10.4,.362,.287,,,,,,-0.4,0.4,0.0,.001,conlege01
427,1958-59,28,BOS,NBA,PF,50,663,8.8,.360,.244,,,,,,-1.0,1.4,0.4,.025,conlege01
428,1959-60,29,BOS,NBA,PF,71,1330,10.1,.406,.212,,,,,,-0.8,2.8,2.1,.074,conlege01
429,1960-61,30,BOS,NBA,PF,75,1242,11.0,.420,.309,,,,,,-0.5,3.2,2.8,.107,conlege01
430,1962-63,32,NYK,NBA,PF,70,1544,10.7,.430,.286,,,,,,-1.0,0.9,-0.1,-0.002,conlege01
431,1963-64,33,NYK,NBA,PF,46,551,8.8,.441,.344,,,,,,-0.1,0.0,0.0,-0.003,conlege01
432,1955-56,22,SYR,NBA,SF,66,1423,13.8,.416,.310,,,,,,-0.2,2.2,2.0,.068,conlied01
433,1956-57,23,SYR,NBA,SG,71,2250,15.4,.450,.411,,,,,,2.5,2.2,4.7,.101,conlied01
434,1957-58,24,SYR,NBA,SF,60,1871,15.8,.452,.308,,,,,,2.2,2.0,4.3,.110,conlied01
435,1958-59,25,TOT,NBA,SG,72,1955,12.3,.423,.308,,,,,,0.1,2.0,2.0,.050,conlied01
436,1958-59,25,SYR,NBA,,57,1601,11.7,.419,.295,,,,,,-0.1,1.6,1.5,.044,conlied01
437,1958-59,25,DET,NBA,SG,15,354,15.1,.437,.360,,,,,,0.2,0.4,0.5,.074,conlied01
438,1959-60,26,DET,NBA,SG,70,1636,12.4,.417,.286,,,,,,-0.5,1.2,0.7,.022,conlied01
439,1960-61,27,PHW,NBA,SF,77,1294,10.0,.406,.232,,,,,,-0.9,1.4,0.5,.018,conlied01
440,1961-62,28,PHW,NBA,SG,70,963,7.0,.393,.240,,,,,,-1.0,0.8,-0.1,-0.007,conlied01
441,1946-47,25,BOS,BAA,,49,,,.272,.221,,,,,,-1.1,0.7,-0.4,,connoch01
442,1947-48,26,BOS,BAA,,4,,,.419,.231,,,,,,0.1,0.0,0.1,,connoch01
443,1954-55,25,NYK,NBA,SG,37,424,8.5,.381,.376,,,,,,-0.4,0.3,0.0,-0.006,cookbe01
444,1949-50,26,SHE,NBA,,51,,,.420,.292,,,,,,2.1,-0.3,1.9,,cookbo01
445,1970-71,22,CLE,NBA,SG,73,725,10.4,.431,.173,,,7.6,19.6,,-0.6,0.2,-0.4,-0.025,cookejo01
446,1950-51,24,BOS,NBA,,66,,,.428,.444,,,,,,1.9,1.4,3.3,,coopech01
447,1951-52,25,BOS,NBA,SF,66,1976,12.6,.429,.369,,,,,,1.1,2.1,3.1,.076,coopech01
448,1952-53,26,BOS,NBA,SF,70,1994,10.1,.417,.408,,,,,,0.3,1.4,1.7,.040,coopech01
449,1953-54,27,BOS,NBA,SF,70,1101,9.6,.375,.444,,,,,,-0.7,0.7,0.0,-0.001,coopech01
450,1954-55,28,MLH,NBA,PF,70,1749,12.3,.422,.438,,,,,,0.2,2.2,2.4,.066,coopech01
451,1955-56,29,TOT,NBA,SF,67,1144,9.3,.412,.432,,,,,,-0.2,1.3,1.1,.045,coopech01
452,1955-56,29,STL,NBA,,35,574,12.3,.426,.488,,,,,,0.1,0.8,0.9,.074,coopech01
453,1955-56,29,FTW,NBA,SF,32,570,6.4,.394,.360,,,,,,-0.3,0.5,0.2,.016,coopech01
454,1946-47,,CLR,BAA,,3,,,,,,,,,,0.0,0.0,0.0,,corleke01
455,1949-50,22,SYR,NBA,,60,,,.365,.330,,,,,,-0.3,1.6,1.2,,corlera01
456,1950-51,23,TOT,NBA,,34,,,.346,.362,,,,,,-0.5,0.5,0.0,,corlera01
457,1950-51,23,BLB,NBA,,16,,,.306,.388,,,,,,-0.5,0.2,-0.3,,corlera01
458,1950-51,23,TRI,NBA,,18,,,.378,.341,,,,,,0.0,0.3,0.3,,corlera01
459,1952-53,25,FTW,NBA,,8,65,-6.9,.206,.250,,,,,,-0.4,0.0,-0.4,-0.265,corlera01
460,1954-55,23,PHW,NBA,PG,19,463,10.5,.385,.230,,,,,,-0.2,0.4,0.2,.022,costela01
461,1956-57,25,PHW,NBA,PG,72,2111,11.3,.460,.447,,,,,,2.1,1.3,3.4,.077,costela01
462,,26,SYR,NBA,PG,72,2746,15.1,.510,.426,,,,,,6.4,2.9,9.2,.162,costela01
463,,27,SYR,NBA,PG,70,2750,15.0,.503,.368,,,,,,5.5,3.0,8.5,.149,costela01
464,,28,SYR,NBA,PG,71,2469,15.6,.523,.352,,,,,,5.4,2.6,8.0,.156,costela01
465,,29,SYR,NBA,PG,75,2167,17.2,.546,.400,,,,,,6.3,2.3,8.6,.190,costela01
466,,30,SYR,NBA,PG,63,1854,15.6,.507,.406,,,,,,3.3,2.6,5.9,.153,costela01
467,1962-63,31,SYR,NBA,PG,78,2066,13.8,.534,.495,,,,,,3.6,2.1,5.7,.132,costela01
468,1963-64,32,PHI,NBA,PG,45,1137,15.1,.548,.417,,,,,,2.8,0.7,3.5,.147,costela01
469,,33,PHI,NBA,PG,64,1967,14.0,.527,.399,,,,19.3,,4.1,1.5,5.7,.138,costela01
470,1966-67,35,PHI,NBA,PG,49,976,11.9,.541,.454,,,,16.5,,1.7,0.9,2.5,.125,costela01
471,1967-68,36,PHI,NBA,PG,28,492,12.8,.547,.547,,,,16.0,,0.9,0.6,1.5,.150,costela01
472,1949-50,25,DNN,NBA,,54,,,.343,.485,,,,,,-1.0,-0.5,-1.5,,cottoja01
473,1964-65,22,PHI,NBA,SG,24,317,6.9,.450,.204,,,,9.3,,0.1,0.2,0.2,.036,courtst01
474,,22,BOS,NBA,PG,69,,,.415,.321,,,,,,2.2,1.8,3.9,,cousybo01
475,,23,BOS,NBA,PG,66,2681,21.4,.445,.365,,,,,,4.9,2.8,7.7,.138,cousybo01
476,,24,BOS,NBA,PG,71,2945,21.7,.446,.445,,,,,,4.7,2.5,7.2,.117,cousybo01
477,,25,BOS,NBA,PG,72,2857,21.0,.464,.414,,,,,,6.5,1.6,8.1,.137,cousybo01
478,,26,BOS,NBA,PG,71,2747,21.3,.480,.433,,,,,,6.3,1.5,7.8,.137,cousybo01
479,,27,BOS,NBA,PG,72,2767,20.2,.461,.461,,,,,,4.3,2.6,6.8,.119,cousybo01
480,,28,BOS,NBA,PG,64,2364,21.0,.452,.350,,,,,,4.0,4.7,8.8,.178,cousybo01
481,,29,BOS,NBA,PG,65,2222,17.9,.415,.258,,,,,,0.8,4.6,5.4,.116,cousybo01
482,,30,BOS,NBA,PG,65,2403,19.9,.454,.306,,,,,,3.3,5.4,8.7,.174,cousybo01
483,,31,BOS,NBA,PG,75,2588,18.7,.439,.272,,,,,,1.9,5.9,7.8,.145,cousybo01
484,,32,BOS,NBA,PG,76,2468,17.4,.436,.327,,,,,,0.9,6.3,7.2,.140,cousybo01
485,,33,BOS,NBA,PG,75,2114,18.3,.443,.282,,,,,,0.7,5.6,6.3,.144,cousybo01
486,,34,BOS,NBA,PG,76,1975,16.6,.448,.302,,,,,,0.1,5.1,5.2,.126,cousybo01
487,1969-70,41,CIN,NBA,PG,7,34,8.6,.579,1.000,,,,32.0,,0.0,0.0,0.1,.101,cousybo01
488,1962-63,26,CHZ,NBA,SG,73,1685,10.3,.457,.238,,,,,,0.1,0.4,0.5,.015,coxjo01
489,1966-67,25,NYK,NBA,SG,19,192,11.6,.422,.328,,,,8.9,,-0.2,0.1,-0.2,-0.042,crawffr01
490,1967-68,26,TOT,NBA,SG,69,1182,12.8,.477,.353,,,,15.7,,0.6,1.0,1.6,.065,crawffr01
491,1967-68,26,NYK,NBA,SG,31,426,9.5,.411,.333,,,,14.0,,-0.5,0.4,-0.1,-0.010,crawffr01
492,1967-68,26,LAL,NBA,SG,38,756,14.6,.512,.364,,,,16.7,,1.1,0.6,1.7,.107,crawffr01
493,1968-69,27,LAL,NBA,SG,81,1690,8.8,.484,.339,,,,11.8,,1.0,1.2,2.2,.063,crawffr01
494,1969-70,28,MIL,NBA,SG,77,1331,14.0,.514,.292,,,,20.9,,1.4,1.3,2.7,.098,crawffr01
495,1970-71,29,TOT,NBA,SG,51,652,10.2,.413,.349,,,7.2,16.4,,-0.8,0.6,-0.3,-0.019,crawffr01
496,1970-71,29,BUF,NBA,SG,15,203,9.9,.375,.245,,,7.8,17.2,,-0.6,0.1,-0.4,-0.103,crawffr01
497,1970-71,29,PHI,NBA,SG,36,449,10.3,.435,.411,,,6.9,16.1,,-0.3,0.4,0.2,.019,crawffr01
498,1946-47,23,BOS,BAA,,4,,,.436,.333,,,,,,0.1,0.0,0.1,,crislha01
499,1948-49,24,FTW,BAA,PF,2,,,.452,1.500,,,,,,0.0,0.0,0.1,,crockdi01
500,1949-50,25,DNN,NBA,PF,53,,,.369,.377,,,,,,-0.9,-0.8,-1.7,,crockdi01
501,1951-52,27,TOT,NBA,PF,38,783,12.3,.427,.520,,,,,,0.6,0.6,1.2,.072,crockdi01
502,1951-52,27,INO,NBA,PF,6,23,12.7,.589,1.200,,,,,,0.1,0.0,0.1,.253,crockdi01
503,1951-52,27,MLH,NBA,PF,32,760,12.3,.424,.507,,,,,,0.5,0.6,1.1,.067,crockdi01
504,1952-53,28,MLH,NBA,PF,61,776,13.2,.449,.665,,,,,,1.1,1.0,2.2,.134,crockdi01
505,1970-71,22,SEA,NBA,C,79,2194,13.1,.490,.366,,,19.8,6.3,,1.0,1.6,2.6,.058,crosspe01
506,1971-72,23,SEA,NBA,C,74,1424,12.2,.488,.394,,,17.0,5.8,,0.6,1.2,1.8,.060,crosspe01
507,1972-73,24,TOT,NBA,C,29,157,6.6,.304,.720,,,18.6,8.5,,-0.3,0.1,-0.2,-0.064,crosspe01
508,1972-73,24,KCO,NBA,C,3,24,-5.3,.000,.000,,,8.7,0.0,,-0.1,0.0,-0.1,-0.207,crosspe01
509,1972-73,24,SEA,NBA,C,26,133,8.7,.346,.857,,,20.4,10.0,,-0.2,0.1,-0.1,-0.038,crosspe01
510,1947-48,24,PHW,BAA,,39,,,.271,.190,,,,,,-0.3,0.8,0.5,,crossch01
511,1948-49,25,PHW,BAA,,44,,,.377,.198,,,,,,0.4,0.8,1.2,,crossch01
512,1949-50,26,PHW,NBA,,64,,,.363,.176,,,,,,-0.6,2.7,2.1,,crossch01
513,1946-47,27,PRO,BAA,,12,,,.306,.200,,,,,,0.0,0.0,0.0,,curear01
514,1948-49,26,ROC,BAA,,57,,,.463,.750,,,,,,2.0,0.5,2.5,,currafr01
515,1949-50,27,ROC,NBA,,66,,,.579,1.026,,,,,,5.5,1.1,6.6,,currafr01
516,1951-52,26,PHW,NBA,,14,112,10.3,.426,.184,,,,,,0.0,0.0,0.1,.036,dahleed01
517,1946-47,24,PHW,BAA,,60,,,.330,.286,,,,,,2.8,3.1,5.9,,dallmho01
518,1947-48,25,PHW,BAA,,48,,,.336,.270,,,,,,2.5,4.6,7.0,,dallmho01
519,1948-49,26,PHW,BAA,,38,,,.373,.339,,,,,,0.7,1.5,2.2,,dallmho01
520,1952-53,22,MLH,NBA,C,12,90,-5.7,.250,.500,,,,,,-0.3,0.1,-0.2,-0.107,darcepe01
521,1949-50,27,DNN,NBA,,26,,,.379,.329,,,,,,0.1,-0.3,-0.2,,dardeji01
522,1961-62,24,STL,NBA,,5,34,5.9,.332,.467,,,,,,-0.1,0.0,-0.1,-0.112,darroji01
523,1948-49,29,ROC,BAA,PG,60,,,.441,.400,,,,,,7.1,1.5,8.6,,daviebo01
524,1949-50,30,ROC,NBA,PG,64,,,.430,.391,,,,,,4.7,2.9,7.7,,daviebo01
525,,31,ROC,NBA,PG,63,,,.457,.434,,,,,,5.3,1.6,6.9,,daviebo01
526,,32,ROC,NBA,PG,65,2394,17.4,.455,.383,,,,,,4.7,1.6,6.3,.126,daviebo01
527,,33,ROC,NBA,PG,66,2216,18.1,.474,.530,,,,,,5.2,2.2,7.4,.161,daviebo01
528,,34,ROC,NBA,PG,72,2137,18.0,.458,.557,,,,,,4.4,3.3,7.7,.172,daviebo01
529,1954-55,35,ROC,NBA,PG,72,1870,18.5,.477,.373,,,,,,4.0,1.2,5.2,.132,daviebo01
530,1946-47,25,STB,BAA,,59,,,.332,.302,,,,,,1.3,2.7,3.9,,davisau01
531,1946-47,26,CHS,BAA,,47,,,.256,.281,,,,,,-0.6,0.8,0.2,,davisbi01
532,1972-73,22,POR,NBA,SF,9,41,-1.0,.261,.214,,,5.9,6.4,,-0.3,0.0,-0.3,-0.396,davisbo01
533,1960-61,22,CIN,NBA,SG,73,1210,8.2,.418,.115,,,,,,-0.2,0.1,-0.2,-0.007,davisra01
