,season,school_name,conf_abbr,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,ft_per_poss,fta_per_poss,ft_pct,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,poss-dum,off_rtg,def_rtg,id,cbb_id
651,2014-15,Utah,Pac-12,31,0,252,9.1,20.0,.456,6.3,11.4,.556,2.8,8.6,.324,5.1,9.1,.556,13.9,4.8,0.3,1.3,4.6,8.1,26.1,,104.9,92.9,kuzmaky01,kyle-kuzma-1
652,2015-16,Utah,Pac-12,36,35,867,10.5,20.1,.522,9.6,16.6,.578,0.9,3.5,.255,4.5,7.3,.617,14.0,3.5,0.8,1.1,4.8,5.0,26.4,,106.1,103.2,kuzmaky01,kyle-kuzma-1
653,2016-17,Utah,Pac-12,29,29,894,11.6,23.0,.504,9.9,17.7,.560,1.7,5.4,.321,5.4,8.1,.669,17.3,4.5,1.1,0.9,4.0,2.9,30.4,,115.8,96.3,kuzmaky01,kyle-kuzma-1
654,2015-16,Kentucky,SEC,36,18,567,10.1,19.6,.516,10.1,19.4,.521,0.0,0.2,.000,4.2,6.4,.661,11.7,1.1,0.9,6.1,3.4,11.2,24.5,,107.8,96.9,labissk01,skal-labissiere-1
655,2010-11,Kentucky,SEC,38,14,1078,9.0,18.2,.497,5.2,10.3,.505,3.8,7.9,.486,4.4,5.6,.790,4.2,3.5,1.2,0.3,2.8,4.8,26.3,,125.0,103.4,lambdo01,doron-lamb-1
656,2011-12,Kentucky,SEC,40,35,1249,8.4,17.8,.474,4.8,9.9,.481,3.7,7.9,.466,5.9,7.2,.826,5.2,2.9,0.9,0.1,2.1,3.5,26.5,,131.1,101.0,lambdo01,doron-lamb-1
657,2010-11,UConn,Big East,41,40,1140,9.8,20.2,.487,7.3,13.4,.546,2.5,6.7,.368,2.5,3.2,.797,9.9,3.6,1.9,1.3,2.8,3.5,24.6,,118.1,100.2,lambje01,jeremy-lamb-1
658,2011-12,UConn,Big East,34,34,1266,10.7,22.4,.478,7.2,12.0,.601,3.5,10.4,.336,4.8,6.0,.810,8.2,2.9,2.1,1.0,3.4,2.8,29.7,,117.6,103.3,lambje01,jeremy-lamb-1
659,2011-12,Miami (FL),ACC,32,19,820,5.5,15.2,.360,3.1,7.8,.394,2.4,7.4,.323,4.5,5.2,.857,6.0,6.1,3.7,0.1,4.5,3.9,17.8,,100.4,100.5,larkish01,shane-larkin-1
660,2012-13,Miami (FL),ACC,36,35,1311,8.7,18.2,.479,5.4,10.1,.538,3.3,8.1,.406,4.2,5.3,.777,6.6,7.8,3.4,0.2,3.9,2.8,24.9,,119.2,95.9,larkish01,shane-larkin-1
661,2013-14,UCLA,Pac-12,37,1,904,8.0,18.2,.441,5.0,10.1,.494,3.0,8.1,.375,3.0,4.3,.691,5.9,4.2,2.1,0.4,2.7,4.6,22.1,,109.1,104.8,lavinza01,zach-lavine-1
662,2012-13,Maryland,ACC,38,17,757,5.8,14.7,.396,3.1,5.5,.557,2.7,9.2,.299,2.0,2.8,.694,9.7,2.8,1.6,1.9,3.1,4.9,16.3,,103.7,97.0,laymaja01,jake-layman-1
663,2013-14,Maryland,ACC,32,28,1016,7.3,18.1,.401,3.7,8.4,.441,3.5,9.7,.365,3.7,5.2,.719,9.2,1.7,2.0,1.6,2.2,3.8,21.8,,112.1,100.1,laymaja01,jake-layman-1
664,2014-15,Maryland,Big Ten,35,34,1053,8.4,17.9,.470,5.8,10.9,.530,2.6,7.0,.378,6.2,8.3,.752,11.9,2.9,1.6,1.5,3.9,4.4,25.7,,112.9,97.0,laymaja01,jake-layman-1
665,2015-16,Maryland,Big Ten,36,36,1112,7.5,14.9,.500,4.4,7.3,.610,3.0,7.7,.396,4.2,5.1,.832,10.1,2.2,2.1,1.9,3.3,3.7,22.2,,118.0,98.4,laymaja01,jake-layman-1
666,2016-17,UCLA,Pac-12,35,35,1048,12.1,19.6,.617,10.7,16.6,.644,1.4,3.0,.466,3.7,5.5,.679,14.8,4.4,1.1,2.0,2.7,4.6,29.3,,130.6,101.2,leaftj01,tj-leaf-1
667,2008-09,UCLA,Pac-10,29,0,309,,,.500,,,.571,,,.300,,,.417,,,,,,,,,,,leema01,malcolm-lee-1
668,2009-10,UCLA,Pac-10,32,32,1112,7.4,17.0,.432,5.9,11.3,.522,1.4,5.7,.252,5.3,7.5,.706,7.8,5.5,2.0,0.5,4.6,4.1,21.5,,101.6,106.5,leema01,malcolm-lee-1
669,2010-11,UCLA,Pac-10,33,33,1093,7.7,17.7,.437,5.6,10.5,.534,2.1,7.2,.295,6.1,7.9,.778,5.5,3.7,1.2,0.4,3.1,4.4,23.8,,113.2,104.2,leema01,malcolm-lee-1
670,2011-12,Maryland,ACC,22,11,466,6.7,12.1,.553,6.7,11.9,.559,0.0,0.1,.000,3.5,5.9,.587,15.3,1.7,0.5,6.0,4.2,6.9,16.8,,101.5,101.2,lenal01,alex-len-1
671,2012-13,Maryland,ACC,38,37,1004,10.2,19.2,.534,10.2,18.7,.544,0.1,0.5,.125,6.2,9.1,.686,17.6,2.2,0.5,4.6,3.6,6.0,26.8,,116.2,93.1,lenal01,alex-len-1
672,2009-10,San Diego State,MWC,34,33,1064,9.8,21.5,.455,8.8,16.9,.523,0.9,4.6,.205,5.0,6.9,.726,19.8,3.8,2.8,1.4,4.5,5.0,25.5,,109.5,90.6,leonaka01,kawhi-leonard-1
673,2010-11,San Diego State,MWC,36,36,1172,11.3,25.4,.444,10.0,20.8,.478,1.3,4.6,.291,5.9,7.8,.759,20.4,4.9,2.7,1.1,4.1,4.8,29.8,,112.5,86.3,leonaka01,kawhi-leonard-1
674,2010-11,Illinois,Big Ten,33,1,272,6.2,12.9,.483,6.2,12.7,.491,0.0,0.2,.000,2.7,3.8,.706,9.1,1.1,1.1,2.9,5.8,11.1,15.1,,80.4,99.8,leoname01,meyers-leonard-1
675,2011-12,Illinois,Big Ten,32,29,1018,10.4,17.7,.584,10.3,17.1,.604,0.1,0.7,.091,5.7,7.7,.732,16.0,2.6,0.9,3.7,4.1,5.7,26.5,,115.5,95.9,leoname01,meyers-leonard-1
676,2008-09,Georgia,SEC,26,4,371,,,.447,,,.455,,,.000,,,.575,,,,,,,,,,,leslitr01,travis-leslie-1
677,2009-10,Georgia,SEC,31,31,912,11.2,23.0,.487,10.8,22.2,.485,0.4,0.7,.545,7.5,10.3,.735,14.0,5.2,2.6,2.0,5.4,4.3,30.3,,110.7,102.7,leslitr01,travis-leslie-1
678,2010-11,Georgia,SEC,33,33,1062,10.3,21.0,.492,9.6,18.5,.517,0.8,2.5,.302,6.4,7.9,.801,13.8,5.7,2.3,1.2,4.1,3.7,27.8,,116.9,98.1,leslitr01,travis-leslie-1
679,2007-08,Wisconsin,Big Ten,32,0,276,,,.472,,,.478,,,.462,,,.483,,,,,,,,,,,leuerjo01,jon-leuer-1
680,2008-09,Wisconsin,Big Ten,33,12,704,,,.466,,,.513,,,.296,,,.605,,,,,,,,,,,leuerjo01,jon-leuer-1
681,2009-10,Wisconsin,Big Ten,24,22,691,13.7,26.3,.522,12.0,21.9,.549,1.7,4.4,.391,6.5,9.0,.720,13.4,3.8,1.3,3.1,2.3,4.8,35.7,,122.1,93.1,leuerjo01,jon-leuer-1
682,2010-11,Wisconsin,Big Ten,34,34,1139,13.9,29.6,.470,10.6,20.7,.513,3.3,8.9,.370,6.9,8.2,.843,15.1,3.4,1.0,1.8,3.3,4.6,38.1,,118.3,99.7,leuerjo01,jon-leuer-1
683,2012-13,Michigan,Big Ten,33,1,354,4.9,15.7,.315,2.6,8.1,.326,2.3,7.6,.302,1.2,2.5,.500,6.3,4.4,1.1,0.4,1.8,6.9,13.4,,94.6,103.5,leverca01,caris-levert-1
684,2013-14,Michigan,Big Ten,37,37,1258,8.3,18.9,.439,5.2,11.4,.460,3.1,7.5,.408,4.7,6.1,.767,8.1,5.5,2.2,0.5,3.2,3.2,24.3,,114.0,104.1,leverca01,caris-levert-1
685,2014-15,Michigan,Big Ten,18,18,645,9.5,22.6,.421,6.2,14.5,.430,3.3,8.1,.405,5.2,6.4,.810,9.0,6.8,3.3,0.7,4.0,3.2,27.5,,106.3,99.7,leverca01,caris-levert-1
686,2015-16,Michigan,Big Ten,15,14,464,10.7,21.2,.506,6.9,12.7,.546,3.8,8.5,.446,7.1,8.9,.794,10.5,9.7,2.0,0.4,3.3,2.4,32.3,,129.2,102.0,leverca01,caris-levert-1
687,2008-09,Kentucky,SEC,33,1,546,,,.362,,,.447,,,.235,,,.673,,,,,,,,,,,liggide01,deandre-liggins-1
688,2009-10,Kentucky,SEC,29,0,445,4.6,11.0,.419,2.8,5.4,.524,1.8,5.7,.318,3.0,5.0,.590,8.5,3.1,2.6,1.0,2.2,5.4,14.0,,112.8,94.1,liggide01,deandre-liggins-1
689,2010-11,Kentucky,SEC,38,28,1201,5.6,13.3,.424,3.8,8.7,.442,1.8,4.6,.391,3.4,5.3,.648,7.7,4.8,2.3,1.4,2.8,4.7,16.5,,109.1,97.0,liggide01,deandre-liggins-1
690,2008-09,Weber State,Big Sky,31,26,911,,,.434,,,.490,,,.374,,,.841,,,,,,,,,,,lillada01,damian-lillard-1
691,2009-10,Weber State,Big Sky,31,31,1062,10.2,23.6,.431,5.6,11.8,.470,4.6,11.8,.393,9.0,10.5,.853,6.9,6.2,1.9,0.2,4.1,3.2,33.9,,121.2,105.1,lillada01,damian-lillard-1
692,2010-11,Weber State,Big Sky,10,9,285,10.4,23.9,.438,6.4,12.1,.526,4.0,11.7,.345,12.8,14.9,.857,8.1,7.0,3.0,0.4,6.0,4.9,37.7,,116.6,100.8,lillada01,damian-lillard-1
693,2011-12,Weber State,Big Sky,32,32,1105,12.4,26.6,.467,7.4,14.3,.517,5.1,12.4,.409,12.3,13.8,.887,8.7,6.9,2.5,0.4,4.0,3.3,42.2,,128.4,101.6,lillada01,damian-lillard-1
694,2012-13,Louisiana,Sun Belt,33,32,1025,10.7,24.9,.430,8.9,19.1,.467,1.8,5.8,.311,4.8,7.0,.693,18.5,1.8,1.5,3.6,4.7,5.2,28.1,,99.0,96.6,longsh01,shawn-long-1
695,2013-14,Louisiana,Sun Belt,34,32,999,13.5,25.8,.522,11.6,21.4,.542,1.9,4.4,.423,6.8,10.0,.674,19.9,1.1,1.3,5.1,4.1,6.7,35.5,,117.9,97.5,longsh01,shawn-long-1
696,2014-15,Louisiana,Sun Belt,34,34,951,12.0,22.2,.542,10.4,17.7,.588,1.6,4.5,.364,7.1,10.7,.659,20.3,2.9,1.3,3.3,4.6,6.2,32.8,,117.3,92.1,longsh01,shawn-long-1
697,2015-16,Louisiana,Sun Belt,34,33,1042,12.4,23.7,.524,11.5,20.1,.569,1.0,3.6,.269,8.6,12.6,.681,22.0,2.5,1.3,3.3,4.9,5.1,34.4,,116.8,96.0,longsh01,shawn-long-1
698,2014-15,UCLA,Pac-12,36,36,1113,8.1,17.1,.470,6.9,14.3,.481,1.2,2.8,.415,4.9,7.8,.626,17.7,2.7,2.5,1.7,2.4,5.6,22.2,,116.5,97.0,looneke01,kevon-looney-1
699,2007-08,Michigan State,Big Ten,36,17,902,,,.431,,,.445,,,.364,,,.768,,,,,,,,,,,lucaska01,kalin-lucas-1
700,2008-09,Michigan State,Big Ten,38,37,1213,,,.395,,,.396,,,.390,,,.808,,,,,,,,,,,lucaska01,kalin-lucas-1
701,2009-10,Michigan State,Big Ten,33,31,1027,9.8,21.5,.453,7.7,15.7,.491,2.1,5.9,.354,7.4,9.6,.772,3.7,7.7,2.4,0.1,4.7,2.9,29.0,,114.1,102.3,lucaska01,kalin-lucas-1
702,2010-11,Michigan State,Big Ten,34,34,1136,10.4,24.2,.428,7.5,16.9,.445,2.8,7.3,.390,7.3,8.9,.820,3.9,6.1,1.9,0.1,4.6,3.8,30.9,,109.0,106.1,lucaska01,kalin-lucas-1
703,2015-16,Syracuse,ACC,37,0,1122,7.0,14.5,.479,4.3,7.9,.542,2.7,6.6,.405,4.0,5.1,.774,12.8,2.2,2.3,3.7,2.6,5.5,20.6,,120.8,96.7,lydonty01,tyler-lydon-1
704,2016-17,Syracuse,ACC,34,34,1227,7.3,15.3,.473,4.9,9.4,.523,2.4,6.0,.395,4.7,5.6,.836,14.1,3.4,1.7,2.4,2.8,4.0,21.5,,121.3,102.7,lydonty01,tyler-lydon-1
705,2014-15,Kentucky,SEC,36,21,828,8.9,18.2,.488,8.6,16.0,.536,0.3,2.2,.138,5.7,7.7,.735,14.2,2.9,1.4,1.2,3.1,4.3,23.7,,115.9,86.3,lylestr01,trey-lyles-1
706,2011-12,Texas,Big 12,34,9,879,8.8,19.7,.448,6.4,11.9,.537,2.4,7.7,.310,6.1,8.1,.756,7.6,1.4,2.4,0.2,2.0,2.3,26.1,,120.8,103.8,mcclesh01,sheldon-mcclellan-1
707,2012-13,Texas,Big 12,34,15,929,8.8,23.0,.382,6.7,15.2,.438,2.1,7.8,.273,10.0,12.0,.833,8.5,1.9,1.8,0.2,3.7,1.8,29.7,,107.7,100.5,mcclesh01,sheldon-mcclellan-1
708,2014-15,Miami (FL),ACC,38,38,1278,9.6,19.9,.484,6.9,12.3,.561,2.7,7.6,.358,5.6,6.8,.824,8.9,3.7,1.7,0.4,2.5,3.0,27.5,,121.0,101.9,mcclesh01,sheldon-mcclellan-1
709,2015-16,Miami (FL),ACC,35,34,1151,9.3,18.4,.504,6.3,11.2,.568,2.9,7.2,.406,8.4,10.0,.838,5.9,2.9,1.9,0.5,2.3,3.3,29.9,,130.8,105.3,mcclesh01,sheldon-mcclellan-1
710,2008-09,Iona,MAAC,31,27,836,,,.405,,,.446,,,.278,,,.694,,,,,,,,,,,machasc01,scott-machado-1
711,2009-10,Iona,MAAC,31,29,872,8.1,20.0,.403,6.1,14.3,.428,1.9,5.7,.341,8.7,11.0,.792,6.9,8.4,3.4,0.1,6.7,4.8,26.8,,100.7,93.1,machasc01,scott-machado-1
712,2010-11,Iona,MAAC,37,36,1264,7.6,18.5,.410,5.8,12.8,.450,1.8,5.7,.320,5.2,7.7,.675,6.5,12.8,2.2,0.3,6.0,4.1,22.2,,105.5,101.9,machasc01,scott-machado-1
713,2011-12,Iona,MAAC,33,33,1171,7.4,15.0,.495,5.5,10.2,.537,1.9,4.7,.404,4.7,5.8,.811,7.8,15.6,2.5,0.3,5.2,4.1,21.5,,123.3,101.7,machasc01,scott-machado-1
714,2008-09,Butler,Horizon,32,32,982,,,.391,,,.474,,,.326,,,.757,,,,,,,,,,,macksh01,shelvin-mack-1
715,2009-10,Butler,Horizon,38,38,1173,10.2,22.5,.454,6.4,12.7,.502,3.8,9.8,.391,4.3,5.8,.734,7.6,6.1,2.8,0.3,4.2,3.8,28.5,,110.8,93.8,macksh01,shelvin-mack-1
716,2010-11,Butler,Horizon,38,37,1219,10.2,25.1,.408,5.8,12.6,.462,4.4,12.5,.354,6.1,7.9,.769,8.6,6.7,1.5,0.2,4.7,3.4,31.0,,109.9,100.9,macksh01,shelvin-mack-1
717,2006-07,Georgetown,Big East,31,0,303,,,.741,,,.741,,,,,,.435,,,,,,,,,,,macklve01,vernon-macklin-1
718,2007-08,Georgetown,Big East,34,0,435,,,.598,,,.605,,,.000,,,.250,,,,,,,,,,,macklve01,vernon-macklin-1
719,2009-10,Florida,SEC,34,34,859,10.9,18.0,.607,10.9,18.0,.607,0.0,0.0,,3.3,5.6,.588,13.2,1.8,1.4,2.0,3.2,5.7,25.1,,119.0,100.5,macklve01,vernon-macklin-1
720,2010-11,Florida,SEC,37,35,905,13.2,22.3,.593,13.2,22.3,.593,0.0,0.0,,3.2,7.1,.451,13.8,2.1,0.9,1.8,4.4,6.3,29.6,,110.0,98.5,macklve01,vernon-macklin-1
721,2010-11,Iowa,Big Ten,31,6,593,6.6,17.5,.379,5.5,13.4,.414,1.1,4.1,.268,3.5,6.6,.530,7.4,4.1,2.1,0.2,3.4,4.1,17.9,,91.4,103.4,marblde01,roy-devyn-marble-1
722,2011-12,Iowa,Big Ten,35,27,1031,7.9,18.2,.436,6.7,15.0,.445,1.3,3.2,.393,5.8,8.0,.723,7.6,7.2,3.0,0.8,3.5,3.2,22.9,,110.9,107.7,marblde01,roy-devyn-marble-1
723,2012-13,Iowa,Big Ten,37,37,1130,9.4,22.8,.409,6.7,14.9,.454,2.6,8.0,.327,8.1,10.0,.810,7.8,6.0,2.2,0.5,4.3,2.7,29.4,,110.3,97.4,marblde01,roy-devyn-marble-1
724,2013-14,Iowa,Big Ten,33,33,995,10.5,25.1,.420,7.5,16.5,.456,3.0,8.6,.349,8.2,11.4,.714,6.1,6.8,3.5,0.4,3.3,3.7,32.2,,116.2,100.8,marblde01,roy-devyn-marble-1
725,2016-17,Arizona,Pac-12,37,37,1140,9.6,19.6,.492,6.0,11.1,.545,3.6,8.5,.423,7.1,8.6,.835,13.9,1.7,0.8,1.0,2.1,3.8,30.0,,134.1,100.4,markkla01,lauri-markkanen-1
726,2010-11,UNC,ACC,37,20,912,4.6,10.9,.420,3.4,7.8,.434,1.2,3.1,.385,3.5,5.1,.690,4.7,13.9,2.4,0.2,5.6,3.0,13.9,,103.0,98.2,marshke01,kendall-marshall-1
727,2011-12,UNC,ACC,36,35,1189,4.9,10.4,.467,3.6,6.8,.527,1.3,3.7,.354,2.5,3.7,.696,4.4,16.3,2.0,0.3,4.7,2.6,13.6,,114.9,98.4,marshke01,kendall-marshall-1
728,2013-14,LSU,SEC,32,25,837,8.2,17.5,.471,6.4,12.0,.534,1.8,5.5,.333,4.2,6.1,.689,9.9,2.0,1.8,1.5,3.5,5.3,22.6,,108.6,103.5,martija01,jarell-martin-1
729,2014-15,LSU,SEC,33,32,1159,10.0,19.7,.509,9.3,17.1,.545,0.7,2.6,.269,6.9,10.1,.690,15.1,2.9,1.9,1.1,4.6,4.6,27.7,,109.8,94.2,martija01,jarell-martin-1
730,2013-14,Kansas,Big 12,35,3,565,6.5,15.6,.417,4.6,9.9,.469,1.9,5.7,.327,4.8,7.3,.662,4.7,7.4,1.9,0.1,3.8,6.7,19.7,,108.6,106.7,masonfr01,frank-mason-1
731,2014-15,Kansas,Big 12,36,36,1207,7.5,16.9,.441,5.4,12.0,.446,2.1,4.9,.429,5.5,7.0,.786,7.0,7.1,2.5,0.2,3.7,3.2,22.5,,114.2,99.9,masonfr01,frank-mason-1
732,2015-16,Kansas,Big 12,38,38,1272,7.0,16.1,.434,5.0,11.0,.459,1.9,5.1,.381,6.1,8.3,.739,7.3,7.9,2.3,0.1,3.3,3.8,22.0,,117.9,98.7,masonfr01,frank-mason-1
733,2016-17,Kansas,Big 12,36,36,1301,10.4,21.2,.490,6.8,13.7,.500,3.5,7.5,.471,8.1,10.2,.794,6.5,8.0,2.0,0.1,3.7,3.1,32.4,,128.4,103.4,masonfr01,frank-mason-1
734,2013-14,Louisville,AAC,37,14,545,5.0,9.5,.528,5.0,9.5,.528,0.0,0.0,,4.1,6.7,.619,14.0,1.6,1.4,5.4,2.6,6.8,14.1,,119.2,89.3,mathima01,mangok-mathiang-1
735,2014-15,Louisville,ACC,34,9,635,3.0,7.7,.388,3.0,7.7,.388,0.0,0.0,,2.5,5.2,.481,15.3,1.5,1.8,4.4,2.5,7.9,8.5,,98.6,90.0,mathima01,mangok-mathiang-1
736,2015-16,Louisville,ACC,10,2,188,8.6,15.4,.563,8.6,15.4,.563,0.0,0.0,,5.4,9.3,.586,18.3,1.6,2.2,3.8,3.5,7.0,22.7,,117.3,88.3,mathima01,mangok-mathiang-1
737,2016-17,Louisville,ACC,33,19,686,8.8,16.7,.531,8.8,16.7,.531,0.0,0.0,,4.3,6.5,.671,16.8,2.0,1.4,3.1,3.2,7.0,22.0,,116.2,94.4,mathima01,mangok-mathiang-1
738,2011-12,UNC,ACC,38,3,594,7.9,18.2,.434,7.9,18.2,.434,0.0,0.0,,5.6,8.7,.638,13.6,1.0,3.1,1.2,2.7,4.9,21.3,,104.7,90.7,mcadoja01,james-michael-mcadoo-1
739,2012-13,UNC,ACC,36,36,1079,10.8,24.3,.445,10.8,24.2,.447,0.0,0.1,.000,5.2,9.0,.578,13.6,2.1,2.8,0.7,5.0,4.3,26.8,,93.6,95.5,mcadoja01,james-michael-mcadoo-1
740,2013-14,UNC,ACC,34,34,1023,9.7,21.1,.458,9.7,20.7,.466,0.0,0.4,.000,7.7,14.3,.537,12.8,3.3,2.5,1.7,2.7,5.1,27.0,,108.4,98.1,mcadoja01,james-michael-mcadoo-1
741,2010-11,Detroit,Horizon,33,32,1098,7.2,16.4,.440,5.9,12.3,.483,1.3,4.1,.313,7.3,10.5,.691,8.1,8.3,2.8,0.3,4.4,3.6,23.0,,113.2,103.5,mccalra01,ray-mccallum-2
742,2011-12,Detroit,Horizon,36,36,1213,9.4,20.6,.458,8.0,14.4,.551,1.5,6.1,.240,6.9,9.0,.766,8.0,7.0,2.8,0.3,3.9,3.6,27.3,,114.6,102.4,mccalra01,ray-mccallum-2
743,2012-13,Detroit,Horizon,33,33,1208,10.1,20.6,.491,8.1,14.5,.562,2.0,6.1,.323,6.9,9.7,.717,7.9,6.9,3.0,0.9,3.2,3.1,29.1,,121.5,102.3,mccalra01,ray-mccallum-2
744,2014-15,UNLV,MWC,32,16,947,6.8,16.9,.402,3.1,6.9,.453,3.7,10.1,.368,2.6,3.6,.714,6.7,5.6,3.1,0.6,3.7,3.2,19.9,,103.4,99.5,mccawpa01,patrick-mccaw-1
745,2015-16,UNLV,MWC,33,32,1113,8.2,17.5,.465,4.9,8.5,.571,3.3,9.0,.366,4.0,5.1,.774,8.2,6.2,3.9,0.6,3.3,3.5,23.6,,117.2,95.9,mccawpa01,patrick-mccaw-1
746,2009-10,Lehigh,Patriot,33,31,1052,11.0,24.0,.459,7.1,14.7,.483,3.9,9.3,.421,8.3,10.3,.810,9.0,4.3,2.3,0.4,3.6,2.6,34.3,,118.8,101.2,mccolcj01,cj-mccollum-1
747,2010-11,Lehigh,Patriot,31,31,1073,11.2,28.1,.399,8.5,19.5,.435,2.7,8.6,.315,10.3,12.2,.845,12.7,3.5,4.0,1.1,4.6,2.8,35.5,,107.1,95.1,mccolcj01,cj-mccollum-1
748,2011-12,Lehigh,Patriot,35,35,1160,12.9,29.0,.443,9.8,20.1,.489,3.0,8.9,.341,10.0,12.4,.811,11.6,6.3,4.6,1.0,4.1,3.7,38.8,,117.3,90.4,mccolcj01,cj-mccollum-1
749,2012-13,Lehigh,Patriot,12,11,372,15.5,31.3,.495,10.2,21.0,.485,5.3,10.3,.516,10.0,11.8,.849,9.7,5.6,2.7,0.6,5.2,3.4,46.3,,118.5,98.1,mccolcj01,cj-mccollum-1
750,2010-11,Duquesne,A-10,32,30,979,7.6,15.2,.498,5.3,9.6,.554,2.2,5.6,.402,2.3,3.4,.683,6.9,8.0,5.2,0.3,3.2,3.2,19.7,,118.1,90.8,mccontj01,tj-mcconnell-1
751,2011-12,Duquesne,A-10,31,31,1062,7.3,14.4,.509,5.3,9.6,.548,2.1,4.8,.432,2.5,3.0,.836,7.3,9.3,4.7,0.4,4.4,2.8,19.3,,114.0,100.4,mccontj01,tj-mcconnell-1
752,2013-14,Arizona,Pac-12,38,38,1226,6.5,14.3,.454,4.6,9.2,.506,1.8,5.1,.360,1.6,2.5,.620,6.9,10.3,3.3,0.4,3.4,4.2,16.4,,112.8,90.8,mccontj01,tj-mcconnell-1
753,2014-15,Arizona,Pac-12,38,38,1158,8.1,16.2,.498,6.8,12.2,.557,1.3,4.0,.321,3.0,3.6,.829,7.6,12.4,4.3,0.2,4.0,3.5,20.5,,119.8,88.2,mccontj01,tj-mcconnell-1
754,2014-15,Syracuse,ACC,16,16,450,7.3,15.2,.478,7.1,15.1,.473,0.1,0.1,1.000,5.4,9.6,.563,14.8,2.4,3.6,4.4,4.7,5.5,20.1,,95.7,88.6,mcculch01,chris-mccullough-1
755,2011-12,Clemson,ACC,30,1,304,9.1,20.2,.454,7.7,15.0,.514,1.5,5.2,.280,4.6,7.9,.579,11.4,1.5,2.1,4.2,2.7,5.4,24.3,,108.7,96.9,mcdankj01,kj-mcdaniels-1
756,2012-13,Clemson,ACC,28,25,771,9.1,21.0,.433,6.4,13.0,.494,2.7,8.0,.333,4.5,6.6,.684,11.7,1.8,2.7,4.8,3.7,5.2,25.3,,104.7,94.1,mcdankj01,kj-mcdaniels-1
757,2013-14,Clemson,ACC,36,35,1212,11.5,25.1,.459,9.2,17.5,.527,2.3,7.6,.304,8.5,10.1,.842,14.1,3.1,2.3,5.5,4.6,4.4,33.9,,114.4,90.8,mcdankj01,kj-mcdaniels-1
758,2010-11,Creighton,MVC,39,39,1133,12.2,23.3,.525,9.6,16.9,.571,2.6,6.5,.405,5.2,7.0,.746,15.6,2.5,0.6,0.2,4.8,4.5,32.3,,112.4,104.0,mcderdo01,doug-mcdermott-1
759,2011-12,Creighton,MVC,35,35,1117,16.3,27.2,.601,13.5,21.3,.633,2.9,5.9,.486,7.1,8.9,.796,15.3,2.0,0.4,0.2,4.2,3.2,42.6,,126.7,105.3,mcderdo01,doug-mcdermott-1
760,2012-13,Creighton,MVC,36,36,1138,15.4,28.0,.548,11.2,19.5,.573,4.2,8.5,.490,10.2,11.7,.875,14.9,3.1,0.4,0.1,5.0,3.0,45.1,,124.6,98.8,mcderdo01,doug-mcdermott-1
761,2013-14,Creighton,Big East,35,35,1181,17.1,32.5,.526,12.1,21.4,.567,5.0,11.1,.449,9.2,10.7,.864,12.7,2.9,0.4,0.3,3.2,3.5,48.4,,127.4,106.0,mcderdo01,doug-mcdermott-1
762,2012-13,Michigan,Big Ten,39,8,769,10.9,18.2,.598,10.9,18.2,.598,0.0,0.0,,1.9,4.2,.442,20.0,2.0,3.4,2.3,3.8,7.5,23.6,,115.0,90.5,mcgarmi01,mitch-mcgary-1
763,2013-14,Michigan,Big Ten,8,4,198,9.7,17.8,.545,9.7,17.1,.566,0.0,0.6,.000,5.2,7.8,.667,21.3,3.9,4.9,1.9,4.2,8.1,24.6,,116.3,91.3,mcgarmi01,mitch-mcgary-1
764,2009-10,Kansas State,Big 12,33,0,406,6.4,12.9,.495,3.9,6.9,.560,2.5,6.0,.419,2.5,3.5,.720,12.6,2.4,1.4,1.4,2.1,3.7,17.7,,128.6,98.6,mcgruro01,rodney-mcgruder-1
765,2010-11,Kansas State,Big 12,34,33,1040,7.3,16.6,.439,3.4,7.1,.480,3.9,9.5,.408,2.7,3.9,.710,11.3,2.9,1.3,0.4,2.7,3.4,21.1,,121.0,98.9,mcgruro01,rodney-mcgruder-1
766,2011-12,Kansas State,Big 12,33,33,1085,10.4,22.4,.463,7.6,15.2,.500,2.8,7.2,.385,5.3,6.7,.802,9.5,2.5,2.1,0.5,2.8,3.5,28.8,,121.4,97.7,mcgruro01,rodney-mcgruder-1
767,2012-13,Kansas State,Big 12,35,34,1171,11.0,24.8,.442,8.2,16.7,.494,2.7,8.2,.336,4.7,6.3,.752,10.1,3.8,2.4,0.5,3.1,2.9,29.4,,113.9,97.9,mcgruro01,rodney-mcgruder-1
768,2010-11,Eastern Illinois,OVC,25,5,294,7.7,14.1,.545,7.7,14.1,.545,0.0,0.0,,3.6,6.8,.531,19.2,0.9,2.6,1.3,6.0,9.4,19.0,,90.2,94.7,mckinal01,alfonzo-mckinnie-1
769,2011-12,Eastern Illinois,OVC,29,28,689,10.4,18.4,.567,10.4,18.4,.567,0.0,0.0,,5.9,8.1,.722,18.4,1.0,1.4,2.2,4.1,8.0,26.7,,114.7,102.3,mckinal01,alfonzo-mckinnie-1
