,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,id
0,1968-69,22,TOT,NBA,C,49,945,12.3,.407,.290,,,,5.2,,,,,,-1.1,0.8,-0.3,-0.016,,,,,,abdulza01
1,1968-69,22,CIN,NBA,,20,108,8.5,.412,.163,,,,5.1,,,,,,-0.1,0.0,-0.1,-0.038,,,,,,abdulza01
2,1968-69,22,MIL,NBA,C,29,837,12.8,.406,.305,,,,5.3,,,,,,-1.0,0.8,-0.2,-0.013,,,,,,abdulza01
3,1969-70,23,MIL,NBA,PF,80,1637,12.4,.473,.339,,,,4.5,,,,,,0.0,2.0,2.0,.059,,,,,,abdulza01
4,1970-71,24,SEA,NBA,C,61,1276,16.1,.489,.315,,,16.8,4.6,,,,,,1.0,0.8,1.8,.067,,,,,,abdulza01
5,1971-72,25,SEA,NBA,C,58,1780,15.9,.472,.285,,,17.5,10.0,,,,,,0.3,1.6,1.9,.052,,,,,,abdulza01
6,1972-73,26,HOU,NBA,C,48,900,14.5,.467,.432,,,15.8,7.4,,,,,,0.2,0.8,1.0,.051,,,,,,abdulza01
7,1973-74,27,HOU,NBA,C,79,2459,15.9,.516,.328,11.4,28.6,20.1,8.9,1.5,2.3,,,,3.3,3.2,6.5,.126,,-0.7,1.7,1.0,1.8,abdulza01
8,1974-75,28,HOU,NBA,C,65,1450,17.1,.501,.377,11.8,25.8,18.8,8.2,1.2,2.8,,,,1.9,1.8,3.7,.124,,-1.1,0.2,-0.9,0.4,abdulza01
9,1975-76,29,SEA,NBA,C,27,223,16.4,.490,.387,13.5,21.8,17.6,9.7,1.6,3.6,,,,0.2,0.3,0.6,.119,,-1.1,1.1,0.0,0.1,abdulza01
10,1976-77,30,BUF,NBA,C,22,195,16.3,.447,.581,21.1,25.5,23.3,5.0,0.7,2.3,,,,0.1,0.2,0.3,.078,,-2.4,-2.7,-5.1,-0.2,abdulza01
11,1977-78,31,TOT,NBA,PF-C,16,158,11.4,.449,.383,12.4,20.9,16.6,8.5,0.9,1.0,16.6,21.1,,0.0,0.1,0.1,.033,,-2.6,-1.7,-4.3,-0.1,abdulza01
12,1977-78,31,BOS,NBA,C,2,24,11.5,.279,.231,26.0,37.3,31.8,16.5,1.9,2.1,17.3,28.0,,-0.1,0.1,0.0,-0.062,,-5.2,1.4,-3.7,0.0,abdulza01
13,1977-78,31,HOU,NBA,PF,14,134,11.4,.493,.426,10.0,17.9,13.8,7.0,0.7,0.8,16.5,19.9,,0.1,0.0,0.1,.050,,-2.1,-2.3,-4.4,-0.1,abdulza01
14,1969-70,22,SEA,NBA,PG,81,1817,13.7,.495,.360,,,,24.5,,,,,,1.2,1.0,2.2,.059,,,,,,allenlu01
15,1970-71,23,MIL,NBA,PG,61,1162,12.2,.485,.276,,,6.2,16.3,,,,,,0.7,1.2,1.9,.078,,,,,,allenlu01
16,1971-72,24,MIL,NBA,PG,80,2316,15.9,.547,.296,,,5.3,18.6,,,,,,4.8,2.8,7.6,.157,,,,,,allenlu01
17,1972-73,25,MIL,NBA,PG,80,2693,16.0,.508,.177,,,5.0,21.1,,,,,,3.8,3.8,7.6,.135,,,,,,allenlu01
18,1973-74,26,MIL,NBA,PG,72,2388,18.8,.536,.258,4.1,8.1,6.2,21.7,2.6,0.5,,,,4.7,3.4,8.2,.164,,3.1,0.4,3.6,3.4,allenlu01
19,1974-75,27,TOT,NBA,PG,66,2353,17.5,.483,.262,3.7,7.6,5.7,24.6,2.6,0.6,,,,2.0,1.7,3.6,.074,,2.1,-0.7,1.4,2.0,allenlu01
20,1974-75,27,MIL,NBA,PG,10,342,15.7,.463,.226,2.8,6.5,4.7,23.1,1.9,0.2,,,,0.2,0.2,0.4,.059,,0.4,-1.9,-1.4,0.0,allenlu01
21,1974-75,27,LAL,NBA,PG,56,2011,17.8,.486,.267,3.9,7.8,5.9,24.9,2.7,0.7,,,,1.8,1.4,3.2,.077,,2.4,-0.5,1.9,2.0,allenlu01
22,1975-76,28,LAL,NBA,PG,76,2388,15.1,.501,.253,2.7,5.8,4.3,21.1,1.9,0.4,,,,2.4,1.5,3.9,.079,,0.7,-1.5,-0.8,0.7,allenlu01
23,1976-77,29,LAL,NBA,PG,78,2482,15.6,.497,.243,2.4,7.7,5.2,22.2,2.1,0.4,,,,2.8,2.1,4.9,.094,,0.9,-0.6,0.3,1.4,allenlu01
24,1977-78,30,KCK,NBA,PG,77,2147,13.3,.488,.260,3.1,7.8,5.5,22.8,1.9,0.7,18.7,20.6,,0.7,1.4,2.1,.046,,-0.7,-0.9,-1.5,0.2,allenlu01
25,1978-79,31,KCK,NBA,PG,31,413,8.7,.416,.190,3.6,8.6,6.1,13.6,2.3,0.8,13.7,20.3,,-0.4,0.5,0.1,.007,,-3.8,-0.2,-3.9,-0.2,allenlu01
26,1978-79,23,POR,NBA,SF,21,224,3.0,.353,.364,8.3,14.1,11.2,8.5,0.8,1.3,19.8,19.6,,-0.6,0.2,-0.4,-0.078,,-6.8,-1.5,-8.3,-0.4,anderki01
27,1977-78,22,CHI,NBA,SG,66,716,11.1,.487,.096,3.7,6.7,5.2,15.7,1.5,0.0,16.6,19.7,,0.1,0.3,0.4,.027,,-2.2,-2.7,-4.9,-0.5,armstta01
28,1978-79,23,CHI,NBA,SG,26,259,6.5,.436,.186,3.0,5.5,4.2,15.5,1.8,0.0,21.7,14.9,,-0.2,0.2,-0.1,-0.012,,-4.8,-1.5,-6.3,-0.3,armstta01
29,1976-77,21,ATL,NBA,C,59,1354,11.5,.468,.376,8.6,23.2,15.8,6.4,1.1,1.7,,,,-0.4,1.4,1.0,.035,,-3.4,0.2,-3.2,-0.4,barketo01
30,1978-79,23,TOT,NBA,C,39,476,9.1,.473,.237,10.2,17.0,13.6,4.1,1.0,1.2,16.5,17.0,,-0.1,0.4,0.3,.031,,-3.8,-1.7,-5.6,-0.4,barketo01
31,1978-79,23,HOU,NBA,C,5,16,13.2,.581,.333,13.8,26.8,20.4,0.0,0.0,0.0,12.7,19.4,,0.0,0.0,0.0,.147,,-3.1,-8.1,-11.2,0.0,barketo01
32,1978-79,23,BOS,NBA,C,12,131,9.5,.485,.313,10.1,15.4,12.7,6.2,1.4,1.6,19.2,20.1,,-0.1,0.1,0.0,.017,,-3.8,-1.4,-5.2,-0.1,barketo01
33,1978-79,23,NYK,NBA,C,22,329,8.8,.460,.196,10.1,17.1,13.6,3.4,0.8,1.1,15.3,15.6,,-0.1,0.3,0.2,.031,,-3.9,-1.5,-5.4,-0.3,barketo01
34,1969-70,22,ATL,NBA,PG,72,941,15.7,.540,.416,,,,16.7,,,,,,1.7,0.5,2.2,.113,,,,,,beardbu01
35,,24,CLE,NBA,PG,68,2434,15.7,.524,.403,,,5.5,26.3,,,,,,3.7,2.2,5.9,.115,,,,,,beardbu01
36,1972-73,25,SEA,NBA,PG,73,1403,13.1,.485,.322,,,5.9,23.9,,,,,,1.0,0.5,1.5,.051,,,,,,beardbu01
37,1973-74,26,GSW,NBA,PG,79,2134,15.5,.559,.379,6.2,11.0,8.6,17.7,2.2,0.2,,,,3.7,1.9,5.6,.126,,2.0,0.5,2.5,2.4,beardbu01
38,1974-75,27,GSW,NBA,PG,82,2521,16.1,.585,.361,4.5,7.8,6.1,17.6,2.3,0.2,,,,5.6,2.0,7.6,.144,,2.3,-0.2,2.1,2.6,beardbu01
39,1975-76,28,TOT,NBA,PG,75,1704,14.5,.517,.387,6.1,12.7,9.4,17.3,2.2,0.3,,,,1.9,1.8,3.7,.105,,1.1,1.1,2.2,1.8,beardbu01
40,1975-76,28,CLE,NBA,PG,15,255,14.5,.456,.411,5.5,12.1,8.7,23.7,1.9,0.4,,,,0.1,0.3,0.4,.073,,0.7,0.0,0.6,0.2,beardbu01
41,1975-76,28,NYK,NBA,PG,60,1449,14.5,.530,.382,6.2,12.8,9.5,16.2,2.3,0.2,,,,1.8,1.5,3.3,.110,,1.2,1.2,2.5,1.6,beardbu01
42,1976-77,29,NYK,NBA,PG,70,1082,13.4,.544,.372,4.9,10.7,7.9,16.9,2.3,0.2,,,,0.9,1.0,2.0,.088,,-0.1,0.4,0.4,0.7,beardbu01
43,1977-78,30,NYK,NBA,PG,79,1979,14.6,.544,.261,4.0,9.6,6.9,21.5,2.6,0.1,18.4,16.0,,2.8,1.6,4.4,.107,,0.7,-0.1,0.6,1.3,beardbu01
44,1978-79,31,NYK,NBA,PG,7,85,9.0,.423,.000,1.3,11.5,6.3,27.9,3.8,0.0,27.8,16.6,,-0.1,0.1,0.0,-0.012,,-4.9,0.1,-4.8,-0.1,beardbu01
45,1975-76,22,KCK,NBA,SF,31,163,10.0,.455,.702,5.6,12.7,9.1,7.4,1.1,0.3,,,,0.0,0.1,0.0,.014,,-4.6,-2.5,-7.1,-0.2,bigelbo01
46,1976-77,23,KCK,NBA,SF,29,162,14.7,.549,.243,4.9,12.6,8.6,7.2,0.8,0.3,,,,0.3,0.1,0.4,.117,,-1.4,-3.4,-4.8,-0.1,bigelbo01
47,1977-78,24,TOT,NBA,SF,5,24,6.7,.308,.000,12.8,25.2,19.1,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,0.0,-0.027,,-8.1,-9.0,-17.1,-0.1,bigelbo01
48,1977-78,24,KCK,NBA,SF,1,7,21.4,1.000,.000,29.1,44.0,36.5,0.0,0.0,0.0,0.0,5.4,,0.0,0.0,0.0,.318,,2.2,-8.0,-5.8,0.0,bigelbo01
49,1977-78,24,BOS,NBA,SF,4,17,0.6,.250,.000,6.1,17.5,12.0,0.0,0.0,0.0,0.0,27.3,,-0.1,0.0,-0.1,-0.169,,-12.3,-9.4,-21.7,-0.1,bigelbo01
50,1978-79,25,SDC,NBA,SF,29,413,6.0,.428,.233,3.9,8.0,5.9,7.1,1.3,0.2,15.4,10.8,,0.0,0.1,0.0,.003,,-3.2,-1.2,-4.4,-0.2,bigelbo01
51,1966-67,23,DET,NBA,PG,80,2762,16.5,.475,.243,,,,18.1,,,,,,2.0,3.2,5.3,.092,,,,,,bingda01
52,,24,DET,NBA,PG,79,3209,18.5,.490,.353,,,,23.0,,,,,,3.8,2.5,6.2,.093,,,,,,bingda01
53,,25,DET,NBA,PG,77,3039,17.8,.482,.391,,,,26.0,,,,,,3.3,1.2,4.5,.071,,,,,,bingda01
54,1969-70,26,DET,NBA,PG,70,2334,21.3,.517,.448,,,,27.5,,,,,,4.1,1.2,5.3,.109,,,,,,bingda01
55,,27,DET,NBA,PG,82,3065,22.5,.540,.451,,,5.7,21.7,,,,,,9.3,2.4,11.7,.183,,,,,,bingda01
56,1971-72,28,DET,NBA,PG,45,1936,16.2,.485,.397,,,4.6,23.8,,,,,,1.4,0.3,1.7,.042,,,,,,bingda01
57,,29,DET,NBA,PG,82,3361,18.3,.514,.362,,,4.3,26.3,,,,,,6.0,2.7,8.6,.123,,,,,,bingda01
58,,30,DET,NBA,PG,81,3124,16.4,.497,.328,3.6,5.7,4.6,25.8,1.6,0.3,,,,4.1,3.2,7.3,.113,,2.1,-0.7,1.3,2.6,bingda01
59,,31,DET,NBA,PG,79,3222,17.1,.493,.318,3.0,6.8,4.9,28.9,1.7,0.4,,,,4.0,1.3,5.3,.080,,2.5,-1.5,1.0,2.5,bingda01
60,,32,WSB,NBA,PG,82,2945,16.0,.511,.379,3.4,4.9,4.2,24.2,1.8,0.4,,,,3.4,2.9,6.3,.102,,1.9,-0.6,1.3,2.5,bingda01
61,1976-77,33,WSB,NBA,SG,64,1516,15.3,.503,.295,3.7,5.9,4.8,25.5,1.8,0.2,,,,1.6,1.3,2.9,.092,,1.2,-1.1,0.1,0.8,bingda01
62,1977-78,34,BOS,NBA,PG,80,2256,13.4,.508,.315,3.5,6.0,4.8,19.2,1.6,0.4,16.8,22.1,,2.0,1.6,3.6,.076,,-0.3,-1.4,-1.7,0.2,bingda01
63,1968-69,23,CHI,NBA,C,80,2365,12.9,.420,.267,,,,10.5,,,,,,-1.7,4.3,2.6,.053,,,,,,boerwto01
64,1969-70,24,CHI,NBA,C,81,2335,15.3,.484,.292,,,,12.9,,,,,,0.7,3.7,4.4,.090,,,,,,boerwto01
65,1970-71,25,CHI,NBA,C,82,2370,20.4,.526,.315,,,22.6,23.1,,,,,,3.4,5.6,9.0,.182,,,,,,boerwto01
66,1971-72,26,CHI,NBA,C,80,2022,15.9,.480,.360,,,21.1,17.7,,,,,,0.7,6.7,7.4,.175,,,,,,boerwto01
67,1972-73,27,CHI,NBA,C,8,176,14.3,.457,.833,,,15.4,27.5,,,,,,0.0,0.5,0.5,.146,,,,,,boerwto01
68,1973-74,28,CHI,NBA,C,46,602,15.4,.543,.504,9.0,28.0,18.3,21.2,1.2,1.6,,,,0.5,1.2,1.7,.134,,-0.4,3.2,2.9,0.7,boerwto01
69,1974-75,29,CHI,NBA,C,80,1175,18.6,.539,.351,9.5,24.5,17.0,33.8,1.0,2.2,,,,1.6,2.2,3.8,.153,,2.6,2.8,5.4,2.2,boerwto01
70,1975-76,30,CHI,NBA,C,74,2045,17.7,.533,.334,12.2,28.0,19.5,21.1,1.1,1.4,,,,3.2,3.0,6.3,.147,,2.3,3.0,5.2,3.7,boerwto01
71,1976-77,31,CHI,NBA,C,82,1070,14.7,.502,.231,9.7,20.8,15.2,25.4,0.9,1.0,,,,0.8,1.5,2.3,.102,,0.0,1.4,1.4,0.9,boerwto01
72,1977-78,32,CHI,NBA,C,22,227,10.3,.503,.260,6.7,21.5,14.2,26.1,0.6,1.0,31.8,14.5,,0.0,0.2,0.2,.035,,-3.0,0.0,-3.0,-0.1,boerwto01
73,1977-78,23,HOU,NBA,SG,7,21,5.3,.333,.000,4.9,15.6,10.1,11.9,2.3,0.0,25.0,15.2,,-0.1,0.0,0.0,-0.092,,-6.4,0.0,-6.4,0.0,bondph01
74,1977-78,25,DET,NBA,PF,4,48,18.9,.537,.227,17.8,17.2,17.5,9.7,0.0,0.0,11.0,21.7,,0.1,0.0,0.1,.144,,2.2,-3.7,-1.6,0.0,bostiji01
75,1978-79,24,DET,NBA,PG,5,40,-4.0,.250,.000,0.0,5.4,2.6,20.3,0.0,0.0,33.3,17.1,,-0.2,0.0,-0.2,-0.230,,-11.7,-4.0,-15.7,-0.1,boydde01
76,1972-73,22,PHI,NBA,PG,82,2351,10.1,.425,.217,,,4.0,17.6,,,,,,-1.7,1.0,-0.7,-0.014,,,,,,boydfr01
77,1973-74,23,PHI,NBA,PG,75,1818,10.9,.447,.274,0.8,4.2,2.5,19.9,1.5,0.3,,,,-0.9,0.7,-0.2,-0.007,,-2.9,-2.6,-5.4,-1.6,boydfr01
78,1974-75,24,PHI,NBA,PG,66,1362,9.6,.426,.232,1.2,5.5,3.3,17.2,1.5,0.2,,,,-1.0,0.7,-0.3,-0.010,,-3.7,-2.1,-5.8,-1.3,boydfr01
79,1975-76,25,TOT,NBA,SG-PG,36,617,9.9,.458,.298,0.6,4.5,2.6,18.0,2.0,0.6,,,,-0.1,0.5,0.4,.033,,-3.6,-1.0,-4.6,-0.4,boydfr01
80,1975-76,25,PHI,NBA,PG,6,33,2.9,.363,.333,0.0,5.8,2.9,7.5,1.4,0.0,,,,0.0,0.0,0.0,-0.041,,-7.9,-1.2,-9.0,-0.1,boydfr01
81,1975-76,25,NOJ,NBA,SG,30,584,10.3,.461,.297,0.7,4.5,2.6,18.6,2.1,0.6,,,,0.0,0.5,0.5,.037,,-3.3,-1.0,-4.3,-0.3,boydfr01
82,1976-77,26,NOJ,NBA,PG,47,1212,12.6,.520,.241,1.5,5.6,3.6,17.1,1.6,0.3,,,,1.3,0.8,2.1,.083,,-1.4,-1.0,-2.5,-0.1,boydfr01
83,1977-78,27,NOJ,NBA,SG,21,363,7.7,.426,.200,0.5,4.4,2.5,16.9,1.1,0.4,14.3,14.6,,-0.1,0.2,0.1,.013,,-4.0,-2.2,-6.2,-0.4,boydfr01
84,1977-78,25,DET,NBA,SG,7,16,13.5,.383,.400,6.7,19.4,13.1,17.7,2.8,0.0,7.8,30.5,,0.0,0.0,0.0,.046,,-2.8,-1.9,-4.7,0.0,brittwa01
85,1974-75,21,MIL,NBA,SG,73,1639,12.2,.499,.358,2.4,6.8,4.7,18.5,0.9,0.6,,,,0.8,0.8,1.6,.047,,-1.1,-1.8,-2.9,-0.4,brokaga01
86,1975-76,22,MIL,NBA,SG,75,1468,14.9,.511,.437,1.9,6.8,4.4,23.6,1.2,0.6,,,,1.3,0.7,1.9,.064,,0.2,-2.3,-2.1,0.0,brokaga01
87,1976-77,23,TOT,NBA,SG,80,1487,13.5,.490,.388,1.5,7.1,4.2,21.0,1.1,1.3,,,,1.0,0.6,1.6,.052,,-0.6,-2.1,-2.6,-0.2,brokaga01
88,1976-77,23,MIL,NBA,SG,41,891,11.7,.475,.423,1.2,6.3,3.7,15.9,1.1,1.3,,,,0.2,0.2,0.3,.019,,-2.3,-2.2,-4.5,-0.6,brokaga01
89,1976-77,23,CLE,NBA,SG,39,596,16.3,.511,.342,2.0,8.3,5.0,28.7,1.1,1.2,,,,0.8,0.5,1.3,.101,,1.9,-1.9,0.1,0.3,brokaga01
90,1977-78,24,BUF,NBA,SG,13,130,13.3,.504,.558,2.5,7.4,5.0,21.3,1.1,2.0,18.3,20.1,,0.1,0.1,0.1,.053,,-2.3,-2.2,-4.6,-0.1,brokaga01
91,1978-79,22,NYK,NBA,SF,12,97,9.2,.448,.462,9.9,8.9,9.4,4.9,1.4,1.6,13.8,14.7,,0.0,0.1,0.1,.046,,-3.2,-0.9,-4.0,0.0,bunchgr01
92,1973-74,22,BUF,NBA,SG,59,693,10.2,.521,.427,3.7,5.6,4.7,9.6,1.9,0.7,,,,0.3,0.3,0.6,.045,,-2.6,-1.4,-3.9,-0.3,charlke01
93,1974-75,23,BUF,NBA,SG,79,1690,12.5,.518,.283,4.3,5.6,4.9,13.3,2.3,0.6,,,,1.7,1.3,3.0,.086,,-0.8,-0.1,-0.9,0.5,charlke01
94,1975-76,24,BUF,NBA,SG,81,2247,11.9,.505,.285,2.8,7.2,5.1,12.3,2.4,1.1,,,,1.0,2.2,3.3,.070,,-1.8,0.5,-1.4,0.3,charlke01
95,1976-77,25,ATL,NBA,SG,82,2487,12.0,.472,.299,1.7,5.5,3.6,17.2,2.6,1.0,,,,0.5,1.8,2.3,.044,,-1.7,0.2,-1.5,0.3,charlke01
96,1977-78,26,ATL,NBA,SG,21,520,11.1,.456,.272,1.2,3.9,2.5,22.5,2.2,0.6,15.2,18.8,,0.1,0.4,0.6,.051,,-2.0,-2.0,-4.0,-0.3,charlke01
97,1973-74,23,HOU,NBA,PF,58,1075,11.3,.536,.296,8.1,16.8,12.5,9.1,1.6,1.0,,,,0.8,0.8,1.7,.074,,-1.6,0.4,-1.1,0.2,colemec01
98,1974-75,24,NOJ,NBA,PF,77,2176,10.8,.485,.292,8.4,17.1,12.6,6.7,1.7,0.9,,,,0.5,2.1,2.6,.057,,-2.8,1.1,-1.7,0.2,colemec01
99,1975-76,25,NOJ,NBA,PF,67,1850,9.7,.474,.186,6.6,16.0,11.3,6.5,1.4,0.9,,,,0.4,2.1,2.5,.065,,-3.2,1.3,-1.8,0.1,colemec01
100,1976-77,26,NOJ,NBA,PF,77,2369,9.6,.489,.178,6.2,16.1,11.2,5.8,1.2,0.7,,,,0.7,2.6,3.2,.065,,-3.3,1.1,-2.2,-0.1,colemec01
101,1977-78,27,GSW,NBA,PF,72,1801,9.1,.493,.123,6.5,14.9,10.6,7.1,1.7,0.7,16.8,12.3,,0.6,2.1,2.7,.071,,-2.0,1.4,-0.6,0.6,colemec01
102,1978-79,28,HOU,NBA,PF,6,39,10.9,.739,.143,2.8,16.5,9.8,3.2,2.4,0.0,0.0,7.5,,0.1,0.0,0.1,.169,,0.6,-0.1,0.6,0.0,colemec01
103,1976-77,21,BOS,NBA,SF,25,138,10.3,.396,.236,7.2,12.0,9.6,5.3,3.2,1.1,,,,-0.3,0.2,-0.1,-0.023,,-5.5,-1.1,-6.6,-0.2,cookno01
104,1977-78,22,DEN,NBA,SF,2,10,3.8,.333,.000,10.7,19.8,15.4,12.6,0.0,0.0,0.0,11.5,,0.0,0.0,0.0,.064,,-2.8,-2.0,-4.7,0.0,cookno01
105,1977-78,23,GSW,NBA,SF,43,453,11.7,.452,.578,9.2,23.1,16.0,3.5,2.1,1.2,14.2,21.9,,-0.2,0.8,0.6,.062,,-4.6,-1.3,-5.9,-0.5,coxwe01
106,1978-79,24,GSW,NBA,SF,31,360,5.3,.447,.748,5.3,13.5,9.4,4.0,1.7,0.8,21.2,23.3,,-0.9,0.4,-0.5,-0.061,,-6.9,-1.3,-8.2,-0.6,coxwe01
107,1977-78,23,NJN,NBA,SF,15,154,12.8,.473,.250,8.4,8.6,8.5,7.8,1.4,0.3,11.9,24.1,,0.1,0.1,0.2,.051,,-1.6,-2.8,-4.4,-0.1,crowma01
108,1973-74,22,GSW,NBA,PF,66,930,13.4,.536,.283,12.8,21.5,17.2,7.1,0.8,0.8,,,,1.3,1.0,2.3,.116,,-1.1,-0.4,-1.5,0.1,dickede01
109,1974-75,23,GSW,NBA,PF,80,1859,13.1,.501,.174,9.9,19.0,14.4,8.5,1.2,0.5,,,,2.0,1.8,3.8,.098,,-1.5,-0.2,-1.6,0.2,dickede01
110,1975-76,24,GSW,NBA,PF,79,1207,13.9,.494,.167,9.2,18.4,13.9,9.2,1.0,0.5,,,,1.4,1.7,3.1,.122,,-1.4,-0.5,-1.9,0.0,dickede01
111,1976-77,25,GSW,NBA,PF,49,856,14.0,.485,.177,11.7,16.6,14.2,9.7,1.0,0.7,,,,0.9,0.8,1.7,.093,,-0.8,-1.2,-2.0,0.0,dickede01
112,1977-78,26,TOT,NBA,PF,47,493,10.5,.477,.182,7.6,13.2,10.3,6.1,1.3,0.4,15.8,20.4,,-0.1,0.4,0.3,.033,,-3.3,-2.0,-5.3,-0.4,dickede01
113,1977-78,26,GSW,NBA,PF,22,273,14.0,.495,.131,7.7,10.6,9.1,5.9,1.7,0.4,11.0,22.2,,0.2,0.3,0.5,.084,,-1.5,-2.2,-3.6,-0.1,dickede01
114,1977-78,26,CHI,NBA,PF,25,220,6.1,.445,.279,7.5,16.3,11.9,6.3,0.9,0.5,23.1,18.2,,-0.3,0.1,-0.1,-0.031,,-5.5,-1.9,-7.4,-0.3,dickede01
115,1973-74,23,BUF,NBA,PG,81,2910,13.6,.459,.153,1.7,5.7,3.7,30.1,0.9,0.2,,,,0.9,0.4,1.2,.021,,-0.4,-3.2,-3.6,-1.2,digreer01
116,1974-75,24,BUF,NBA,PG,31,712,12.3,.475,.192,0.9,5.4,3.2,28.1,1.2,0.0,,,,0.3,0.3,0.6,.039,,-1.5,-3.0,-4.5,-0.5,digreer01
117,1975-76,25,BUF,NBA,PG,67,1364,10.7,.437,.198,1.2,7.2,4.3,25.9,1.2,0.0,,,,-0.7,0.8,0.1,.002,,-3.2,-2.6,-5.7,-1.3,digreer01
118,1976-77,26,BUF,NBA,PG,81,2267,12.1,.462,.167,2.3,5.9,4.1,24.1,1.1,0.1,,,,0.7,0.5,1.3,.027,,-1.5,-2.4,-3.9,-1.1,digreer01
119,1977-78,27,TOT,NBA,PG,52,606,8.5,.456,.158,1.2,7.0,4.2,29.7,1.3,0.1,29.4,20.3,,-0.9,0.4,-0.6,-0.046,,-5.2,-3.1,-8.3,-1.0,digreer01
120,1977-78,27,LAL,NBA,PG,25,332,7.1,.450,.200,1.6,5.4,3.5,26.1,0.8,0.0,29.7,18.2,,-0.5,0.1,-0.4,-0.052,,-5.4,-3.6,-9.0,-0.6,digreer01
121,1977-78,27,BOS,NBA,PG,27,274,10.1,.462,.119,0.8,9.1,5.0,34.0,2.0,0.2,29.1,22.9,,-0.5,0.2,-0.2,-0.039,,-5.0,-2.4,-7.4,-0.4,digreer01
122,1972-73,22,SEA,NBA,PG,12,99,12.3,.566,.696,,,2.9,21.0,,,,,,0.2,0.0,0.2,.113,,,,,,dudlech01
123,1974-75,24,GSW,NBA,PG,67,756,14.8,.528,.447,7.8,10.9,9.4,16.9,2.4,0.1,,,,0.9,0.7,1.6,.104,,0.4,-0.4,0.0,0.4,dudlech01
124,1975-76,25,GSW,NBA,PG,82,1456,16.1,.575,.710,7.5,10.2,8.9,20.4,2.3,0.1,,,,2.6,2.0,4.6,.151,,2.2,0.8,3.1,1.9,dudlech01
125,1976-77,26,GSW,NBA,PG,79,1682,15.7,.557,.482,7.1,10.7,8.9,25.5,1.8,0.2,,,,2.7,1.3,4.0,.115,,2.2,-0.1,2.1,1.7,dudlech01
126,1977-78,27,GSW,NBA,PG,78,1660,13.4,.585,.783,5.2,12.6,8.8,29.8,1.9,0.1,32.7,11.8,,1.9,1.8,3.6,.105,,-0.9,0.3,-0.6,0.6,dudlech01
127,1978-79,28,CHI,NBA,PG,43,684,6.4,.411,.336,4.0,9.7,6.9,20.9,2.2,0.1,30.8,12.1,,-0.7,0.6,-0.1,-0.009,,-4.6,0.3,-4.2,-0.4,dudlech01
128,1974-75,22,DET,NBA,SF,34,277,9.4,.419,.247,7.2,11.4,9.3,8.0,2.2,0.2,,,,-0.2,0.2,0.0,.006,,-4.3,-1.2,-5.6,-0.3,eberhal01
129,1975-76,23,DET,NBA,SF,81,2066,11.7,.483,.335,6.8,12.8,9.8,5.3,1.9,0.4,,,,1.1,1.5,2.6,.060,,-1.7,-0.4,-2.1,0.0,eberhal01
130,1976-77,24,DET,NBA,SF,68,1219,11.5,.534,.363,6.5,12.3,9.4,5.1,1.6,0.6,,,,1.0,0.8,1.8,.069,,-1.5,-0.9,-2.4,-0.1,eberhal01
131,1977-78,25,DET,NBA,SF,37,576,10.0,.490,.381,6.9,11.7,9.3,5.9,1.0,0.4,11.0,13.9,,0.6,0.3,0.9,.078,,-1.7,-1.4,-3.0,-0.1,eberhal01
132,1978-79,22,GSW,NBA,SF,13,72,7.9,.490,.348,0.0,7.5,3.7,3.6,0.7,0.0,7.0,16.0,,0.0,0.0,0.1,.057,,-4.2,-2.7,-6.9,-0.1,eppsra01
133,1977-78,23,SEA,NBA,SF,20,97,10.7,.520,.548,13.1,18.6,15.7,10.1,0.0,2.8,29.4,21.4,,-0.1,0.1,0.0,.018,,-4.2,-0.3,-4.5,-0.1,flemial01
134,1977-78,23,PHO,NBA,C,64,887,12.2,.478,.433,9.6,19.6,14.5,17.8,1.1,2.0,22.9,15.4,,0.1,1.3,1.4,.077,,-2.3,1.8,-0.5,0.3,forreba01
135,1978-79,24,PHO,NBA,C,75,1243,9.6,.462,.423,10.0,18.0,14.1,15.3,1.0,1.5,24.9,13.3,,-0.2,1.5,1.2,.048,,-2.6,1.5,-1.1,0.3,forreba01
136,1965-66,22,LAL,NBA,SG,65,1008,11.9,.448,.296,,,,13.9,,,,,,0.0,0.7,0.7,.031,,,,,,goodrga01
137,1966-67,23,LAL,NBA,SG,77,1780,15.2,.518,.434,,,,15.3,,,,,,3.1,1.3,4.4,.119,,,,,,goodrga01
138,1967-68,24,LAL,NBA,SG,79,2057,14.9,.555,.483,,,,12.9,,,,,,5.0,1.3,6.3,.146,,,,,,goodrga01
139,,25,PHO,NBA,PG,81,3236,16.9,.474,.380,,,,23.8,,,,,,2.6,1.0,3.6,.054,,,,,,goodrga01
140,1969-70,26,PHO,NBA,PG,81,3234,16.3,.535,.483,,,,24.9,,,,,,5.4,1.3,6.7,.099,,,,,,goodrga01
141,1970-71,27,LAL,NBA,SG,79,2808,14.6,.521,.292,,,4.1,18.1,,,,,,4.5,1.9,6.4,.109,,,,,,goodrga01
