,season,age,team_id,lg_id,pos,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,id
310,1974-75,27,CHI,NBA,PG,70,,2590,7.6,18.0,.420,4.4,5.5,.792,1.6,4.5,6.1,7.5,2.6,0.3,,4.6,19.5,,,94,vanlino01
311,,28,CHI,NBA,PG,76,,3026,5.7,15.6,.366,3.7,5.0,.737,2.2,4.3,6.5,7.9,2.4,0.4,,4.7,15.1,,,98,vanlino01
312,,29,CHI,NBA,PG,82,,3097,4.6,11.3,.412,3.7,4.7,.778,1.7,4.1,5.7,9.9,2.0,0.2,,4.2,13.0,,,99,vanlino01
313,1977-78,30,CHI,NBA,PG,78,,2524,3.7,8.9,.419,3.2,4.3,.751,1.6,3.7,5.3,9.9,2.7,0.1,3.7,5.2,10.7,,100,103,vanlino01
314,1978-79,31,MIL,NBA,PG,38,,555,2.4,6.3,.390,3.8,4.2,.904,0.6,2.6,3.2,12.8,3.5,0.2,4.0,8.8,8.7,,106,103,vanlino01
315,1977-78,21,WSB,NBA,SG,40,,384,6.6,18.6,.354,7.4,11.1,.667,2.4,3.6,6.0,6.2,1.6,0.6,7.2,4.5,20.6,,82,102,walkeph01
316,1977-78,22,TOT,NBA,PF,38,,561,7.7,15.9,.485,2.2,4.1,.547,3.9,8.2,12.0,0.8,1.4,2.9,4.9,5.8,17.7,,86,98,washiwi01
317,1977-78,22,PHI,NBA,PF,14,,38,9.3,22.1,.421,3.5,7.0,.500,2.3,14.0,16.3,1.2,1.2,2.3,11.7,3.5,22.1,,64,95,washiwi01
318,1977-78,22,NJN,NBA,PF,24,,523,7.6,15.5,.492,2.2,3.9,.553,4.0,7.8,11.7,0.7,1.4,2.9,4.4,6.0,17.4,,89,98,washiwi01
319,1978-79,23,NJN,NBA,PF,62,,1139,8.4,16.7,.502,2.5,4.0,.635,3.4,7.9,11.3,1.8,1.2,2.6,3.8,7.2,19.3,,97,100,washiwi01
320,1973-74,22,SEA,NBA,PG,62,,1424,6.1,15.6,.388,3.1,4.7,.645,2.2,3.4,5.6,10.7,3.5,0.4,,6.3,15.2,,,97,wattssl01
321,1974-75,23,SEA,NBA,PG,82,,2056,5.1,12.2,.421,2.1,3.4,.608,2.1,3.7,5.8,11.0,4.2,0.3,,5.6,12.3,,,95,wattssl01
322,1975-76,24,SEA,NBA,PG,82,,2776,7.0,16.3,.427,3.2,5.5,.578,1.8,4.1,5.9,10.6,4.2,0.3,,4.3,17.1,,,96,wattssl01
323,1976-77,25,SEA,NBA,PG,79,,2627,7.3,17.4,.422,2.9,5.0,.587,1.4,3.9,5.3,10.8,3.7,0.4,,4.4,17.6,,,97,wattssl01
324,1977-78,26,TOT,NBA,PG,71,,1584,6.2,15.9,.392,2.6,4.4,.590,1.7,3.4,5.1,8.4,3.1,0.9,4.8,5.2,15.1,,86,98,wattssl01
325,1977-78,26,SEA,NBA,PG,32,,809,6.2,15.4,.404,1.7,3.0,.566,1.2,3.4,4.6,7.5,3.0,0.8,5.2,5.0,14.2,,82,97,wattssl01
326,1977-78,26,NOJ,NBA,PG,39,,775,6.2,16.4,.381,3.5,5.9,.602,2.2,3.4,5.6,9.2,3.1,1.0,4.3,5.5,16.0,,90,99,wattssl01
327,1978-79,27,HOU,NBA,PG,61,,1046,4.1,10.0,.405,1.8,3.0,.612,1.5,3.0,4.6,10.7,3.2,0.6,3.1,6.3,9.9,,100,106,wattssl01
328,1974-75,23,PHO,NBA,C,79,,1040,7.2,17.4,.414,2.0,4.6,.437,6.9,13.3,20.2,4.2,1.2,1.4,,6.5,16.4,,,94,williea01
329,1975-76,24,DET,NBA,C,46,,562,5.9,12.3,.480,1.8,3.6,.500,8.4,12.0,20.4,1.5,1.8,1.6,,6.6,13.6,,,95,williea01
330,1976-77,25,NYN,NBA,C,1,,7,0.0,13.2,.000,19.8,39.7,.500,6.6,6.6,13.2,6.6,0.0,6.6,,13.2,19.8,,,97,williea01
331,1978-79,27,BOS,NBA,C,20,,273,8.9,20.3,.439,2.3,4.0,.583,6.8,10.6,17.3,2.0,2.0,1.5,3.3,6.8,20.1,,96,102,williea01
332,1973-74,23,KCO,NBA,SF,82,,2513,9.7,21.0,.462,3.5,4.2,.818,2.1,4.1,6.2,3.3,2.7,0.6,,5.2,22.8,,,99,willina01
333,1974-75,24,TOT,NBA,SG,85,,1945,11.0,22.9,.480,4.2,5.1,.823,2.4,5.4,7.8,3.4,2.2,0.7,,5.8,26.2,,,97,willina01
334,1974-75,24,KCO,NBA,SG,50,,1131,10.8,23.7,.454,3.9,4.8,.822,2.4,4.9,7.3,3.2,2.2,1.0,,6.2,25.5,,,97,willina01
335,1974-75,24,NOJ,NBA,SG,35,,814,11.3,21.8,.517,4.5,5.5,.824,2.4,6.1,8.5,3.6,2.4,0.3,,5.3,27.1,,,98,willina01
336,1975-76,25,NOJ,NBA,SF,81,,1935,9.8,22.0,.444,4.6,5.6,.824,3.1,5.2,8.4,2.5,2.5,0.4,,5.9,24.2,,,97,willina01
337,1976-77,26,NOJ,NBA,SF,79,,1776,10.4,23.1,.451,3.7,4.9,.753,2.7,5.0,7.7,2.3,1.9,0.4,,5.0,24.6,,,100,willina01
338,1977-78,27,TOT,NBA,SG,73,,1249,11.2,26.1,.431,3.6,4.4,.835,2.3,5.0,7.3,2.7,2.1,1.2,3.0,6.5,26.1,,95,100,willina01
339,1977-78,27,NOJ,NBA,SG,27,,434,9.2,21.9,.421,3.2,3.8,.838,2.8,6.4,9.2,3.5,2.1,1.2,2.6,6.2,21.5,,97,99,willina01
340,1977-78,27,GSW,NBA,SG,46,,815,12.3,28.3,.435,3.9,4.7,.833,2.1,4.2,6.3,2.2,2.0,1.2,3.2,6.7,28.6,,94,100,willina01
341,1978-79,28,GSW,NBA,SG,81,,1299,10.3,20.5,.501,3.7,4.2,.872,2.5,5.0,7.5,2.2,2.0,0.2,3.4,6.1,24.2,,104,103,willina01
342,1974-75,24,CHI,NBA,SG,48,,425,13.0,25.5,.511,5.2,6.6,.793,2.0,3.9,5.9,4.1,2.5,0.1,,6.1,31.3,,,95,wilsobo03
343,1975-76,25,CHI,NBA,SG,58,,856,11.0,27.4,.403,2.4,3.2,.741,1.8,3.5,5.3,2.9,1.4,0.1,,5.4,24.4,,,100,wilsobo03
344,1976-77,26,BOS,NBA,SG,25,,131,6.5,20.1,.322,3.7,4.4,.846,1.0,2.0,3.1,4.8,1.0,0.0,,6.5,16.7,,,102,wilsobo03
345,1977-78,27,IND,NBA,SG,12,,86,7.2,18.6,.389,1.0,1.5,.667,3.1,3.1,6.2,4.1,1.0,0.5,3.1,8.3,15.5,,87,106,wilsobo03
346,1973-74,24,TOT,NBA,PG,67,,1055,5.0,11.5,.437,3.1,4.2,.735,0.5,1.5,1.9,9.8,3.2,0.1,,5.7,13.2,,,101,wohlda01
347,1973-74,24,BUF,NBA,PG,41,,606,4.3,10.6,.400,3.0,4.3,.700,0.5,1.6,2.1,9.0,2.3,0.1,,5.1,11.5,,,102,wohlda01
348,1973-74,24,HOU,NBA,PG,26,,449,6.1,12.8,.480,3.3,4.2,.786,0.4,1.3,1.7,11.0,4.3,0.1,,6.4,15.6,,,99,wohlda01
349,1974-75,25,HOU,NBA,PG,75,,1722,5.5,12.5,.439,2.1,2.9,.745,0.7,2.3,3.0,9.2,2.0,0.2,,5.0,13.1,,,102,wohlda01
350,1975-76,26,HOU,NBA,PG,50,,700,4.3,10.7,.405,2.5,3.2,.776,0.6,3.1,3.7,7.3,1.7,0.1,,7.3,11.1,,,104,wohlda01
351,1976-77,27,TOT,NBA,PG,51,,986,5.5,13.6,.400,2.9,4.2,.685,0.8,3.1,3.8,6.7,1.8,0.3,,5.4,13.8,,,102,wohlda01
352,1976-77,27,HOU,NBA,PG,14,,62,5.3,13.0,.412,3.1,3.1,1.000,0.8,3.1,3.8,11.5,0.0,0.0,,13.8,13.8,,,108,wohlda01
353,1976-77,27,NYN,NBA,PG,37,,924,5.5,13.7,.399,2.9,4.3,.671,0.8,3.1,3.8,6.4,2.0,0.3,,4.9,13.8,,,101,wohlda01
354,1977-78,28,NJN,NBA,PG,10,,118,4.4,12.5,.353,4.0,4.4,.917,0.4,1.1,1.5,4.8,1.1,0.0,5.9,8.8,12.8,,75,106,wohlda01
