,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,id
185,1970-71,23,PTC,ABA,PF,57,1075,11.5,.493,.013,.323,,,15.2,3.5,19.2,13.9,,0.3,1.0,1.3,.057,hentzch01
186,1970-71,22,TOT,ABA,C,42,555,14.9,.457,.049,.245,,,18.1,8.2,14.0,19.9,,-0.2,0.7,0.5,.042,hesteda01
187,1970-71,22,DNR,ABA,C,35,462,15.5,.447,.053,.246,,,18.4,8.4,12.2,19.8,,-0.3,0.6,0.3,.033,hesteda01
188,1970-71,22,KEN,ABA,C,7,93,11.9,.512,.026,.237,,,16.8,6.9,22.2,20.6,,0.1,0.1,0.2,.084,hesteda01
189,1963-64,22,NYK,NBA,SG,75,2236,14.7,.485,,.421,,,,,,,,2.6,0.2,2.7,.059,heymaar01
190,1964-65,23,NYK,NBA,SG,55,663,14.5,.486,,.494,,,,17.4,,,,0.9,0.4,1.3,.094,heymaar01
191,1965-66,24,TOT,NBA,,17,120,7.7,.405,,.423,,,,11.6,,,,-0.1,0.1,0.0,-0.020,heymaar01
192,1965-66,24,CIN,NBA,,11,100,6.3,.396,,.395,,,,8.9,,,,-0.1,0.1,-0.1,-0.042,heymaar01
193,1965-66,24,PHI,NBA,,6,20,14.7,.446,,.556,,,,25.1,,,,0.0,0.0,0.0,.088,heymaar01
194,1967-68,26,TOT,ABA,SF-SG,73,2555,18.7,.519,.127,.517,,,8.3,15.9,15.5,22.3,,5.7,2.8,8.5,.159,heymaar01
195,1967-68,26,NJA,ABA,SG,19,439,13.1,.442,.067,.401,,,7.0,13.4,15.4,29.3,,0.0,0.4,0.3,.037,heymaar01
196,1967-68,26,PTP,ABA,SF,54,2116,19.8,.542,.145,.553,,,8.5,16.4,15.6,20.9,,5.7,2.4,8.1,.185,heymaar01
197,1968-69,27,MNP,ABA,SF,71,2362,15.6,.505,.142,.492,,,9.3,12.6,13.9,17.6,,2.4,3.8,6.1,.125,heymaar01
198,1969-70,28,TOT,ABA,SG,19,310,12.8,.520,.038,.613,,,8.4,10.9,22.5,20.1,,0.4,0.2,0.6,.098,heymaar01
199,1969-70,28,PTP,ABA,,1,4,-26.7,.000,.000,.000,,,0.0,0.0,50.0,18.0,,0.0,0.0,0.0,-0.285,heymaar01
200,1969-70,28,MMF,ABA,SG,18,306,13.3,.524,.038,.619,,,8.5,11.1,22.1,20.2,,0.4,0.2,0.7,.103,heymaar01
201,1970-71,24,INA,ABA,PF,53,467,13.6,.489,.076,.135,,,12.4,10.6,9.9,21.1,,0.2,0.6,0.8,.079,higgiea01
202,1966-67,26,DET,NBA,PF,7,22,12.7,.429,,.375,,,,6.8,,,,0.0,0.0,0.0,-0.016,hogsebo01
203,1967-68,27,PTP,ABA,,13,119,3.9,.382,.000,.850,,,8.2,1.0,12.7,9.9,,-0.1,0.1,0.0,-0.006,hogsebo01
204,1967-68,22,DLC,ABA,PG,46,554,8.6,.444,.059,.673,,,6.6,17.3,16.8,16.5,,0.1,0.3,0.3,.029,holmade01
205,1968-69,22,INA,ABA,PG,54,955,9.8,.456,.118,.218,,,5.0,18.6,14.9,13.0,,0.0,1.0,1.1,.053,hoopebo01
206,1967-68,23,DLC,ABA,PF,56,720,12.9,.474,.003,.279,,,14.2,5.9,12.8,20.4,,0.5,0.3,0.9,.058,hooseca01
207,1963-64,23,NYK,NBA,C,59,988,9.7,.467,,.534,,,,,,,,0.3,0.1,0.4,.020,hooveto01
208,1964-65,24,NYK,NBA,C,24,153,9.6,.445,,.438,,,,10.2,,,,0.0,0.1,0.1,.047,hooveto01
209,1966-67,26,STL,NBA,C,17,129,5.8,.422,,.419,,,,7.7,,,,-0.1,0.1,0.0,.018,hooveto01
210,1967-68,27,DNR,ABA,C,70,1588,9.8,.507,.028,.577,,,14.5,5.5,23.7,14.2,,1.7,2.7,4.4,.132,hooveto01
211,1968-69,28,TOT,ABA,C,53,1419,11.5,.516,.005,.463,,,14.8,11.7,25.9,17.0,,1.4,1.2,2.6,.089,hooveto01
212,1968-69,28,HSM,ABA,C,4,80,14.3,.539,.000,.214,,,15.9,9.3,20.7,17.4,,0.1,0.1,0.2,.131,hooveto01
213,1968-69,28,MNP,ABA,C,9,83,13.0,.482,.000,.808,,,16.6,9.9,18.5,18.5,,0.0,0.2,0.2,.122,hooveto01
214,1968-69,28,NYA,ABA,C,40,1256,11.3,.517,.006,.458,,,14.6,12.0,26.8,16.9,,1.3,0.9,2.2,.084,hooveto01
215,1961-62,23,STL,NBA,SF,3,25,-6.4,.116,,.167,,,,,,,,-0.2,0.0,-0.2,-0.397,hornro01
216,1962-63,24,LAL,NBA,SF,28,289,6.1,.390,,.354,,,,,,,,-0.3,0.3,0.0,-0.006,hornro01
217,1967-68,29,DNR,ABA,SF,1,6,-0.9,.347,.000,1.000,,,7.8,0.0,25.8,24.9,,0.0,0.0,0.0,-0.090,hornro01
218,1967-68,23,MNM,ABA,SG,75,1993,13.2,.467,.044,.173,,,7.1,8.4,10.0,16.7,,1.2,4.2,5.4,.129,inniger01
219,1968-69,24,MMF,ABA,SG,34,484,8.3,.440,.071,.137,,,5.8,11.3,13.5,16.6,,-0.2,0.4,0.2,.018,inniger01
220,1968-69,23,MMF,ABA,PG,28,531,4.7,.394,.014,.411,,,4.1,18.7,24.2,15.5,,-0.5,0.5,-0.1,-0.005,iverswi01
221,1968-69,20,LAS,ABA,,20,188,14.9,.466,.046,.195,,,16.0,7.5,12.9,21.1,,0.0,0.1,0.1,.038,ivoryel01
222,,25,NJA,ABA,SG,74,2638,18.7,.510,.258,.464,,,8.4,7.8,9.3,21.6,,5.2,2.1,7.3,.133,jacksto01
223,1968-69,26,TOT,ABA,SF,64,1453,14.8,.510,.247,.573,,,7.0,13.7,17.0,22.0,,1.9,1.3,3.2,.105,jacksto01
224,1968-69,26,NYA,ABA,SF,3,20,-1.8,.145,.000,.333,,,6.7,0.0,0.0,6.3,,-0.1,0.0,-0.1,-0.122,jacksto01
225,1968-69,26,MNP,ABA,,1,10,-4.0,.000,.000,.000,,,4.4,11.4,0.0,7.1,,0.0,0.0,0.0,-0.165,jacksto01
226,1968-69,26,HSM,ABA,SF,60,1423,15.2,.513,.249,.576,,,7.1,13.9,17.1,22.4,,2.0,1.3,3.3,.110,jacksto01
227,1967-68,24,PTP,ABA,PG,63,818,10.4,.443,.140,.187,,,5.5,12.6,11.5,19.1,,0.0,0.7,0.7,.043,jarviji01
228,1968-69,25,TOT,ABA,PG,62,911,10.0,.443,.117,.271,,,6.4,12.7,13.6,20.9,,-0.4,0.6,0.2,.010,jarviji01
229,1968-69,25,MNP,ABA,PG,11,134,4.9,.398,.111,.267,,,4.6,14.5,15.2,15.7,,-0.2,0.2,0.0,.008,jarviji01
230,1968-69,25,LAS,ABA,PG,51,777,10.8,.449,.118,.272,,,6.7,12.4,13.4,21.8,,-0.2,0.4,0.2,.010,jarviji01
231,1969-70,24,WSA,ABA,,5,19,-15.2,.250,.000,.000,,,2.3,0.0,42.9,13.1,,0.0,0.0,0.0,-0.106,jeterha01
232,1968-69,24,LAS,ABA,C,58,1662,13.1,.500,.002,.553,,,14.8,5.1,15.7,17.8,,1.3,1.1,2.4,.069,johnsed01
233,1969-70,25,NYA,ABA,C,74,2486,14.8,.505,.002,.476,,,17.0,5.0,17.5,18.8,,2.1,3.0,5.1,.099,johnsed01
234,1970-71,26,TOT,ABA,C,34,751,13.3,.497,.000,.491,,,17.1,6.0,19.1,19.9,,0.4,0.6,1.0,.064,johnsed01
235,1970-71,26,NYA,ABA,C,26,592,14.2,.503,.000,.505,,,18.3,6.0,19.9,21.4,,0.4,0.5,0.9,.071,johnsed01
236,1970-71,26,TEX,ABA,C,8,159,9.9,.466,.000,.426,,,12.9,6.0,15.2,14.6,,0.0,0.1,0.1,.038,johnsed01
237,1968-69,22,BOS,NBA,C,31,163,9.0,.401,,.303,,,,5.9,,,,-0.3,0.3,0.1,.022,johnsri01
238,1969-70,23,BOS,NBA,C,65,898,10.5,.485,,.194,,,,4.8,,,,0.3,0.9,1.2,.062,johnsri01
239,1970-71,24,TOT,TOT,PF-C,39,555,13.0,.519,.000,.276,,,12.8,4.5,11.2,16.2,,0.5,0.4,0.9,.080,johnsri01
240,1970-71,24,BOS,NBA,C,1,13,22.2,.800,,.000,,,16.6,0.0,,,,0.1,0.0,0.1,.406,johnsri01
241,1970-71,24,FLO,ABA,C,7,117,9.0,.579,.000,.250,,,12.4,5.6,29.5,14.0,,0.2,0.1,0.3,.104,johnsri01
242,1970-71,24,CAR,ABA,PF,25,395,13.4,.500,.000,.272,,,12.6,3.6,6.6,16.6,,0.2,0.3,0.5,.061,johnsri01
243,1970-71,24,PTC,ABA,C,6,30,20.5,.512,.000,.500,,,15.5,13.1,12.0,19.4,,0.0,0.0,0.1,.099,johnsri01
244,1970-71,24,TOT,ABA,PF-C,38,542,12.8,.512,.000,.283,,,12.7,4.6,11.2,16.2,,0.4,0.4,0.8,.073,johnsri01
245,1967-68,24,BOS,NBA,SF,51,475,9.0,.378,,.269,,,,7.3,,,,-1.3,0.7,-0.5,-0.055,jonesjo01
246,1968-69,25,KEN,ABA,SF,29,449,12.1,.416,.014,.333,,,11.3,11.4,13.8,23.4,,-0.6,0.6,0.0,-0.001,jonesjo01
247,1968-69,23,INA,ABA,,2,5,-0.3,,,,,,8.7,0.0,,0.0,,0.0,0.0,0.0,.038,joynebu01
248,1967-68,23,MNM,ABA,PF,69,1211,12.9,.439,.004,.443,,,13.7,4.6,13.1,19.4,,-0.2,3.1,2.9,.116,kellega01
249,1968-69,24,MMF,ABA,C,53,503,11.8,.466,.016,.625,,,15.5,2.1,14.3,20.5,,0.0,0.5,0.6,.053,kellega01
250,1968-69,22,SEA,NBA,SF,72,1241,9.1,.450,,.281,,,,6.4,,,,-0.1,0.6,0.5,.020,kennejo01
251,1969-70,23,SEA,NBA,SF,14,82,-2.4,.115,,.059,,,,9.5,,,,-0.7,0.0,-0.6,-0.352,kennejo01
252,1970-71,24,PTC,ABA,SF,82,1382,10.2,.447,.004,.321,,,10.4,6.4,14.6,16.9,,-0.7,1.0,0.3,.012,kennejo01
253,1967-68,23,PTP,ABA,,13,68,5.3,.306,.000,.091,,,12.5,1.9,8.0,13.6,,-0.2,0.1,-0.1,-0.082,kerwito01
254,1969-70,,PTP,ABA,,2,27,6.6,.429,.000,.000,,,17.3,4.6,22.2,12.0,,0.0,0.0,0.0,.023,kirklwi01
255,1968-69,22,MNP,ABA,,2,15,5.9,.436,.000,.333,,,8.9,0.0,12.7,18.6,,0.0,0.0,0.0,.019,kissaji01
256,1970-71,25,CAR,ABA,,3,8,-8.8,.000,.000,.000,,,28.3,0.0,0.0,18.1,,-0.1,0.0,-0.1,-0.511,kluttlo01
257,1968-69,22,TOT,TOT,C,9,43,-0.6,.294,.000,.214,,,0.0,0.0,,0.0,,-0.1,0.0,-0.1,-0.137,knowlro01
258,1968-69,22,PHO,NBA,,8,40,-0.1,.294,,.214,,,,0.0,,,,-0.1,0.0,-0.1,-0.148,knowlro01
259,1968-69,22,NYA,ABA,C,1,3,-7.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,.007,knowlro01
260,1968-69,22,TOT,ABA,C,42,353,11.5,.418,.007,.317,,,15.0,5.4,12.2,19.2,,-0.4,0.4,0.0,-0.001,kondlto01
261,1968-69,22,MNP,ABA,C,2,11,8.4,.602,.000,1.500,,,4.0,0.0,0.0,10.7,,0.0,0.0,0.0,.138,kondlto01
262,1968-69,22,HSM,ABA,C,40,342,11.6,.414,.007,.301,,,15.4,5.6,12.4,19.5,,-0.4,0.4,0.0,-0.006,kondlto01
263,1968-69,22,NYA,ABA,SF,5,30,4.9,.381,.000,.286,,,10.4,17.4,20.2,12.0,,0.0,0.0,0.0,-0.016,koskito01
264,1967-68,23,INA,ABA,SF,37,354,7.4,.401,.240,.281,,,8.8,5.4,12.3,16.3,,-0.3,0.2,-0.1,-0.012,kozliro01
265,1964-65,22,TOT,NBA,SF,52,507,10.0,.417,,.452,,,,11.0,,,,-0.3,0.5,0.2,.017,krameba01
266,1964-65,22,SFW,NBA,SF,33,276,11.1,.427,,.440,,,,12.9,,,,-0.1,0.3,0.3,.044,krameba01
267,1964-65,22,NYK,NBA,SF,19,231,8.7,.405,,.465,,,,8.8,,,,-0.2,0.1,-0.1,-0.017,krameba01
268,1969-70,27,NYA,ABA,SF,7,56,2.9,.391,.032,.258,,,11.1,7.7,24.2,30.6,,-0.1,0.1,-0.1,-0.077,krameba01
269,1967-68,23,ANA,ABA,SG,50,1140,13.3,.497,.010,.332,,,6.6,11.4,14.4,21.1,,1.6,0.3,1.9,.082,kramest01
270,1968-69,24,HSM,ABA,SG,23,701,13.3,.483,.004,.416,,,5.1,23.4,17.2,20.7,,0.4,0.7,1.1,.077,kramest01
271,1969-70,25,CAR,ABA,SG,51,447,9.4,.556,.019,.804,,,5.4,11.7,22.5,15.9,,0.8,0.4,1.2,.127,kramest01
272,1966-67,23,STL,NBA,SG,32,221,8.8,.351,,.218,,,,26.5,,,,-0.5,0.2,-0.3,-0.060,kronto01
273,1967-68,24,SEA,NBA,SG,76,1794,12.6,.460,,.333,,,,19.6,,,,0.2,1.0,1.3,.034,kronto01
274,1968-69,25,SEA,NBA,SG,76,1124,11.6,.449,,.368,,,,22.3,,,,0.1,0.7,0.8,.036,kronto01
275,1969-70,26,KEN,ABA,SG,40,493,8.1,.472,.129,.313,,,6.1,22.9,26.1,16.7,,0.1,0.7,0.8,.080,kronto01
276,1967-68,24,MNM,ABA,SG,46,662,5.1,.397,.045,.416,,,4.9,9.7,16.7,18.6,,-0.8,1.3,0.6,.041,kunzete01
277,1968-69,23,KEN,ABA,,8,48,12.8,.505,.045,.182,,,10.0,0.0,11.2,20.6,,0.0,0.0,0.1,.095,lacefre01
278,1968-69,24,LAS,ABA,,46,609,10.5,.471,.009,.306,,,13.4,7.2,20.2,18.7,,0.1,0.4,0.5,.039,laceyed01
279,1970-71,26,PTC,ABA,,9,57,0.6,.386,.000,.917,,,11.1,15.4,37.3,16.5,,-0.1,0.1,0.0,-0.008,lauriha01
280,1967-68,25,OAK,ABA,SF,54,753,17.9,.551,.022,.507,,,10.6,3.9,11.1,18.3,,1.9,0.2,2.1,.133,leeda01
281,1968-69,26,NOB,ABA,SF,4,16,-11.4,.111,.000,.000,,,8.2,0.0,18.2,25.4,,-0.2,0.0,-0.2,-0.454,leeda01
282,1967-68,,ANA,ABA,,2,2,30.7,,,,,,21.8,59.3,,0.0,,0.0,0.0,0.0,.084,leedi01
283,1967-68,22,HSM,ABA,SF,78,2504,12.9,.442,.004,.262,,,11.3,5.2,9.3,15.7,,-0.2,3.1,2.9,.056,lentzle01
284,1968-69,23,TOT,ABA,SF,70,1129,10.0,.449,.003,.350,,,10.4,3.8,12.3,14.1,,-0.3,0.8,0.5,.021,lentzle01
285,1968-69,23,HSM,ABA,SF,44,687,10.9,.451,.005,.356,,,10.1,4.5,10.8,14.2,,-0.2,0.6,0.4,.029,lentzle01
286,1968-69,23,NYA,ABA,SF,26,442,8.6,.445,.000,.341,,,10.8,2.8,14.7,14.0,,-0.1,0.2,0.1,.008,lentzle01
287,1967-68,22,TOT,ABA,PG-SG,82,2168,9.5,.443,.045,.353,,,3.4,19.6,18.2,20.8,,0.2,1.3,1.5,.033,lieboba01
288,1967-68,22,PTP,ABA,SG,23,447,11.3,.471,.029,.290,,,3.8,17.3,19.1,24.0,,0.4,0.4,0.8,.085,lieboba01
289,1967-68,22,NJA,ABA,PG,24,707,8.9,.415,.024,.334,,,4.5,18.5,15.8,20.3,,-0.5,0.6,0.2,.013,lieboba01
290,1967-68,22,OAK,ABA,PG,35,1014,9.2,.450,.069,.401,,,2.5,21.5,19.4,19.8,,0.3,0.2,0.5,.025,lieboba01
291,1969-70,23,KEN,ABA,,3,11,10.3,.563,.250,.250,,,4.0,26.0,18.4,18.0,,0.0,0.0,0.0,.168,littlsa01
292,1967-68,22,NJA,ABA,PG,58,995,14.9,.535,.023,.570,,,4.8,13.3,14.5,18.8,,2.3,0.8,3.1,.148,lloydbo01
293,1968-69,23,NYA,ABA,PG,67,1358,13.1,.508,.057,.455,,,3.7,14.8,12.8,20.0,,1.6,0.6,2.2,.079,lloydbo01
294,1970-71,23,CAR,ABA,,14,118,17.4,.514,.000,.588,,,9.6,6.8,3.0,20.3,,0.1,0.1,0.2,.085,lloydch01
295,1967-68,23,DLC,ABA,SF,63,808,8.3,.416,.014,.277,,,9.7,7.5,11.1,17.1,,-0.5,0.3,-0.2,-0.011,lochmri01
296,1968-69,24,DLC,ABA,SF,60,950,9.4,.452,.014,.348,,,9.8,8.6,13.5,14.9,,-0.2,0.6,0.4,.022,lochmri01
297,1969-70,25,DLC,ABA,SF,47,447,11.6,.468,.048,.271,,,9.4,11.7,14.3,17.5,,0.0,0.3,0.3,.036,lochmri01
298,1968-69,22,OAK,ABA,PG,76,1751,15.0,.549,.006,.550,,,7.2,13.8,17.9,20.5,,3.7,1.5,5.2,.142,loganhe01
299,1969-70,23,WSA,ABA,SG,32,659,10.3,.479,.011,.472,,,5.9,11.9,16.2,20.9,,0.2,0.2,0.4,.029,loganhe01
300,1967-68,23,DET,NBA,SG,16,93,16.6,.495,,.294,,,,18.4,,,,0.1,0.1,0.2,.095,longpa01
301,1968-69,24,KEN,ABA,SG,9,82,-0.7,.355,.000,.525,,,4.8,19.9,23.3,29.0,,-0.3,0.1,-0.2,-0.102,longpa01
302,1969-70,25,DET,NBA,SG,25,130,16.9,.527,,.613,,,,19.2,,,,0.2,0.1,0.3,.110,longpa01
303,1970-71,26,BUF,NBA,SG,30,213,18.4,.513,,.200,,,6.6,19.7,,,,0.4,0.1,0.5,.118,longpa01
304,1967-68,,DNR,ABA,,7,39,-0.2,.414,.059,.471,,,6.0,0.0,19.6,25.2,,0.0,0.0,0.0,-0.011,lynamrb01
305,1969-70,26,TOT,ABA,SF,52,779,9.1,.423,.011,.269,,,14.1,7.2,18.1,17.4,,-0.7,0.8,0.1,.007,lynnlo01
306,1969-70,26,DNR,ABA,SF,12,140,12.9,.468,.000,.261,,,15.7,3.7,12.0,15.4,,0.0,0.2,0.2,.079,lynnlo01
307,1969-70,26,PTP,ABA,SF,40,639,8.3,.414,.013,.271,,,13.8,7.9,19.2,17.9,,-0.7,0.6,-0.1,-0.009,lynnlo01
308,,22,KEN,ABA,SF,75,2325,15.3,.486,.002,.470,,,12.8,8.5,17.5,20.9,,2.6,3.1,5.7,.119,mahafra01
309,1968-69,23,TOT,ABA,PF,79,2353,10.3,.480,.002,.397,,,10.8,6.1,20.0,18.9,,0.9,1.7,2.6,.053,mahafra01
310,1968-69,23,KEN,ABA,PF,31,759,7.3,.460,.004,.402,,,10.5,6.5,24.1,19.0,,0.0,0.9,0.9,.054,mahafra01
311,1968-69,23,NYA,ABA,PF,48,1594,11.7,.489,.002,.395,,,10.9,5.9,18.0,18.9,,0.9,0.8,1.8,.053,mahafra01
312,1969-70,24,CAR,ABA,PF,84,2558,11.7,.491,.005,.345,,,12.4,9.0,20.2,17.6,,1.3,3.4,4.7,.088,mahafra01
313,1970-71,25,CAR,ABA,PF,83,2353,12.2,.517,.010,.302,,,11.9,6.3,15.9,16.4,,2.0,1.7,3.7,.075,mahafra01
314,1967-68,23,HSM,ABA,SF,59,1107,15.3,.449,.012,.396,,,12.2,5.3,8.2,22.0,,0.1,1.4,1.5,.066,mannigu01
315,1968-69,24,HSM,ABA,SF,14,167,6.1,.337,.021,.389,,,10.7,1.8,9.7,26.6,,-0.7,0.1,-0.6,-0.173,mannigu01
316,1967-68,24,NJA,ABA,PF,51,656,7.3,.412,.011,.296,,,13.1,5.7,16.7,14.1,,-0.4,0.7,0.3,.020,mathijo01
317,1962-63,23,CHZ,NBA,C,60,590,21.5,.545,,.337,,,,,,,,2.0,0.2,2.2,.176,mcgilbi01
318,1963-64,24,TOT,NBA,C,74,1784,18.7,.526,,.301,,,,,,,,4.5,0.2,4.6,.124,mcgilbi01
319,1963-64,24,BAL,NBA,C,6,47,21.0,.537,,.458,,,,,,,,0.1,0.0,0.2,.175,mcgilbi01
320,1963-64,24,NYK,NBA,C,68,1737,18.7,.526,,.297,,,,,,,,4.3,0.1,4.5,.123,mcgilbi01
321,1964-65,25,TOT,NBA,C,24,133,8.3,.379,,.262,,,,9.8,,,,-0.3,0.1,-0.1,-0.040,mcgilbi01
322,1964-65,25,STL,NBA,C,16,96,7.5,.384,,.356,,,,8.9,,,,-0.2,0.1,-0.1,-0.027,mcgilbi01
323,1964-65,25,LAL,NBA,C,8,37,10.3,.367,,.050,,,,12.1,,,,-0.1,0.0,-0.1,-0.073,mcgilbi01
324,1968-69,29,DNR,ABA,C,78,1760,19.7,.582,.000,.354,,,11.9,8.6,14.8,21.5,,5.3,1.7,7.1,.193,mcgilbi01
325,1969-70,30,TOT,ABA,C,59,830,18.0,.575,.000,.293,,,11.3,11.0,16.8,22.1,,2.4,0.8,3.1,.181,mcgilbi01
326,1969-70,30,LAS,ABA,C,27,492,20.7,.597,.000,.272,,,10.6,10.0,13.9,22.7,,1.8,0.5,2.2,.219,mcgilbi01
327,1969-70,30,PTP,ABA,C,8,157,18.4,.551,.000,.276,,,10.5,12.5,17.4,23.7,,0.4,0.1,0.5,.156,mcgilbi01
328,1969-70,30,DLC,ABA,C,24,181,10.5,.524,.000,.393,,,13.8,12.3,25.1,19.0,,0.2,0.2,0.4,.098,mcgilbi01
329,1967-68,25,DLC,ABA,C,20,369,12.7,.563,.000,.697,,,14.6,0.7,15.3,14.3,,0.8,0.2,0.9,.120,mcgriel01
330,1968-69,26,TOT,ABA,C,36,495,12.8,.491,.006,.526,,,13.2,2.3,13.2,18.5,,0.3,0.4,0.7,.067,mcgriel01
331,1968-69,26,DLC,ABA,C,24,377,14.2,.492,.007,.479,,,13.4,2.4,12.0,20.2,,0.3,0.2,0.5,.064,mcgriel01
332,1968-69,26,NOB,ABA,C,3,11,10.6,.400,.000,.000,,,15.9,0.0,16.7,20.1,,0.0,0.0,0.0,-0.011,mcgriel01
333,1968-69,26,KEN,ABA,C,9,107,8.3,.503,.000,1.000,,,12.2,2.4,19.6,12.4,,0.1,0.1,0.2,.084,mcgriel01
334,1967-68,25,DLC,ABA,PG,58,2175,9.4,.459,.021,.393,,,5.9,14.9,19.9,21.4,,1.0,0.9,1.8,.041,mcharma01
335,1968-69,26,TOT,ABA,PG-SG,76,2148,10.4,.474,.028,.344,,,4.5,17.9,19.5,23.2,,0.8,1.6,2.4,.053,mcharma01
336,1968-69,26,NYA,ABA,SG,24,645,9.9,.474,.015,.402,,,5.3,17.6,20.4,22.2,,0.2,0.3,0.6,.042,mcharma01
337,1968-69,26,MMF,ABA,PG,52,1503,10.7,.473,.033,.322,,,4.2,18.0,19.2,23.6,,0.5,1.3,1.8,.058,mcharma01
338,1969-70,27,TOT,ABA,SG-PG,55,992,7.3,.465,.093,.335,,,5.1,19.0,25.1,21.6,,0.1,0.8,0.8,.039,mcharma01
339,1969-70,27,MMF,ABA,PG,11,319,4.1,.413,.025,.314,,,4.6,18.6,25.5,20.3,,-0.3,0.3,-0.1,-0.011,mcharma01
340,1969-70,27,PTP,ABA,SG,17,380,8.5,.504,.038,.394,,,4.4,18.9,27.6,20.2,,0.3,0.3,0.6,.078,mcharma01
341,1969-70,27,DLC,ABA,SG,27,293,9.2,.471,.203,.297,,,6.6,19.4,22.0,24.6,,0.1,0.2,0.3,.043,mcharma01
342,1967-68,24,NJA,ABA,SF,21,451,9.8,.409,.005,.310,,,9.9,3.5,11.3,19.5,,-0.4,0.4,-0.1,-0.009,mcintbo01
343,1969-70,26,NYA,ABA,SF,7,94,6.9,.385,.094,.031,,,10.2,7.2,15.6,15.4,,-0.1,0.1,-0.1,-0.030,mcintbo01
344,1969-70,23,INA,ABA,,1,3,-29.8,.000,.000,.000,,,0.0,0.0,50.0,25.4,,0.0,0.0,0.0,-0.391,mckeeje01
345,,23,HSM,ABA,C,71,1756,12.0,.413,.000,.285,,,13.7,7.1,11.3,19.0,,-1.5,2.6,1.1,.031,menyade01
346,1967-68,24,PTP,ABA,,7,45,11.8,.481,.000,.091,,,4.7,3.5,8.0,20.6,,0.0,0.0,0.1,.074,meyerbi01
347,1967-68,24,STL,NBA,SF,8,52,-0.8,.293,,.226,,,,2.6,,,,-0.3,0.0,-0.3,-0.263,milleja01
348,1968-69,25,TOT,TOT,SF,55,769,12.3,.482,.000,.500,,,6.7,5.4,14.1,24.4,,0.4,0.5,0.9,.058,milleja01
349,1968-69,25,MIL,NBA,SF,3,27,1.5,.344,,.700,,,,0.0,,,,-0.1,0.0,-0.1,-0.127,milleja01
350,1968-69,25,LAS,ABA,SF,11,248,11.8,.445,.000,.504,,,5.9,5.4,9.3,25.3,,-0.1,0.1,0.0,-0.009,milleja01
