,season,school_name,conf_abbr,g,gs,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_40,id,cbb_id
1433,1993-94,Michigan,Big Ten,30,,1020,.578,.558,.015,.322,,,,,,,,12.6,,,,,,,howarju01,juwan-howard-1
1434,2007-08,UT-Martin,OVC,33,32,1219,.599,.563,.510,.270,,,,11.6,28.4,,1.2,15.1,32.6,,4.8,2.1,6.9,.227,hudsole01,lester-hudson-1
1435,2008-09,UT-Martin,OVC,32,32,1153,.566,.525,.429,.241,,,,12.2,27.5,,1.2,12.0,36.4,,4.3,3.3,7.6,.263,hudsole01,lester-hudson-1
1436,1994-95,Missouri,Big 8,2,,20,.457,.450,.600,.200,,,,,,,,8.4,,,,,,,hudsotr01,troy-hudson-1
1437,1995-96,Southern Illinois,MVC,25,20,812,.525,.491,.538,.224,,,,,,,,8.0,,,1.7,0.8,2.6,.127,hudsotr01,troy-hudson-1
1438,1996-97,Southern Illinois,MVC,30,28,1075,.544,.517,.678,.180,,,,,,,,12.5,,,2.7,0.7,3.4,.127,hudsotr01,troy-hudson-1
1439,1995-96,Central Michigan,MAC,20,,532,.633,.606,.078,.332,,,,,,,,,,,2.1,0.1,2.3,.172,huffmna01,nate-huffman-1
1440,1996-97,Central Michigan,MAC,26,,770,.653,.617,.180,.648,,,,,,,,,,,3.5,-0.6,2.9,.150,huffmna01,nate-huffman-1
1441,1997-98,Saint Louis,CUSA,32,,,.505,.454,.269,.481,,,,,,,,,,,1.8,2.5,4.3,,hughela01,larry-hughes-1
1442,1997-98,Oklahoma,Big 12,32,,,.503,.482,.004,.583,,,,,,,,,,,0.7,2.6,3.2,,humphry01,ryan-humphrey-1
1443,1998-99,Oklahoma,Big 12,31,,831,.496,.502,.000,.505,,,,,,,,15.0,,,0.8,4.0,4.8,.231,humphry01,ryan-humphrey-1
1444,2000-01,Notre Dame,Big East,29,29,863,.518,.512,.046,.426,,,,,,,,16.1,,,1.1,2.8,3.9,.181,humphry01,ryan-humphrey-1
1445,2001-02,Notre Dame,Big East,31,31,1103,.516,.493,.013,.432,,,,,,,,11.9,,,1.6,4.3,5.9,.215,humphry01,ryan-humphrey-1
1446,2003-04,Minnesota,Big Ten,29,28,990,.518,.461,.100,.460,,,,17.2,5.1,,2.4,11.9,34.6,,1.8,1.7,3.5,.140,humphkr01,kris-humphries-1
1447,1999-00,Ohio,MAC,33,,905,.526,.514,.007,.476,,,,,,,,20.4,,,1.3,1.3,2.6,.115,huntebr01,brandon-hunter-1
1448,2000-01,Ohio,MAC,30,30,988,.561,.514,.025,.763,,,,,,,,19.5,,,2.6,1.5,4.1,.166,huntebr01,brandon-hunter-1
1449,2001-02,Ohio,MAC,26,26,842,.550,.528,.206,.551,,,,16.8,14.8,,2.2,17.3,29.4,,1.9,1.1,3.0,.143,huntebr01,brandon-hunter-1
1450,2002-03,Ohio,MAC,30,30,1146,.561,.536,.089,.807,,,,,,,,15.8,,,3.0,0.7,3.7,.129,huntebr01,brandon-hunter-1
1451,2002-03,Michigan,Big Ten,30,4,613,.497,.449,.016,.598,,,,10.1,4.9,,4.2,17.3,16.4,,0.3,1.3,1.6,.104,huntech01,chris-hunter-1
1452,2003-04,Michigan,Big Ten,22,5,332,.607,.529,.162,.676,,,,,,,,20.4,,,0.8,0.8,1.6,.195,huntech01,chris-hunter-1
1453,2004-05,Michigan,Big Ten,23,11,433,.584,.527,.208,.497,,,,11.6,10.8,,1.9,21.7,29.6,,1.4,0.4,1.8,.164,huntech01,chris-hunter-1
1454,2005-06,Michigan,Big Ten,30,7,555,.545,.492,.332,.374,,,,13.2,4.1,,4.0,16.7,25.3,,1.0,0.9,1.9,.137,huntech01,chris-hunter-1
1455,1988-89,Alcorn State,SWAC,27,,624,.432,.404,.118,.180,,,,,,,,29.0,,,,,,,hunteli01,lindsey-hunter-1
1456,1990-91,Jackson State,SWAC,30,,1042,.508,.486,.420,.211,,,,,,,,12.9,,,,,,,hunteli01,lindsey-hunter-1
1457,1991-92,Jackson State,SWAC,28,,960,.510,.490,.425,.260,,,,,,,,13.9,,,,,,,hunteli01,lindsey-hunter-1
1458,1992-93,Jackson State,SWAC,34,,1152,.520,.484,.422,.259,,,,,,,,9.7,,,,,,,hunteli01,lindsey-hunter-1
1459,2006-07,Ohio State,Big Ten,39,8,680,.590,.566,.031,.396,,,,,,,,11.7,,,1.3,2.3,3.6,.211,hunteot01,othello-hunter-1
1460,2007-08,Ohio State,Big Ten,37,37,1009,.596,.600,.030,.332,,,,,,,,14.7,,,2.3,2.8,5.2,.205,hunteot01,othello-hunter-1
1461,1999-00,DePaul,CUSA,33,,744,.604,.579,.010,.381,,,,,,,,19.7,,,1.9,2.4,4.4,.235,huntest01,steven-hunter-1
1462,2000-01,DePaul,CUSA,30,27,808,.587,.592,.000,.536,,,,,,,,13.1,,,1.9,1.6,3.5,.173,huntest01,steven-hunter-1
1463,1989-90,Duke,ACC,38,38,1268,.508,.429,.439,.546,,,,2.9,33.0,,0.1,33.5,16.7,,,,,,hurlebo01,bobby-hurley-1
1464,1990-91,Duke,ACC,39,39,1353,.570,.538,.565,.342,,,,,,,,28.1,,,,,,,hurlebo01,bobby-hurley-1
1465,1991-92,Duke,ACC,31,30,1043,.590,.537,.493,.468,,,,3.6,35.2,,0.1,23.9,20.5,,,,,,hurlebo01,bobby-hurley-1
1466,1992-93,Duke,ACC,32,32,1138,.596,.539,.560,.477,,,,4.1,36.6,,0.1,19.1,22.8,,,,,,hurlebo01,bobby-hurley-1
1467,2002-03,Arizona,Pac-10,32,4,614,.462,.406,.243,.486,,,,13.0,16.9,,1.8,18.0,19.5,,0.0,2.4,2.4,.159,iguodan01,andre-iguodala-1
1468,2003-04,Arizona,Pac-10,30,30,962,.542,.488,.242,.391,,,,14.1,23.7,,0.7,18.8,20.4,,1.4,1.5,3.0,.123,iguodan01,andre-iguodala-1
1469,1994-95,Georgetown,Big East,30,,966,.480,.424,.290,.481,,,,,,,,17.2,,,,,,,iversal01,allen-iverson-1
1470,1995-96,Georgetown,Big East,37,37,1213,.578,.547,.366,.488,,,,,,,,14.8,,,5.1,3.5,8.6,.283,iversal01,allen-iverson-1
1471,2000-01,Texas,Big 12,33,26,520,.444,.382,.141,.518,,,,,,,,29.4,,,-0.1,1.1,1.1,.081,iveyro01,royal-ivey-1
1472,2001-02,Texas,Big 12,34,34,962,.565,.521,.246,.357,,,,6.8,9.1,,0.6,14.6,18.7,,1.8,1.2,2.9,.122,iveyro01,royal-ivey-1
1473,2002-03,Texas,Big 12,33,33,826,.558,.505,.232,.433,,,,,,,,15.8,,,1.2,1.5,2.6,.128,iveyro01,royal-ivey-1
1474,2003-04,Texas,Big 12,33,33,979,.507,.472,.125,.496,,,,7.3,25.5,,0.6,14.3,17.5,,0.9,2.5,3.3,.136,iveyro01,royal-ivey-1
1475,2002-03,Georgia Tech,ACC,31,31,984,.546,.495,.282,.554,,,,,,,,28.3,,,1.4,1.6,3.0,.120,jackja01,jarrett-jack-1
1476,2003-04,Georgia Tech,ACC,38,38,1185,.579,.503,.299,.604,,,,,,,,22.1,,,2.8,2.4,5.2,.176,jackja01,jarrett-jack-1
1477,2004-05,Georgia Tech,ACC,32,31,1091,.643,.586,.326,.445,,,,7.6,26.2,,0.2,22.2,21.8,,4.0,2.1,6.1,.222,jackja01,jarrett-jack-1
1478,1995-96,Minnesota,Big Ten,25,,683,.507,.456,.336,.332,,,,,,,,14.6,,,0.9,1.5,2.4,.140,jacksbo01,bobby-jackson-1
1479,1996-97,Minnesota,Big Ten,35,,1101,.528,.477,.224,.356,,,,,,,,13.8,,,2.1,3.4,5.4,.197,jacksbo01,bobby-jackson-1
1480,2004-05,St. John's (NY),Big East,27,25,658,.416,.377,.331,.297,,,,8.5,13.0,,0.7,20.6,12.8,,-0.4,1.0,0.7,.041,jacksce01,cedric-jackson-1
1481,2005-06,St. John's (NY),Big East,27,10,649,.399,.378,.325,.447,,,,8.0,14.6,,0.6,22.0,15.1,,-0.6,1.4,0.7,.046,jacksce01,cedric-jackson-1
1482,2007-08,Cleveland State,Horizon,34,34,1058,.533,.484,.334,.541,,,,9.5,34.8,,0.7,22.8,27.8,,1.9,3.1,4.9,.186,jacksce01,cedric-jackson-1
1483,2008-09,Cleveland State,Horizon,37,37,1231,.479,.439,.313,.458,,,,10.2,33.2,,0.5,23.9,23.3,,0.6,4.4,4.9,.160,jacksce01,cedric-jackson-1
1484,2004-05,Kansas,Big 12,24,1,168,.566,.548,.000,.774,,,,13.5,3.2,,1.3,17.5,15.4,,0.2,0.3,0.6,.135,jacksda01,darnell-jackson-1
1485,2005-06,Kansas,Big 12,23,0,351,.564,.505,.000,.505,,,,17.4,4.2,,0.6,16.9,21.0,,0.7,1.0,1.7,.197,jacksda01,darnell-jackson-1
1486,2006-07,Kansas,Big 12,38,3,583,.589,.550,.000,.791,,,,18.4,3.7,,2.6,18.0,18.0,,1.2,2.1,3.3,.226,jacksda01,darnell-jackson-1
1487,2007-08,Kansas,Big 12,40,35,971,.650,.630,.022,.546,,,,,,,,12.9,,,3.5,2.8,6.3,.259,jacksda01,darnell-jackson-1
1488,2000-01,Oregon,Pac-10,28,6,506,.527,.477,.291,.424,,,,,,,,18.8,,,0.7,0.6,1.3,.101,jackslu02,luke-jackson-1
1489,2001-02,Oregon,Pac-10,35,35,1069,.583,.513,.278,.446,,,,,,,,12.1,,,3.1,1.6,4.7,.175,jackslu02,luke-jackson-1
1490,2002-03,Oregon,Pac-10,32,30,1018,.565,.500,.266,.392,,,,12.0,21.1,,0.7,15.8,24.5,,2.4,1.9,4.2,.167,jackslu02,luke-jackson-1
1491,2003-04,Oregon,Pac-10,31,31,1072,.631,.573,.386,.440,,,,,,,,15.2,,,4.7,0.8,5.5,.206,jackslu02,luke-jackson-1
1492,1993-94,VCU,Metro,22,,277,.468,.442,.000,.404,,,,,,,,18.4,,,,,,,jacksma02,marc-jackson-1
1493,1995-96,Temple,A-10,32,,1117,.523,.479,.010,.518,,,,,,,,15.4,,,2.0,2.7,4.7,.170,jacksma02,marc-jackson-1
1494,1996-97,Temple,A-10,31,,1201,.546,.481,.016,.527,,,,,,,,11.6,,,2.5,3.5,6.1,.202,jacksma02,marc-jackson-1
1495,1995-96,Florida State,ACC,24,15,630,.535,.511,.078,.378,,,,,,,,14.2,,,0.8,0.9,1.7,.110,jacksra02,randell-jackson-1
1496,1996-97,Florida State,ACC,31,,879,.482,.457,.059,.360,,,,,,,,,,,0.4,2.5,2.9,.133,jacksra02,randell-jackson-1
1497,1997-98,Florida State,ACC,31,,,.532,.492,.061,.376,,,,,,,,,,,1.5,1.5,3.0,,jacksra02,randell-jackson-1
1498,1989-90,Alabama-Birmingham,Sun Belt,31,5,492,.452,.467,.050,.183,,,,,,,,22.6,,,,,,,jacksst01,stanley-jackson-1
1499,1990-91,Alabama-Birmingham,Sun Belt,31,,858,.531,.502,.070,.202,,,,,,,,,,,,,,,jacksst01,stanley-jackson-1
1500,1991-92,Alabama-Birmingham,GMWC,29,29,817,.580,.545,.384,.302,,,,,,,,13.7,,,,,,,jacksst01,stanley-jackson-1
1501,1992-93,Alabama-Birmingham,GMWC,35,28,1040,.511,.474,.351,.236,,,,,,,,10.9,,,,,,,jacksst01,stanley-jackson-1
1502,1999-00,Stanford,Pac-10,31,,883,.619,.591,.570,.456,,,,,,,,13.2,,,3.4,1.3,4.7,.212,jacobca01,casey-jacobsen-1
1503,2000-01,Stanford,Pac-10,34,34,1079,.650,.613,.445,.388,,,,,,,,12.1,,,4.7,1.3,6.0,.221,jacobca01,casey-jacobsen-1
1504,2001-02,Stanford,Pac-10,30,30,1058,.570,.510,.370,.510,,,,6.9,20.8,,0.2,11.2,28.5,,3.2,1.2,4.4,.167,jacobca01,casey-jacobsen-1
1505,1994-95,Minnesota,Big Ten,31,,589,.531,.508,.268,.288,,,,,,,,16.4,,,,,,,jacobsa01,sam-jacobson-1
1506,1995-96,Minnesota,Big Ten,32,,853,.520,.480,.340,.274,,,,,,,,17.6,,,1.4,1.7,3.1,.145,jacobsa01,sam-jacobson-1
1507,1996-97,Minnesota,Big Ten,35,,847,.542,.532,.377,.163,,,,,,,,14.8,,,2.1,1.9,4.0,.189,jacobsa01,sam-jacobson-1
1508,1997-98,Minnesota,Big Ten,32,,,.508,.473,.293,.283,,,,,,,,,,,1.5,1.3,2.9,,jacobsa01,sam-jacobson-1
1509,2006-07,Texas,Big 12,35,35,908,.522,.495,.055,.552,,,,14.8,6.3,,3.1,17.0,16.2,,0.7,2.3,3.0,.133,jamesda01,damion-james-1
1510,2007-08,Texas,Big 12,38,36,1185,.518,.506,.220,.322,,,,,,,,10.9,,,1.3,4.4,5.8,.195,jamesda01,damion-james-1
1511,2008-09,Texas,Big 12,35,35,1034,.532,.500,.198,.357,,,,17.2,10.0,,2.3,13.5,27.7,,2.0,3.4,5.4,.208,jamesda01,damion-james-1
1512,2009-10,Texas,Big 12,34,34,1029,.578,.544,.224,.549,564,11.0,23.9,17.6,6.1,3.0,3.6,11.6,26.3,,3.8,2.7,6.5,.252,jamesda01,damion-james-1
1513,1995-96,Florida A&M,MEAC,27,,685,.453,.448,.003,.476,,,,,,,,18.5,,,-0.2,2.3,2.1,.124,jamesje01,jerome-james-1
1514,1996-97,Florida A&M,MEAC,27,,706,.540,.530,.003,.440,,,,,,,,19.5,,,1.8,1.1,2.9,.162,jamesje01,jerome-james-1
1515,1997-98,Florida A&M,MEAC,27,,,.516,.500,.000,.522,,,,,,,,,,,1.6,2.8,4.4,,jamesje01,jerome-james-1
1516,1994-95,Duquesne,A-10,27,,381,.483,.451,.106,.285,,,,,,,,,,,,,,,jamesmi01,mike-james-1
1517,1995-96,Duquesne,A-10,27,,843,.520,.480,.060,.340,,,,,,,,,,,1.2,0.6,1.8,.087,jamesmi01,mike-james-1
1518,1996-97,Duquesne,A-10,27,,862,.502,.471,.206,.258,,,,,,,,,,,0.9,0.6,1.5,.069,jamesmi01,mike-james-1
1519,1997-98,Duquesne,A-10,30,,,.532,.502,.415,.246,,,,,,,,,,,1.9,0.7,2.6,,jamesmi01,mike-james-1
1520,1995-96,Miami (FL),Big East,28,,625,.539,.534,.027,.385,,,,,,,,15.5,,,1.2,2.0,3.2,.205,jamesti01,tim-james-1
1521,1996-97,Miami (FL),Big East,29,,900,.463,.437,.021,.316,,,,,,,,15.5,,,0.1,3.1,3.2,.141,jamesti01,tim-james-1
1522,1997-98,Miami (FL),Big East,28,,,.524,.491,.045,.380,,,,,,,,,,,1.6,3.2,4.8,,jamesti01,tim-james-1
1523,1998-99,Miami (FL),Big East,30,,956,.526,.490,.091,.366,,,,,,,,15.5,,,2.0,2.8,4.8,.199,jamesti01,tim-james-1
1524,1995-96,UNC,ACC,32,29,1052,.611,.624,.003,.484,,,,,,,,13.0,,,3.1,1.7,4.8,.183,jamisan01,antawn-jamison-1
1525,1996-97,UNC,ACC,35,,1199,.564,.546,.022,.409,,,,,,,,9.6,,,3.4,2.8,6.2,.205,jamisan01,antawn-jamison-1
1526,1997-98,UNC,ACC,37,,,.607,.584,.027,.505,,,,,,,,,,,5.3,3.0,8.3,,jamisan01,antawn-jamison-1
1527,1995-96,Clemson,ACC,29,6,697,.561,.519,.000,1.015,,,,,,,,18.2,,,1.2,1.9,3.1,.177,jamisha01,harold-jamison-1
1528,1996-97,Clemson,ACC,33,22,856,.597,.597,.000,.779,,,,,,,,17.9,,,1.8,2.6,4.4,.206,jamisha01,harold-jamison-1
1529,1997-98,Clemson,ACC,32,12,,.569,.592,.000,.766,,,,,,,,,,,1.7,2.0,3.7,,jamisha01,harold-jamison-1
1530,1998-99,Clemson,ACC,35,,1017,.642,.674,.000,.729,,,,,,,,18.1,,,3.7,2.3,6.0,.235,jamisha01,harold-jamison-1
1531,1994-95,Maryland,ACC,29,0,177,.594,.554,.569,.323,,,,,,,,17.6,,,,,,,jasiksa01,sarunas-jasikevicius-1
1532,1995-96,Maryland,ACC,27,3,261,.538,.539,.494,.225,,,,,,,,17.6,,,0.4,0.3,0.7,.102,jasiksa01,sarunas-jasikevicius-1
1533,1996-97,Maryland,ACC,32,,928,.533,.495,.476,.324,,,,,,,,,,,1.4,1.3,2.7,.116,jasiksa01,sarunas-jasikevicius-1
1534,1997-98,Maryland,ACC,32,,,.587,.557,.510,.294,,,,,,,,,,,2.3,1.2,3.5,,jasiksa01,sarunas-jasikevicius-1
1535,1998-99,Arkansas,SEC,34,21,720,.493,.491,.301,.336,,,,9.1,8.4,1.9,6.5,20.1,21.0,,0.5,2.0,2.5,.141,jeffech01,chris-jefferies-1
1536,2000-01,Fresno State,WAC,33,33,1014,.553,.516,.424,.453,,,,,,,,16.2,,,2.1,1.9,4.1,.160,jeffech01,chris-jefferies-1
1537,2001-02,Fresno State,WAC,21,21,726,.529,.495,.440,.527,,,,,,,,12.9,,,1.3,1.3,2.6,.142,jeffech01,chris-jefferies-1
1538,2005-06,UIC,Horizon,31,30,1001,.502,.488,.000,.526,,,,,,,,19.3,,,0.8,1.8,2.6,.103,jeffeot01,othyus-jeffers-1
1539,2006-07,UIC,Horizon,32,32,1055,.517,.471,.031,.524,,,,,,,,16.2,,,1.3,2.0,3.3,.125,jeffeot01,othyus-jeffers-1
1540,2004-05,Arkansas,SEC,30,4,495,.485,.430,.390,.540,,,,7.4,22.5,,0.3,30.1,18.1,,0.2,0.9,1.2,.093,jeffedo01,dontell-jefferson-1
1541,2005-06,Arkansas,SEC,32,24,730,.495,.447,.306,.471,,,,7.8,32.2,,1.5,40.6,11.9,,0.3,2.0,2.3,.125,jeffedo01,dontell-jefferson-1
1542,1998-99,Arizona,Pac-10,28,,755,.588,.524,.157,.595,,,,,,,,20.2,,,1.8,1.1,2.9,.153,jefferi01,richard-jefferson-1
1543,1999-00,Arizona,Pac-10,21,,495,.584,.554,.240,.377,,,,,,,,21.8,,,1.4,1.2,2.6,.206,jefferi01,richard-jefferson-1
1544,2000-01,Arizona,Pac-10,35,34,961,.553,.529,.293,.358,,,,,,,,22.5,,,1.7,2.6,4.4,.182,jefferi01,richard-jefferson-1
1545,2000-01,Indiana,Big Ten,34,34,1108,.499,.458,.132,.561,,,,,,,,17.6,,,1.0,3.0,3.9,.141,jeffrja01,jared-jeffries-1
1546,2001-02,Indiana,Big Ten,36,36,1175,.529,.489,.171,.486,,,,,,,,16.7,,,2.0,3.0,5.0,.170,jeffrja01,jared-jeffries-1
1547,2002-03,Portland,WCC,28,8,628,.545,.478,.408,.527,,,,5.9,26.1,,0.0,19.6,23.0,,1.1,0.4,1.5,.096,jetereu01,pooh-jeter-1
1548,2003-04,Portland,WCC,28,26,937,.553,.504,.415,.287,,,,,,,,15.2,,,2.1,0.4,2.6,.109,jetereu01,pooh-jeter-1
1549,2004-05,Portland,WCC,30,30,1005,.562,.503,.438,.363,,,,,,,,17.3,,,2.4,0.9,3.2,.129,jetereu01,pooh-jeter-1
1550,2005-06,Portland,WCC,29,29,1045,.556,.493,.381,.374,,,,,,,,13.0,,,2.5,0.4,2.9,.109,jetereu01,pooh-jeter-1
1551,1997-98,Utah,WAC,21,,,.502,.491,.228,.579,,,,,,,,,,,0.2,0.4,0.6,,johnsbr01,britton-johnsen-1
1552,2000-01,Utah,MWC,31,25,684,.533,.500,.214,.455,,,,,,,,21.4,,,1.0,1.5,2.5,.147,johnsbr01,britton-johnsen-1
1553,2001-02,Utah,MWC,30,30,836,.571,.555,.330,.542,,,,,,,,16.8,,,2.2,1.5,3.7,.175,johnsbr01,britton-johnsen-1
1554,2002-03,Utah,MWC,27,27,789,.517,.510,.256,.372,,,,14.5,16.6,,1.5,17.2,25.7,,1.0,1.8,2.8,.144,johnsbr01,britton-johnsen-1
1555,2003-04,Florida State,ACC,33,16,687,.596,.551,.005,.840,,,,,,,,25.0,,,2.0,1.5,3.5,.203,johnsal01,alexander-johnson-1
1556,2004-05,Florida State,ACC,30,29,525,.492,.464,.054,.521,,,,14.5,6.6,,2.2,24.9,26.8,,0.3,0.6,1.0,.072,johnsal01,alexander-johnson-1
1557,2005-06,Florida State,ACC,29,28,723,.606,.560,.123,.723,,,,18.4,6.0,,3.0,20.6,26.8,,2.4,2.2,4.6,.253,johnsal01,alexander-johnson-1
1558,2007-08,Nevada,WAC,33,32,1030,.576,.532,.291,.385,,,,7.3,19.5,,0.4,19.2,19.6,,2.0,1.1,3.0,.118,johnsar02,armon-johnson-1
1559,2008-09,Nevada,WAC,34,33,1097,.509,.459,.201,.328,,,,,,,,14.0,,,1.5,1.7,3.2,.116,johnsar02,armon-johnson-1
1560,2009-10,Nevada,WAC,34,34,1172,.537,.515,.161,.267,574,2.6,8.0,5.5,30.4,1.4,0.9,18.6,25.7,,2.5,0.5,3.0,.104,johnsar02,armon-johnson-1
1561,2003-04,Alabama-Birmingham,CUSA,32,22,767,.557,.526,.552,.371,,,,4.0,28.6,,0.0,20.4,10.4,,0.8,1.4,2.2,.117,johnsca01,carldell-johnson-1
1562,2004-05,Alabama-Birmingham,CUSA,33,32,1017,.472,.444,.481,.206,,,,3.7,24.0,,0.1,24.2,10.8,,0.2,1.3,1.5,.058,johnsca01,carldell-johnson-1
1563,2005-06,Alabama-Birmingham,CUSA,31,31,974,.557,.540,.457,.176,,,,5.3,34.4,,0.0,23.3,13.3,,1.2,2.1,3.3,.137,johnsca01,carldell-johnson-1
1564,2005-06,LSU,SEC,10,0,43,.343,.333,.333,.111,,,,9.0,13.1,,4.7,24.0,27.9,,-0.1,0.1,0.0,.007,johnsch03,chris-johnson-2
1565,2006-07,LSU,SEC,18,2,122,.601,.593,.140,.256,,,,13.7,5.8,,7.0,14.2,23.8,,0.4,0.5,0.8,.275,johnsch03,chris-johnson-2
1566,2007-08,LSU,SEC,25,22,746,.596,.560,.226,.249,,,,12.1,5.7,,5.8,19.8,20.4,,1.8,1.6,3.4,.183,johnsch03,chris-johnson-2
1567,2008-09,LSU,SEC,35,35,883,.499,.456,.021,.318,,,,15.8,8.5,,8.3,17.3,18.3,,0.5,3.6,4.1,.188,johnsch03,chris-johnson-2
1568,1994-95,Charlotte,Metro,28,,495,.538,.503,.010,.347,,,,,,,,9.6,,,,,,,johnsde02,demarco-johnson-1
1569,1995-96,Charlotte,CUSA,29,,963,.536,.505,.058,.397,,,,,,,,10.6,,,2.1,2.5,4.6,.190,johnsde02,demarco-johnson-1
1570,1996-97,Charlotte,CUSA,31,,1038,.555,.483,.086,.549,,,,,,,,12.6,,,2.9,2.7,5.7,.219,johnsde02,demarco-johnson-1
1571,1997-98,Charlotte,CUSA,31,,,.571,.520,.105,.429,,,,,,,,,,,3.5,2.8,6.3,,johnsde02,demarco-johnson-1
1572,1999-00,Cincinnati,CUSA,32,,879,.594,.567,.478,.324,,,,,,,,12.0,,,2.6,2.2,4.8,.218,johnsde03,dermarr-johnson-1
1573,1989-90,New Orleans,ASC,32,,757,.581,.579,.000,.393,,,,,,,,18.9,,,,,,,johnser02,ervin-johnson-1
1574,1990-91,New Orleans,ASC,30,,899,.571,.572,.000,.382,,,,,,,,15.2,,,,,,,johnser02,ervin-johnson-1
1575,1991-92,New Orleans,Sun Belt,32,32,1073,.618,.584,.000,.539,,,,,,,,16.6,,,,,,,johnser02,ervin-johnson-1
1576,1992-93,New Orleans,Sun Belt,29,,965,.637,.619,.000,.521,,,,,,,,15.0,,,,,,,johnser02,ervin-johnson-1
1577,2005-06,Oregon,Pac-10,28,6,452,.529,.500,.024,.433,,,,12.4,6.0,,1.3,19.2,28.5,,0.7,1.0,1.7,.153,johnsiv01,ivan-johnson-1
1578,2007-08,Wake Forest,ACC,30,28,875,.557,.528,.297,.353,,,,15.2,9.2,,3.3,16.5,25.7,,1.9,2.7,4.7,.213,johnsja01,james-johnson-2
1579,2008-09,Wake Forest,ACC,31,31,946,.593,.574,.200,.287,,,,,,,,15.9,,,2.7,2.6,5.3,.224,johnsja01,james-johnson-2
1580,1999-00,Arkansas,SEC,23,14,732,.542,.510,.252,.262,,,,,,,,15.4,,,1.6,1.7,3.3,.178,johnsjo02,joe-johnson-1
1581,2000-01,Arkansas,SEC,30,27,873,.549,.519,.228,.263,,,,,,,,15.2,,,1.8,2.3,4.1,.186,johnsjo02,joe-johnson-1
1582,1997-98,Ohio State,Big Ten,30,,,.516,.488,.000,.451,,,,,,,,,,,0.6,0.8,1.4,,johnske03,ken-johnson-2
1583,1998-99,Ohio State,Big Ten,36,,951,.520,.521,.000,.383,,,,,,,,14.9,,,0.7,4.3,5.0,.212,johnske03,ken-johnson-2
1584,1999-00,Ohio State,Big Ten,30,,885,.573,.553,.000,.435,,,,,,,,14.6,,,1.4,4.6,6.0,.270,johnske03,ken-johnson-2
1585,2000-01,Ohio State,Big Ten,31,31,916,.612,.578,.000,.538,,,,,,,,18.8,,,2.7,3.5,6.2,.272,johnske03,ken-johnson-2
1586,1998-99,Tulane,CUSA,25,,205,.378,.359,.174,.435,,,,,,,,,,,-0.2,0.6,0.3,.063,johnsli01,linton-johnson-1
1587,1999-00,Tulane,CUSA,31,,350,.526,.493,.074,.456,,,,,,,,,,,0.3,1.0,1.4,.155,johnsli01,linton-johnson-1
1588,2000-01,Tulane,CUSA,30,27,1018,.577,.558,.267,.290,,,,,,,,19.7,,,2.0,0.6,2.6,.102,johnsli01,linton-johnson-1
1589,2001-02,Tulane,CUSA,21,4,500,.495,.475,.313,.140,,,,15.3,9.2,,2.7,12.8,20.7,,0.3,0.9,1.2,.097,johnsli01,linton-johnson-1
1590,2003-04,Alcorn State,SWAC,29,26,834,.541,.484,.336,.430,,,,5.1,21.5,,0.0,19.5,21.5,,1.4,0.1,1.5,.070,johnstr01,trey-johnson-1
1591,2005-06,Jackson State,SWAC,32,31,1114,.560,.515,.271,.414,,,,,,,,11.4,,,3.5,1.3,4.8,.171,johnstr01,trey-johnson-1
1592,2006-07,Jackson State,SWAC,35,35,1323,.521,.466,.315,.440,,,,,,,,12.3,,,2.5,1.2,3.8,.115,johnstr01,trey-johnson-1
1593,2006-07,Iowa State,Big 12,31,30,983,.530,.495,.344,.281,,,,,,,,14.7,,,1.3,2.4,3.7,.150,johnswe01,wes-johnson-1
1594,2007-08,Iowa State,Big 12,27,25,730,.516,.477,.490,.267,,,,8.4,13.4,,1.1,14.9,28.0,,0.9,1.1,2.0,.110,johnswe01,wes-johnson-1
1595,2009-10,Syracuse,Big East,35,35,1224,.600,.564,.299,.352,538,7.6,18.3,13.5,11.1,2.7,5.7,14.4,22.1,,3.7,2.9,6.6,.215,johnswe01,wes-johnson-1
1596,1997-98,Georgia Tech,ACC,33,,,.519,.497,.006,.714,,,,,,,,,,,0.7,3.0,3.6,,jonesal01,alvin-jones-1
1597,1998-99,Georgia Tech,ACC,31,,1085,.530,.523,.000,.726,,,,,,,,17.7,,,1.5,1.9,3.4,.126,jonesal01,alvin-jones-1
1598,1999-00,Georgia Tech,ACC,30,,911,.503,.444,.005,.873,,,,,,,,25.4,,,0.7,2.2,2.9,.127,jonesal01,alvin-jones-1
1599,2000-01,Georgia Tech,ACC,30,30,875,.522,.482,.007,.802,,,,,,,,19.0,,,1.2,3.3,4.5,.207,jonesal01,alvin-jones-1
1600,1989-90,Kansas State,Big 8,31,,715,.444,.420,.060,.216,,,,,,,,,,,,,,,jonesas01,askia-jones-1
1601,1991-92,Kansas State,Big 8,30,30,864,.586,.555,.552,.255,,,,,,,,13.2,,,,,,,jonesas01,askia-jones-1
1602,1992-93,Kansas State,Big 8,30,30,934,.519,.484,.399,.272,,,,,,,,12.8,,,,,,,jonesas01,askia-jones-1
