,season,school_name,conf_abbr,g,gs,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,id,cbb_id
501,1986-87,Memphis,Metro,34,31,979,.539,.539,.003,.317,,,,,,,,15.0,,graysy01,sylvester-gray-1
502,1987-88,Memphis,Metro,5,5,146,.569,.565,.000,.161,,,,,,,,18.3,,graysy01,sylvester-gray-1
503,1984-85,Iowa State,Big 8,33,32,1119,.560,,,.509,,,,,,,,14.7,,grayeje01,jeff-grayer-1
504,1985-86,Iowa State,Big 8,33,33,1159,.564,,,.377,,,,,,,,8.5,,grayeje01,jeff-grayer-1
505,1986-87,Iowa State,Big 8,27,27,995,.557,.512,.046,.425,,,,,,,,10.4,,grayeje01,jeff-grayer-1
506,1987-88,Iowa State,Big 8,32,32,1165,.572,.539,.102,.394,,,,,,,,9.1,,grayeje01,jeff-grayer-1
507,1988-89,Georgia,SEC,31,,998,.541,.472,.343,.525,,,,,,,,16.0,,greenli01,litterial-green-1
508,1989-90,Georgia,SEC,28,,889,.527,.480,.333,.445,,,,,,,,14.2,,greenli01,litterial-green-1
509,1990-91,Georgia,SEC,28,,839,.562,.508,.357,.444,,,,,,,,12.9,,greenli01,litterial-green-1
510,1991-92,Georgia,SEC,29,27,976,.520,.478,.319,.442,,,,,,,,12.2,,greenli01,litterial-green-1
511,1987-88,North Carolina State,ACC,7,0,89,.494,.484,.531,.094,,,,,,,,15.2,,greense01,sean-green-1
512,1988-89,Iona,MAAC,23,8,570,.475,.454,.299,.189,,,,,,,,10.7,,greense01,sean-green-1
513,1989-90,Iona,MAAC,28,,1012,.496,.474,.311,.205,,,,,,,,11.9,,greense01,sean-green-1
514,1990-91,Iona,MAAC,30,,1069,.561,.530,.282,.271,,,,,,,,10.8,,greense01,sean-green-1
515,1988-89,North Carolina State,ACC,21,0,171,.502,.440,.048,.690,,,,,,,,13.9,,guglito01,tom-gugliotta-1
516,1989-90,North Carolina State,ACC,30,29,886,.562,.547,.175,.228,,,,,,,,15.4,,guglito01,tom-gugliotta-1
517,1990-91,North Carolina State,ACC,31,31,1123,.607,.597,.488,.297,,,,13.8,11.9,,2.3,14.7,18.1,guglito01,tom-gugliotta-1
518,1991-92,North Carolina State,ACC,30,30,1107,.558,.537,.436,.279,,,,,,,,15.3,,guglito01,tom-gugliotta-1
519,1984-85,Illinois,Big Ten,29,1,201,.352,,,.258,,,,,,,,11.5,,haffnsc01,scott-haffner-1
520,1986-87,Evansville,MW Coll,27,27,1010,.570,.527,.503,.230,,,,,,,,12.9,,haffnsc01,scott-haffner-1
521,1987-88,Evansville,MW Coll,29,,1017,.618,.578,.521,.307,,,,,,,,12.7,,haffnsc01,scott-haffner-1
522,1988-89,Evansville,MW Coll,31,31,1124,.678,.638,.438,.309,,,,,,,,12.1,,haffnsc01,scott-haffner-1
523,1984-85,UCLA,Pac-10,25,0,125,.416,,,.773,,,,,,,,28.5,,haleyja01,jack-haley-1
524,1985-86,UCLA,Pac-10,29,21,709,.460,,,.565,,,,,,,,22.2,,haleyja01,jack-haley-1
525,1986-87,UCLA,Pac-10,32,32,740,.513,.467,.000,.689,,,,,,,,23.6,,haleyja01,jack-haley-1
526,1985-86,Georgia Tech,ACC,34,33,1112,.645,,,.355,,,,,,,,15.9,,hammoto01,tom-hammonds-1
527,1986-87,Georgia Tech,ACC,29,29,1088,.593,.569,.000,.204,,,,,,,,15.3,,hammoto01,tom-hammonds-1
528,1987-88,Georgia Tech,ACC,30,30,1076,.609,.568,.000,.328,,,,,,,,13.7,,hammoto01,tom-hammonds-1
529,1988-89,Georgia Tech,ACC,30,30,1111,.578,.539,.006,.351,,,,,,,,9.4,,hammoto01,tom-hammonds-1
530,1987-88,Kentucky,SEC,16,0,83,.483,.353,.000,.588,,,,,,,,18.7,,hansore01,reggie-hanson-1
531,1988-89,Kentucky,SEC,29,31,932,.552,.514,.000,.342,,,,8.4,8.6,,2.5,19.6,18.1,hansore01,reggie-hanson-1
532,1989-90,Kentucky,SEC,28,28,869,.585,.550,.289,.383,,,,,,,,14.0,,hansore01,reggie-hanson-1
533,1990-91,Kentucky,SEC,28,28,824,.586,.546,.172,.529,,,,,9.8,,5.3,16.1,21.0,hansore01,reggie-hanson-1
534,1985-86,UTEP,WAC,28,,435,.570,,,.887,,,,,,,,21.1,,hardati01,tim-hardaway-1
535,1986-87,UTEP,WAC,31,30,922,.552,.509,.052,.433,,,,,,,,17.8,,hardati01,tim-hardaway-1
536,1987-88,UTEP,WAC,32,29,1036,.522,.472,.150,.367,,,,,,,,14.8,,hardati01,tim-hardaway-1
537,1988-89,UTEP,WAC,33,33,1182,.589,.548,.257,.448,,,,,,,,12.6,,hardati01,tim-hardaway-1
538,1989-90,Louisville,Metro,31,0,772,.581,.559,.040,.234,,,,,,,,13.8,,harmoje01,jerome-harmon-1
539,1985-86,Lamar,Southland,27,,398,.549,,,.584,,,,,,,,,,harrito01,tony-harris-1
540,1988-89,New Orleans,ASC,27,24,802,.606,.542,.045,.463,,,,,,,,15.9,,harrito01,tony-harris-1
541,1989-90,New Orleans,ASC,29,,914,.624,.561,.030,.590,,,,,,,,,,harrito01,tony-harris-1
542,1984-85,Bradley,MVC,30,30,1121,.613,,,.341,,,,,,,,15.0,,hawkihe01,hersey-hawkins-1
543,1985-86,Bradley,MVC,35,35,1291,.588,,,.440,,,,,,,,11.2,,hawkihe01,hersey-hawkins-1
544,1986-87,Bradley,MVC,29,29,1102,.603,.561,.190,.386,,,,,,,,13.2,,hawkihe01,hersey-hawkins-1
545,1987-88,Bradley,MVC,31,31,1202,.640,.584,.307,.465,,,,,,,,7.0,,hawkihe01,hersey-hawkins-1
546,1988-89,Texas,SWC,34,,719,.596,.566,.002,.307,,,,,,,,,,heggsal01,alvin-heggs-1
547,1989-90,Texas,SWC,34,,1014,.596,.566,.002,.307,,,,,,,,,,heggsal01,alvin-heggs-1
548,1988-89,Oklahoma,Big 8,35,,697,.569,.558,.268,.268,,,,,,,,19.5,,henrysk01,skeeter-henry-1
549,1989-90,Oklahoma,Big 8,32,32,1079,.586,.531,.225,.388,,,,,,,,14.6,,henrysk01,skeeter-henry-1
550,1986-87,Kansas State,Big 8,31,22,950,.523,.463,.337,.363,,,,,,,,23.9,,hensost01,steve-henson-1
551,1987-88,Kansas State,Big 8,34,,1243,.645,.543,.451,.652,,,,,,,,22.8,,hensost01,steve-henson-1
552,1988-89,Kansas State,Big 8,30,,1123,.603,.561,.429,.242,,,,,,,,14.8,,hensost01,steve-henson-1
553,1989-90,Kansas State,Big 8,32,,1158,.605,.560,.525,.276,,,,,,,,13.7,,hensost01,steve-henson-1
554,1988-89,Jacksonville,Sun Belt,28,,,.623,.581,.044,.519,,,,,,,,,,herreca01,carl-herrera-1
555,1989-90,Houston,SWC,33,,1023,.634,.569,.024,.643,,,,,,,,13.2,,herreca01,carl-herrera-1
556,1987-88,Michigan,Big Ten,12,0,228,.570,.552,.208,.146,,,,,,,,13.5,,higgise01,sean-higgins-1
557,1988-89,Michigan,Big Ten,34,16,782,.610,.588,.353,.224,,,,,,,,14.8,,higgise01,sean-higgins-1
558,1989-90,Michigan,Big Ten,26,19,728,.562,.541,.338,.152,,,,,,,,14.1,,higgise01,sean-higgins-1
559,1986-87,Xavier,MW Coll,31,27,881,.592,.552,.000,.727,,,,,,,,21.1,,hillty01,tyrone-hill-1
560,1987-88,Xavier,MW Coll,30,,858,.600,.557,.000,.495,,,,,,,,15.3,,hillty01,tyrone-hill-1
561,1988-89,Xavier,MW Coll,33,33,1094,.634,.606,.000,.570,,,,,,,,18.5,,hillty01,tyrone-hill-1
562,1989-90,Xavier,MW Coll,32,32,1063,.603,.581,.005,.516,,,,,,,,15.5,,hillty01,tyrone-hill-1
563,1989-90,Temple,A-10,31,,1118,.590,.541,.000,.644,,,,,,,,15.6,,hodgedo01,donald-hodge-1
564,1990-91,Temple,A-10,34,,1187,.578,.535,.000,.513,,,,,,,,13.9,,hodgedo01,donald-hodge-1
565,1983-84,Ohio State,Big Ten,29,9,541,.518,,,.263,,,,,,,,18.5,,hopsode01,dennis-hopson-1
566,1984-85,Ohio State,Big Ten,30,21,764,.528,,,.296,,,,11.2,9.5,,0.8,14.5,,hopsode01,dennis-hopson-1
567,1985-86,Ohio State,Big Ten,33,33,1148,.584,,,.356,,,,,,,,14.9,,hopsode01,dennis-hopson-1
568,1986-87,Ohio State,Big Ten,33,33,1158,.615,.569,.245,.404,,,,,,,,10.6,,hopsode01,dennis-hopson-1
569,1986-87,Miami (FL),Ind,25,23,803,.498,.477,.000,.530,,,,,,,,18.6,,horfoti01,tito-horford-1
570,1987-88,Miami (FL),Ind,30,29,963,.551,.540,.000,.387,,,,,,,,21.6,,horfoti01,tito-horford-1
571,1988-89,Alabama,SEC,31,9,590,.469,.438,.070,.319,,,,,,,,14.5,,horryro01,robert-horry-1
572,1989-90,Alabama,SEC,35,34,1022,.571,.538,.333,.296,,,,12.1,13.1,,4.9,16.1,23.2,horryro01,robert-horry-1
573,1990-91,Alabama,SEC,33,30,959,.553,.505,.331,.345,,,,,,,,17.7,,horryro01,robert-horry-1
574,1991-92,Alabama,SEC,35,35,1185,.559,.520,.288,.396,,,,,,,,17.1,,horryro01,robert-horry-1
575,1985-86,Iowa,Big Ten,30,2,382,.431,,,.481,,,,,,,,22.5,,hortoed01,ed-horton-1
576,1986-87,Iowa,Big Ten,35,24,707,.492,.465,.000,.456,,,,,,,,19.2,,hortoed01,ed-horton-1
577,1987-88,Iowa,Big Ten,34,24,794,.540,.532,.007,.389,,,,,,,,18.9,,hortoed01,ed-horton-1
578,1988-89,Iowa,Big Ten,33,33,1054,.560,.553,.013,.400,,,,,,,,19.1,,hortoed01,ed-horton-1
579,1988-89,Oklahoma State,Big 8,30,28,842,.629,.583,.000,.621,,,,,,,,19.6,,houstby01,byron-houston-1
580,1989-90,Oklahoma State,Big 8,31,30,1030,.591,.528,.017,.749,,,,,,,,17.2,,houstby01,byron-houston-1
581,1990-91,Oklahoma State,Big 8,32,32,1084,.627,.577,.009,.688,,,,,,,,14.6,,houstby01,byron-houston-1
582,1991-92,Oklahoma State,Big 8,34,34,1157,.592,.557,.169,.514,,,,,,,,15.1,,houstby01,byron-houston-1
583,1985-86,Penn State,A-10,16,11,428,.552,,,.441,,,,,,,,9.4,,hovasto01,tom-hovasse-1
584,1986-87,Penn State,A-10,27,,753,.500,.488,.300,.213,,,,,,,,,,hovasto01,tom-hovasse-1
585,1987-88,Penn State,A-10,27,,,.559,.536,.467,.171,,,,,,,,,,hovasto01,tom-hovasse-1
586,1988-89,Penn State,A-10,29,,911,.563,.529,.417,.260,,,,,,,,,,hovasto01,tom-hovasse-1
587,1986-87,North Carolina State,ACC,18,0,73,.409,.357,.000,.286,,,,,,,,20.1,,howarbr01,brian-howard-1
588,1987-88,North Carolina State,ACC,32,32,783,.550,.505,.053,.365,,,,,,,,18.1,,howarbr01,brian-howard-1
589,1988-89,North Carolina State,ACC,31,30,976,.570,.549,.160,.242,,,,,,,,11.2,,howarbr01,brian-howard-1
590,1989-90,North Carolina State,ACC,30,30,1003,.531,.506,.236,.233,,,,,,,,11.4,,howarbr01,brian-howard-1
591,1988-89,DePaul,Ind,33,22,697,.521,.470,.000,.414,,,,,,,,20.7,,howarst01,stephen-howard-1
592,1989-90,DePaul,Ind,35,,1039,.538,.461,.008,.569,,,,,,,,17.0,,howarst01,stephen-howard-1
593,1990-91,DePaul,Ind,29,,776,.593,.539,.117,.678,,,,,,,,16.9,,howarst01,stephen-howard-1
594,1991-92,DePaul,GMWC,29,26,861,.594,.525,.082,.674,,,,,,,,15.8,,howarst01,stephen-howard-1
595,1983-84,Kansas,Big 8,11,8,290,.443,,,.561,,,,,,,,35.0,,huntece01,cedric-hunter-1
596,1984-85,Kansas,Big 8,34,26,887,.550,,,.497,,,,,,,,29.6,,huntece01,cedric-hunter-1
597,1985-86,Kansas,Big 8,39,39,1217,.564,,,.550,,,,,,,,24.7,,huntece01,cedric-hunter-1
598,1986-87,Kansas,Big 8,24,34,1167,.522,.519,.022,.374,,,,,,,,21.3,,huntece01,cedric-hunter-1
599,1984-85,Arkansas,SWC,33,3,512,.495,,,.335,,,,,,,,16.3,,irvinby01,byron-irvin-1
600,1985-86,Arkansas,SWC,28,19,658,.492,,,.372,,,,,,,,15.9,,irvinby01,byron-irvin-1
601,1987-88,Missouri,Big 8,30,19,805,.614,.582,.346,.482,,,,,,,,13.2,,irvinby01,byron-irvin-1
602,1988-89,Missouri,Big 8,36,32,1166,.644,.578,.269,.607,,,,,,,,13.0,,irvinby01,byron-irvin-1
603,1986-87,Penn State,A-10,27,,292,.489,.315,.261,.891,,,,,,,,26.8,,iuzzomi01,mike-iuzzolino-1
604,1987-88,Penn State,A-10,26,,272,.648,.600,.527,.345,,,,,,,,16.9,,iuzzomi01,mike-iuzzolino-1
605,1989-90,Saint Francis (PA),NEC,27,26,982,.718,.673,.469,.475,,,,,,,,12.9,,iuzzomi01,mike-iuzzolino-1
606,1990-91,Saint Francis (PA),NEC,32,32,1169,.722,.665,.465,.580,,,,,,,,12.9,,iuzzomi01,mike-iuzzolino-1
607,1985-86,Georgetown,Big East,32,0,283,.475,,,.227,,,,,,,,18.3,,jacksja01,jaren-jackson-1
608,1986-87,Georgetown,Big East,34,0,387,.559,.527,.324,.351,,,,,,,,14.0,,jacksja01,jaren-jackson-1
609,1987-88,Georgetown,Big East,30,6,558,.505,.472,.313,.240,,,,,,,,17.7,,jacksja01,jaren-jackson-1
610,1988-89,Georgetown,Big East,34,34,923,.522,.501,.244,.252,,,,,,,,12.5,,jacksja01,jaren-jackson-1
611,1989-90,Ohio State,Big Ten,30,30,1035,.556,.526,.152,.239,,,,,,,,18.1,,jacksji01,jim-jackson-1
612,1990-91,Ohio State,Big Ten,31,31,997,.572,.536,.116,.338,,,,,,,,16.3,,jacksji01,jim-jackson-1
613,1991-92,Ohio State,Big Ten,32,32,1133,.579,.535,.202,.336,,,,,,,,14.8,,jacksji01,jim-jackson-1
614,1983-84,St. John's (NY),Big East,30,13,855,.614,,,.726,,,,,,,,35.9,,jacksma01,mark-jackson-1
615,1984-85,St. John's (NY),Big East,35,,601,.624,,,.901,,,,,,,,27.2,,jacksma01,mark-jackson-1
616,1985-86,St. John's (NY),Big East,36,36,1340,.531,,,.449,,,,,,,,18.0,,jacksma01,mark-jackson-1
617,1986-87,St. John's (NY),Big East,30,30,1184,.612,.567,.301,.398,,,,,,,,14.9,,jacksma01,mark-jackson-1
618,1985-86,Ohio,MAC,28,3,668,.603,,,.221,,,,,,,,11.4,,jamerda01,dave-jamerson-1
619,1987-88,Ohio,MAC,30,30,948,.567,.535,.293,.209,,,,,,,,12.4,,jamerda01,dave-jamerson-1
620,1988-89,Ohio,MAC,29,,1034,.594,.556,.351,.259,,,,,,,,12.6,,jamerda01,dave-jamerson-1
621,1989-90,Ohio,MAC,28,,1072,.598,.560,.468,.274,,,,,,,,8.0,,jamerda01,dave-jamerson-1
622,1987-88,ETSU,Southern,29,,1060,.626,.561,.376,.557,,,,,,,,27.4,,jennike01,keith-jennings-1
623,1988-89,ETSU,Southern,31,,1007,.658,.589,.357,.620,,,,,,,,18.1,,jennike01,keith-jennings-1
624,1989-90,ETSU,Southern,34,,1123,.722,.682,.436,.419,,,,,,,,22.4,,jennike01,keith-jennings-1
625,1990-91,ETSU,Southern,33,,1114,.747,.709,.383,.410,,,,,,,,20.7,,jennike01,keith-jennings-1
626,1988-89,Ohio State,Big Ten,30,3,439,.495,.462,.282,.298,,,,9.9,16.0,,0.4,20.3,19.3,jentch01,chris-jent-1
627,1989-90,Ohio State,Big Ten,30,30,749,.431,.408,.381,.139,,,,,,,,20.2,,jentch01,chris-jent-1
628,1990-91,Ohio State,Big Ten,31,2,670,.589,.558,.416,.247,,,,,,,,14.5,,jentch01,chris-jent-1
629,1991-92,Ohio State,Big Ten,32,32,962,.573,.547,.297,.287,,,,,,,,12.9,,jentch01,chris-jent-1
630,1986-87,Iowa,Big Ten,15,0,46,.491,.455,.000,.818,,,,,,,,24.7,,jepsele01,les-jepsen-1
631,1987-88,Iowa,Big Ten,26,0,114,.424,.389,.037,1.111,,,,,,,,10.8,,jepsele01,les-jepsen-1
632,1988-89,Iowa,Big Ten,33,30,666,.583,.564,.021,.564,,,,,,,,28.7,,jepsele01,les-jepsen-1
633,1989-90,Iowa,Big Ten,28,,818,.630,.622,.004,.695,,,,,,,,18.5,,jepsele01,les-jepsen-1
634,1984-85,Southern,SWAC,,,,,,,,,,,,,,,,,johnsav01,avery-johnson-1
635,1986-87,Southern,SWAC,31,31,1111,.483,.457,.122,.332,,,,,,,,35.5,,johnsav01,avery-johnson-1
636,1987-88,Southern,SWAC,30,,1145,.595,.580,.183,.249,,,,,,,,,,johnsav01,avery-johnson-1
637,1983-84,Michigan State,Big Ten,28,3,556,.497,,,.224,,,,3.6,11.4,,0.4,,,johnsda02,darryl-johnson-1
638,1984-85,Michigan State,Big Ten,22,4,416,.516,,,.216,,,,,,,,15.7,,johnsda02,darryl-johnson-1
639,1985-86,Michigan State,Big Ten,29,29,1038,.601,,,.170,,,,,,,,10.7,,johnsda02,darryl-johnson-1
640,1986-87,Michigan State,Big Ten,28,28,1042,.589,.543,.075,.261,,,,,,,,16.1,,johnsda02,darryl-johnson-1
641,1988-89,Syracuse,Big East,37,0,541,.484,.469,.155,.527,,,,,,,,13.0,,johnsda01,dave-johnson-1
642,1989-90,Syracuse,Big East,31,15,558,.453,.418,.132,.379,,,,,,,,9.7,,johnsda01,dave-johnson-1
643,1990-91,Syracuse,Big East,32,32,1118,.567,.541,.221,.439,,,,,,,,11.0,,johnsda01,dave-johnson-1
644,1991-92,Syracuse,Big East,32,32,1212,.527,.483,.397,.423,,,,9.9,8.5,,0.9,12.6,26.8,johnsda01,dave-johnson-1
645,1984-85,Baylor,SWC,28,14,677,.435,,,.304,,,,,,,,15.8,,johnser01,eric-johnson-1
646,1985-86,Baylor,SWC,28,,,.386,,,.159,,,,,,,,,,johnser01,eric-johnson-1
647,1987-88,Nebraska,Big 8,31,29,889,.486,.453,.134,.232,,,,,,,,26.9,,johnser01,eric-johnson-1
648,1988-89,Nebraska,Big 8,32,28,996,.540,.484,.257,.420,,,,,,,,19.2,,johnser01,eric-johnson-1
649,1983-84,Western Kentucky,Sun Belt,29,,,.645,,,.388,,,,,,,,,,johnska01,kannard-johnson-1
650,1984-85,Western Kentucky,Sun Belt,28,,,.557,,,.325,,,,,,,,,,johnska01,kannard-johnson-1
651,1985-86,Western Kentucky,Sun Belt,31,,,.513,,,.380,,,,,,,,,,johnska01,kannard-johnson-1
652,1986-87,Western Kentucky,Sun Belt,38,,,.587,.542,,.368,,,,,,,,,,johnska01,kannard-johnson-1
653,1983-84,University of California,Pac-10,28,13,773,.561,,,.542,,,,,,,,22.5,,johnske02,kevin-johnson-1
654,1984-85,University of California,Pac-10,27,25,902,.498,,,.504,,,,,,,,16.1,,johnske02,kevin-johnson-1
655,1985-86,University of California,Pac-10,29,,1024,.554,,,.451,,,,,,,,16.9,,johnske02,kevin-johnson-1
656,1986-87,University of California,Pac-10,34,33,1115,.567,.524,.276,.307,,,,,,,,15.7,,johnske02,kevin-johnson-1
657,1989-90,UNLV,Big West,40,,1259,.672,.638,.078,.538,,,,,,,,15.2,,johnsla02,larry-johnson-1
658,1990-91,UNLV,Big West,35,,1113,.711,.681,.103,.426,,,,,,,,12.2,,johnsla02,larry-johnson-1
659,1984-85,Iowa,Big Ten,27,,230,.490,,,.505,,,,,,,,,,jonesbi01,bill-jones-1
660,1985-86,Iowa,Big Ten,32,20,782,.530,,,.323,,,,,,,,16.7,,jonesbi01,bill-jones-1
661,1986-87,Iowa,Big Ten,32,0,381,.577,.539,.013,.714,,,,,,,,29.4,,jonesbi01,bill-jones-1
662,1987-88,Iowa,Big Ten,34,33,933,.607,.598,.064,.353,,,,,,,,13.7,,jonesbi01,bill-jones-1
663,1988-89,Murray State,OVC,30,1,518,.540,.489,.000,.429,,,,,,,,15.8,,jonespo01,popeye-jones-1
664,1989-90,Murray State,OVC,30,,1038,.563,.517,.078,.417,,,,,,,,12.0,,jonespo01,popeye-jones-1
665,1990-91,Murray State,OVC,33,32,1052,.532,.499,.059,.318,,,,,,,,11.8,,jonespo01,popeye-jones-1
666,1991-92,Murray State,OVC,30,29,994,.551,.496,.038,.436,,,,,,,,15.0,,jonespo01,popeye-jones-1
667,1984-85,St. John's (NY),Big East,32,,317,.570,,,.712,,,,,,,,23.3,,jonessh01,shelton-jones-1
668,1985-86,St. John's (NY),Big East,36,36,1022,.583,,,.447,,,,,,,,19.6,,jonessh01,shelton-jones-1
669,1986-87,St. John's (NY),Big East,30,30,1078,.516,.466,.006,.421,,,,,,,,12.4,,jonessh01,shelton-jones-1
670,1987-88,St. John's (NY),Big East,29,,1108,.637,.597,.018,.522,,,,,,,,15.6,,jonessh01,shelton-jones-1
671,1989-90,New Mexico State,Big West,31,,802,.474,.450,.065,.267,,,,,,,,18.8,,jordare01,reggie-jordan-1
672,1990-91,New Mexico State,Big West,29,,844,.473,.445,.143,.354,,,,,,,,13.5,,jordare01,reggie-jordan-1
673,1988-89,Oklahoma State,Big 8,23,12,572,.602,.586,.005,.479,,,,,,,,15.4,,jordath01,thomas-jordan-1
674,1988-89,Stanford,Pac-10,33,,653,.660,.633,.000,.898,,,,,,,,18.9,,keefead01,adam-keefe-1
675,1989-90,Stanford,Pac-10,30,,1065,.662,.627,.000,.737,,,,,,,,13.6,,keefead01,adam-keefe-1
676,1990-91,Stanford,Pac-10,33,,1204,.655,.611,.010,.645,,,,,,,,14.7,,keefead01,adam-keefe-1
677,1991-92,Stanford,Pac-10,29,29,1080,.610,.569,.023,.492,,,,,,,,13.8,,keefead01,adam-keefe-1
678,1983-84,Arizona,Pac-10,28,1,633,.545,,,.331,,,,,,,,16.2,,kerrst01,steve-kerr-1
679,1984-85,Arizona,Pac-10,31,,1036,.604,,,.320,,,,,,,,15.2,,kerrst01,steve-kerr-1
680,1985-86,Arizona,Pac-10,32,32,1228,.578,,,.219,,,,,,,,11.3,,kerrst01,steve-kerr-1
681,1987-88,Arizona,Pac-10,38,,1239,.782,.770,.737,.274,,,,,,,,10.6,,kerrst01,steve-kerr-1
682,1986-87,Georgia,SEC,28,0,421,.642,.618,.000,.472,,,,,,,,16.2,,kesslal01,alec-kessler-1
683,1987-88,Georgia,SEC,35,,1077,.567,.492,.000,.604,,,,,,,,14.8,,kesslal01,alec-kessler-1
684,1988-89,Georgia,SEC,31,,984,.551,.487,.002,.538,,,,,,,,12.6,,kesslal01,alec-kessler-1
685,1989-90,Georgia,SEC,29,,970,.578,.510,.087,.653,,,,,,,,16.1,,kesslal01,alec-kessler-1
686,1984-85,Southern Miss,Metro,28,12,396,.496,,,.321,,,,,,,,14.6,,keysra01,randolph-keys-1
687,1985-86,Southern Miss,Metro,29,29,923,.512,,,.197,,,,,,,,9.3,,keysra01,randolph-keys-1
688,1986-87,Southern Miss,Metro,34,34,1142,.493,.474,.097,.162,,,,,,,,8.4,,keysra01,randolph-keys-1
689,1987-88,Southern Miss,Metro,30,,978,.526,.497,.127,.224,,,,,,,,8.9,,keysra01,randolph-keys-1
690,1985-86,USC,Pac-10,28,18,694,.505,,,.279,,,,,,,,14.5,,kimblbo01,bo-kimble-1
691,1986-87,Loyola Marymount,WCAC,,,,,,,,,,,,,,,,,kimblbo01,bo-kimble-1
692,1987-88,Loyola Marymount,WCAC,26,17,683,.544,.516,.405,.214,,,,,,,,5.0,,kimblbo01,bo-kimble-1
693,1988-89,Loyola Marymount,WCAC,18,10,421,.542,.523,.363,.158,,,,,,,,10.6,,kimblbo01,bo-kimble-1
694,1989-90,Loyola Marymount,WCC,32,32,1053,.635,.590,.262,.351,,,,,,,,8.1,,kimblbo01,bo-kimble-1
695,1984-85,UCF,Ind,28,27,1047,.533,,,.297,,,,,,,,18.5,,kimbrst01,stan-kimbrough-1
696,1986-87,Xavier,MW Coll,32,32,1159,.528,.500,.228,.268,,,,,,,,16.7,,kimbrst01,stan-kimbrough-1
697,1987-88,Xavier,MW Coll,30,,969,.619,.585,.225,.298,,,,,,,,,,kimbrst01,stan-kimbrough-1
698,1988-89,Xavier,MW Coll,33,32,1178,.586,.564,.352,.229,,,,,,,,20.0,,kimbrst01,stan-kimbrough-1
699,1988-89,Wake Forest,ACC,28,23,788,.560,.540,.006,.334,,,,,,,,14.5,,kingch01,chris-king-1
700,1989-90,Wake Forest,ACC,28,26,939,.558,.548,.006,.358,,,,,,,,12.9,,kingch01,chris-king-1
701,1990-91,Wake Forest,ACC,30,29,950,.534,.512,.112,.331,,,,,,,,14.0,,kingch01,chris-king-1
702,1991-92,Wake Forest,ACC,27,27,845,.548,.521,.097,.307,,,,,,,,16.6,,kingch01,chris-king-1
703,1987-88,Nebraska,Big 8,29,5,420,.548,.519,.000,.315,,,,,,,,23.9,,kingri01,rich-king-1
704,1988-89,Nebraska,Big 8,33,22,771,.603,.579,.000,.591,,,,,,,,20.8,,kingri01,rich-king-1
705,1989-90,Nebraska,Big 8,28,21,809,.592,.557,.000,.518,,,,13.5,13.5,,4.4,15.2,24.4,kingri01,rich-king-1
706,1990-91,Nebraska,Big 8,34,27,928,.602,.577,.014,.509,,,,,,,,16.6,,kingri01,rich-king-1
707,1985-86,Oklahoma,Big 8,14,10,230,.480,,,.642,,,,,,,,,,kingst01,stacey-king-1
708,1986-87,Oklahoma,Big 8,28,14,441,.482,.438,.006,.537,,,,12.5,4.5,,3.5,10.2,21.9,kingst01,stacey-king-1
709,1987-88,Oklahoma,Big 8,39,,1212,.573,.543,.002,.465,,,,,,,,,,kingst01,stacey-king-1
710,1988-89,Oklahoma,Big 8,33,,1142,.567,.524,.000,.476,,,,,,,,10.7,,kingst01,stacey-king-1
711,1985-86,Dayton,Ind,30,,801,.439,,,.475,,,,,,,,23.9,,knighne01,negele-knight-1
712,1987-88,Dayton,Ind,31,,1169,.524,.485,.097,.365,,,,,,,,16.4,,knighne01,negele-knight-1
713,1988-89,Dayton,MW Coll,29,28,1024,.544,.495,.134,.444,,,,,,,,19.0,,knighne01,negele-knight-1
714,1989-90,Dayton,MW Coll,32,,1072,.631,.580,.310,.516,,,,,,,,14.6,,knighne01,negele-knight-1
715,1985-86,Vanderbilt,SEC,26,,425,.531,,,.343,,,,,,,,21.2,,kornefr01,frank-kornet-1
716,1986-87,Vanderbilt,SEC,27,,246,.523,.456,.022,.533,,,,,,,,17.5,,kornefr01,frank-kornet-1
717,1987-88,Vanderbilt,SEC,31,,691,.525,.503,.006,.228,,,,,,,,14.1,,kornefr01,frank-kornet-1
718,1988-89,Vanderbilt,SEC,33,,1047,.583,.570,.018,.474,,,,,,,,9.2,,kornefr01,frank-kornet-1
719,1988-89,Duke,ACC,36,16,607,.737,.726,.006,.761,,,,15.9,11.7,,3.8,21.1,19.9,laettch01,christian-laettner-1
720,1989-90,Duke,ACC,38,38,1135,.610,.518,.032,.708,,,,17.5,12.6,,2.7,16.6,22.9,laettch01,christian-laettner-1
721,1990-91,Duke,ACC,39,39,1178,.647,.594,.113,.558,,,,,,,,16.9,,laettch01,christian-laettner-1
722,1991-92,Duke,ACC,35,35,1128,.680,.636,.219,.525,,,,15.0,11.3,,2.3,17.4,27.7,laettch01,christian-laettner-1
723,1985-86,Pitt,Big East,29,17,711,.516,,,.559,,,,,,,,13.2,,laneje01,jerome-lane-1
724,1986-87,Pitt,Big East,33,33,1169,.596,.574,.024,.699,,,,,,,,16.4,,laneje01,jerome-lane-1
