,season,school_name,conf_abbr,g,gs,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,id,cbb_id
0,1981-82,Oral Roberts,MW City,22,,702,.634,,,.769,,,,,,14.8,,acresma01,mark-acres-1
1,1982-83,Oral Roberts,MW City,28,28,976,.588,,,.454,,,,,,15.2,,acresma01,mark-acres-1
2,1983-84,Oral Roberts,MW City,31,31,,.579,,,.330,,,,,,13.5,,acresma01,mark-acres-1
3,1984-85,Oral Roberts,MW City,29,29,959,.595,,,.429,,,,,,13.6,,acresma01,mark-acres-1
4,1981-82,Boston College,Big East,26,0,379,.523,,,.592,,,,,,17.5,,adamsmi01,michael-adams-1
5,1982-83,Boston College,Big East,32,,1075,.539,,,.388,,,,,,19.6,,adamsmi01,michael-adams-1
6,1983-84,Boston College,Big East,30,,1026,.509,,,.401,,,,,,15.5,,adamsmi01,michael-adams-1
7,1984-85,Boston College,Big East,31,,1044,.506,,,.288,,,,,,17.0,,adamsmi01,michael-adams-1
8,1982-83,Syracuse,Big East,31,1,572,.542,,,.299,,,,,,14.2,,addisra01,rafael-addison-1
9,1983-84,Syracuse,Big East,32,32,1104,.600,,,.312,,,,,,13.9,,addisra01,rafael-addison-1
10,1984-85,Syracuse,Big East,31,31,1110,.551,,,.308,,,,,,10.5,,addisra01,rafael-addison-1
11,1985-86,Syracuse,Big East,32,32,1012,.562,,,.226,,,,,,14.1,,addisra01,rafael-addison-1
12,1978-79,DePaul,Ind,30,,1206,.562,,,.367,,,,,,,,aguirma01,mark-aguirre-1
13,1979-80,DePaul,Ind,28,,1049,.589,,,.469,,,,,,13.4,,aguirma01,mark-aguirre-1
14,1980-81,DePaul,Ind,29,,1069,.610,,,.285,,,,,,15.1,,aguirma01,mark-aguirre-1
15,1977-78,BYU,WAC,30,,1140,.571,,,.357,,,,,,15.8,,aingeda01,danny-ainge-1
16,1978-79,BYU,WAC,27,,922,.580,,,.298,,,,,,18.9,,aingeda01,danny-ainge-1
17,1979-80,BYU,WAC,29,,984,.568,,,.288,,,,,,12.8,,aingeda01,danny-ainge-1
18,1980-81,BYU,WAC,32,,1212,.566,,,.334,,,,,,13.0,,aingeda01,danny-ainge-1
19,1982-83,Duke,ACC,28,28,785,.562,.494,.008,.487,,13.4,6.7,,1.8,17.8,,alarima01,mark-alarie-1
20,1983-84,Duke,ACC,34,34,1129,.614,,,.440,,13.6,8.2,,2.3,11.2,,alarima01,mark-alarie-1
21,1984-85,Duke,ACC,31,31,935,.615,,,.287,,10.5,9.8,,1.3,13.0,,alarima01,mark-alarie-1
22,1985-86,Duke,ACC,40,40,1193,.588,,,.402,,12.6,3.9,,1.6,11.7,25.2,alarima01,mark-alarie-1
23,1977-78,Kentucky,SEC,27,0,216,.603,,,.554,,,,,,23.3,,aleksch01,chuck-aleksinas-1
24,1978-79,Kentucky,SEC,13,,366,.509,,,.360,,,,,,15.6,,aleksch01,chuck-aleksinas-1
25,1980-81,UConn,Big East,29,29,889,.666,,,.492,,,,,,21.4,,aleksch01,chuck-aleksinas-1
26,1981-82,UConn,Big East,27,25,760,.574,,,.608,,,,,,17.2,,aleksch01,chuck-aleksinas-1
27,1978-79,Kentucky,SEC,29,,807,.572,,,.722,,,,,,15.5,,anderdw01,dwight-anderson-1
28,1979-80,Kentucky,SEC,11,9,282,.510,,,.307,,,,,,17.8,,anderdw01,dwight-anderson-1
29,1980-81,USC,Pac-10,12,,418,.511,,,.344,,,,,,,,anderdw01,dwight-anderson-1
30,1981-82,USC,Pac-10,27,,945,.533,,,.414,,,,,,,,anderdw01,dwight-anderson-1
31,1978-79,Bradley,MVC,26,,994,.490,,,.225,,,,,,,,anderjj01,jj-anderson-1
32,1979-80,Bradley,MVC,33,,1264,.483,,,.196,,,,,,,,anderjj01,jj-anderson-1
33,1980-81,Bradley,MVC,27,,,.503,,,.208,,,,,,,,anderjj01,jj-anderson-1
34,1981-82,Bradley,MVC,36,,,.523,,,.441,,,,,,,,anderjj01,jj-anderson-1
35,1978-79,UCSB,PCAA,20,4,208,.469,,,.190,,,,,,14.9,,anderri01,richard-anderson-1
36,1979-80,UCSB,PCAA,27,,906,.482,,,.244,,,,,,15.2,,anderri01,richard-anderson-1
37,1980-81,UCSB,PCAA,27,,770,.488,,,.267,,,,,,17.2,,anderri01,richard-anderson-1
38,1981-82,UCSB,PCAA,26,,926,.510,,,.345,,,,,,17.7,,anderri01,richard-anderson-1
39,1982-83,Fresno State,PCAA,35,,1303,.588,.549,.002,.300,,11.5,13.7,,1.5,13.5,,anderro01,ron-anderson-1
40,1983-84,Fresno State,PCAA,33,,1197,.596,,,.238,,,,,,12.1,,anderro01,ron-anderson-1
41,1979-80,Rice,SWC,26,,775,.476,,,.444,,,,,,19.4,,austike01,ken-austin-1
42,1980-81,Rice,SWC,27,,832,.475,,,.435,,,,,,21.3,,austike01,ken-austin-1
43,1981-82,Rice,SWC,30,,856,.542,,,.306,,,,,,22.1,,austike01,ken-austin-1
44,1982-83,Rice,SWC,8,,270,.600,,,.360,,,,,,18.1,,austike01,ken-austin-1
45,1979-80,Boston College,Big East,29,,,.528,,,.426,,,,,,20.4,,baglejo01,john-bagley-1
46,1980-81,Boston College,Big East,30,29,965,.572,,,.586,,,,,,20.6,,baglejo01,john-bagley-1
47,1981-82,Boston College,Big East,32,31,1065,.554,,,.394,,,,,,17.6,,baglejo01,john-bagley-1
48,1979-80,North Carolina State,ACC,28,,476,.492,,,.545,,,,,,13.6,,baileth01,thurl-bailey-1
49,1980-81,North Carolina State,ACC,27,,,.546,,,.191,,,,,,,,baileth01,thurl-bailey-1
50,1981-82,North Carolina State,ACC,32,,1192,.595,,,.378,,,,,,,,baileth01,thurl-bailey-1
51,1982-83,North Carolina State,ACC,36,,1310,.528,.511,.030,.255,,,,,,10.3,,baileth01,thurl-bailey-1
52,1977-78,Duke,ACC,34,,1135,.558,,,.324,,,,,,20.5,,banksge01,gene-banks-1
53,1978-79,Duke,ACC,30,,,.520,,,.357,,,,,,,,banksge01,gene-banks-1
54,1979-80,Duke,ACC,33,,1165,.581,,,.453,,,,,,18.6,,banksge01,gene-banks-1
55,1980-81,Duke,ACC,27,,933,.603,,,.383,,13.1,11.4,,0.7,16.0,,banksge01,gene-banks-1
56,1981-82,Auburn,SEC,28,23,746,.608,,,.442,,,,,,13.3,,barklch01,charles-barkley-1
57,1982-83,Auburn,SEC,28,28,782,.648,,,.520,,,,,,20.4,,barklch01,charles-barkley-1
58,1983-84,Auburn,SEC,28,18,794,.655,,,.571,,,,,,16.8,,barklch01,charles-barkley-1
59,1981-82,Rutgers,EAA,29,,373,.436,,,.418,,,,,,,,battljo01,john-battle-1
60,1982-83,Rutgers,A-10,31,,443,.530,.522,.129,.367,,,,,,,,battljo01,john-battle-1
61,1983-84,Rutgers,A-10,25,25,814,.533,,,.364,,,,,,,,battljo01,john-battle-1
62,1984-85,Rutgers,A-10,29,29,1017,.533,.510,.123,.377,,,,,,,,battljo01,john-battle-1
63,1983-84,Memphis,Metro,26,,684,.576,,,.299,,,,,,12.3,,bedfowi01,william-bedford-1
64,1984-85,Memphis,Metro,35,,1099,.564,,,.306,,,,,,15.1,,bedfowi01,william-bedford-1
65,1985-86,Memphis,Metro,32,,1038,.596,,,.401,,,,,,9.9,,bedfowi01,william-bedford-1
66,1982-83,Creighton,MVC,27,25,871,.576,,,.397,,,,,,18.5,,benjabe01,benoit-benjamin-1
67,1983-84,Creighton,MVC,30,30,1112,.582,,,.411,,,,,,14.7,,benjabe01,benoit-benjamin-1
68,1984-85,Creighton,MVC,32,32,1193,.621,,,.526,,,,,,13.7,,benjabe01,benoit-benjamin-1
69,1984-85,St. John's (NY),Big East,35,,1200,.593,,,.452,,,,,,14.6,,berrywa01,walter-berry-1
70,1985-86,St. John's (NY),Big East,36,36,1318,.623,,,.453,,,,,,14.2,,berrywa01,walter-berry-1
71,1980-81,North Carolina A&T,MEAC,29,,,.510,,,.331,,,,,,,,biniojo01,joe-binion-1
72,1981-82,North Carolina A&T,MEAC,28,,,.548,,,.417,,,,,,12.1,,biniojo01,joe-binion-1
73,1982-83,North Carolina A&T,MEAC,30,,,.520,,,.418,,,,,,,,biniojo01,joe-binion-1
74,1983-84,North Carolina A&T,MEAC,29,,,.561,,,.511,,,,,,,,biniojo01,joe-binion-1
75,1981-82,Indiana,Big Ten,24,10,408,.569,,,.565,,,,,,24.9,,blabuw01,uwe-blab-1
76,1982-83,Indiana,Big Ten,30,19,660,.532,,,.441,,,,,,15.0,,blabuw01,uwe-blab-1
77,1983-84,Indiana,Big Ten,31,27,961,.549,,,.366,,,,,,13.5,,blabuw01,uwe-blab-1
78,1984-85,Indiana,Big Ten,33,31,990,.595,,,.392,,,,,,13.8,,blabuw01,uwe-blab-1
79,1977-78,Kansas State,Big 8,29,,,.503,,,.346,,,,,,,,blackro01,rolando-blackman-1
80,1978-79,Kansas State,Big 8,28,28,,.542,,,.288,,,,,,,,blackro01,rolando-blackman-1
81,1979-80,Kansas State,Big 8,31,31,1103,.566,,,.346,,,,,,,,blackro01,rolando-blackman-1
82,1980-81,Kansas State,Big 8,33,33,1239,.568,,,.303,,,,,,,,blackro01,rolando-blackman-1
83,1981-82,Wisconsin,Big Ten,27,24,869,.482,,,.312,,,,,,13.9,,blackco01,cory-blackwell-1
84,1982-83,Wisconsin,Big Ten,28,28,995,.492,,,.243,,,,,,12.2,,blackco01,cory-blackwell-1
85,1983-84,Wisconsin,Big Ten,28,27,1045,.504,,,.412,,,,,,14.5,,blackco01,cory-blackwell-1
86,1977-78,Oregon State,Pac-8,25,,394,.552,,,.378,,,,,,19.0,,blumera01,ray-blume-1
87,1978-79,Oregon State,Pac-10,28,,961,.528,,,.225,,,,,,17.5,,blumera01,ray-blume-1
88,1979-80,Oregon State,Pac-10,30,,1111,.601,,,.313,,,,,,,,blumera01,ray-blume-1
89,1980-81,Oregon State,Pac-10,28,,903,.595,,,.280,,,,,,19.3,,blumera01,ray-blume-1
90,1984-85,Oklahoma,Big 8,37,37,1282,.553,,,.304,,,,,,15.8,,bowiean01,anthony-bowie-1
91,1985-86,Oklahoma,Big 8,35,33,1170,.532,,,.194,,,,,,14.9,,bowiean01,anthony-bowie-1
92,1979-80,Kentucky,SEC,34,33,886,.580,,,.463,,,,,,17.4,,bowiesa01,sam-bowie-1
93,1980-81,Kentucky,SEC,28,28,895,.562,,,.461,,16.9,9.0,,6.8,10.5,,bowiesa01,sam-bowie-1
94,1983-84,Kentucky,SEC,34,34,980,.562,,,.488,,19.9,12.8,,4.8,23.7,,bowiesa01,sam-bowie-1
95,1977-78,Villanova,EAA,32,,1002,.590,,,.354,,,,,,,,bradlal02,alex-bradley-1
96,1978-79,Villanova,EAA,28,,851,.545,,,.408,,,,,,,,bradlal02,alex-bradley-1
97,1979-80,Villanova,EAA,31,,968,.549,,,.405,,,,,,,,bradlal02,alex-bradley-1
98,1980-81,Villanova,Big East,20,,641,.560,,,.527,,,,,,,,bradlal02,alex-bradley-1
99,1977-78,Wyoming,WAC,23,,541,.518,,,.384,,,,,,,,bradlch01,charles-bradley-1
100,1978-79,Wyoming,WAC,25,,841,.570,,,.677,,,,,,,,bradlch01,charles-bradley-1
101,1979-80,Wyoming,WAC,24,,812,.577,,,.741,,,,,,,,bradlch01,charles-bradley-1
102,1980-81,Wyoming,WAC,30,,1078,.569,,,.494,,,,,,,,bradlch01,charles-bradley-1
103,1981-82,Maryland,ACC,29,29,976,.530,,,.431,,,,,,17.1,,brancad01,adrian-branch-1
104,1982-83,Maryland,ACC,29,29,1043,.514,,,.393,,,,,,16.2,,brancad01,adrian-branch-1
105,1983-84,Maryland,ACC,28,25,862,.532,,,.426,,,,,,16.4,,brancad01,adrian-branch-1
106,1984-85,Maryland,ACC,37,37,1298,.549,,,.325,,,,,,13.9,,brancad01,adrian-branch-1
107,1979-80,Minnesota,Big Ten,31,,496,.579,,,.430,,,,,,,,breuera01,randy-breuer-1
108,1980-81,Minnesota,Big Ten,30,,1050,.601,,,.450,,,,,,13.8,,breuera01,randy-breuer-1
109,1981-82,Minnesota,Big Ten,29,,1015,.602,,,.517,,,,,,11.8,,breuera01,randy-breuer-1
110,1982-83,Minnesota,Big Ten,29,,1102,.628,,,.484,,,,,,11.4,,breuera01,randy-breuer-1
111,1977-78,Penn State,EAA,25,,266,.487,,,.432,,,,,,17.0,,brickfr01,frank-brickowski-1
112,1978-79,Penn State,EAA,24,6,349,.558,,,.485,,23.1,15.3,,3.8,28.3,,brickfr01,frank-brickowski-1
113,1979-80,Penn State,Ind,28,28,692,.578,,,.463,,,,,,19.9,,brickfr01,frank-brickowski-1
114,1980-81,Penn State,Ind,24,20,615,.627,,,.289,,,,,,20.8,,brickfr01,frank-brickowski-1
115,1981-82,South Carolina,Ind,29,12,412,.460,,,.363,,,,,,18.0,,brittmi01,mike-brittain-1
116,1982-83,South Carolina,Ind,29,9,334,.591,,,.600,,,,,,18.6,,brittmi01,mike-brittain-1
117,1983-84,South Carolina,Metro,27,23,717,.487,,,.263,,,,,,18.2,,brittmi01,mike-brittain-1
118,1984-85,South Carolina,Metro,24,20,633,.471,,,.436,,,,,,17.9,,brittmi01,mike-brittain-1
119,1981-82,George Washington,EAA,27,,926,.505,,,.403,,,,,,,,brownmi01,mike-brown-1
120,1982-83,George Washington,A-10,29,29,1058,.551,.520,.000,.463,,,,,,,,brownmi01,mike-brown-1
121,1983-84,George Washington,A-10,29,28,1049,.595,,,.721,,,,,,17.9,,brownmi01,mike-brown-1
122,1984-85,George Washington,A-10,26,25,937,.525,.480,.000,.595,,,,,,17.4,,brownmi01,mike-brown-1
123,1978-79,Arkansas,SWC,23,,354,.599,,,.212,,,,,,24.8,,brownto01,tony-brown-1
124,1979-80,Arkansas,SWC,28,,299,.551,,,.338,,,,,,18.6,,brownto01,tony-brown-1
125,1980-81,Arkansas,SWC,32,,654,.575,,,.407,,,,,,18.2,,brownto01,tony-brown-1
126,1981-82,Arkansas,SWC,27,,826,.621,,,.368,,,,,,16.8,,brownto01,tony-brown-1
127,1978-79,San Francisco,WCAC,29,,502,.448,,,.208,,,,,,,,bryanwa01,wallace-bryant-1
128,1979-80,San Francisco,WCAC,29,,957,.508,,,.318,,,,,,,,bryanwa01,wallace-bryant-1
129,1980-81,San Francisco,WCAC,29,,991,.536,,,.321,,,,,,8.7,,bryanwa01,wallace-bryant-1
130,1981-82,San Francisco,WCAC,31,,1050,.513,,,.335,,,,,,11.5,,bryanwa01,wallace-bryant-1
131,1977-78,Louisville,Metro,27,,234,.388,,,.523,,,,,,16.5,,burkmro01,roger-burkman-1
132,1978-79,Louisville,Metro,27,,335,.544,,,.700,,,,,,32.8,,burkmro01,roger-burkman-1
133,1979-80,Louisville,Metro,36,,636,.516,,,1.011,,,,,,,,burkmro01,roger-burkman-1
134,1980-81,Louisville,Metro,30,,522,.569,,,.833,,,,,,27.2,,burkmro01,roger-burkman-1
135,1979-80,Saint Louis,Metro,27,,941,.557,,,.539,,,,,,,,burnsda01,david-burns-1
136,1980-81,Saint Louis,Metro,27,,969,.611,,,.439,,,,,,,,burnsda01,david-burns-1
137,1980-81,Iona,ECACM,28,18,800,.516,,,.408,,,,,,23.8,,burttst01,steve-burtt-1
138,1981-82,Iona,MAAC,31,31,1148,.556,,,.506,,,,,,13.3,,burttst01,steve-burtt-1
139,1982-83,Iona,MAAC,31,,1139,.576,,,.314,,,,,,13.1,,burttst01,steve-burtt-1
140,1983-84,Iona,MAAC,31,30,1065,.568,,,.312,,,,,,14.4,,burttst01,steve-burtt-1
141,1980-81,San Diego State,WAC,27,27,1031,.598,,,.417,,,,,,19.6,,cagemi01,michael-cage-1
142,1981-82,San Diego State,WAC,29,29,1076,.523,,,.433,,,,,,14.4,,cagemi01,michael-cage-1
143,1982-83,San Diego State,WAC,28,28,1070,.622,,,.660,,,,,,13.7,,cagemi01,michael-cage-1
144,1983-84,San Diego State,WAC,28,28,1085,.608,,,.564,,,,,,8.4,,cagemi01,michael-cage-1
145,1980-81,Ohio State,Big Ten,14,0,55,.428,,,.250,,,,,,20.7,,campbto01,tony-campbell-1
146,1981-82,Ohio State,Big Ten,31,30,986,.481,,,.334,,,,,,18.1,,campbto01,tony-campbell-1
147,1982-83,Ohio State,Big Ten,30,30,1122,.548,.503,.004,.319,,,,,,16.1,,campbto01,tony-campbell-1
148,1983-84,Ohio State,Big Ten,29,29,1095,.571,,,.436,,,,,,15.8,,campbto01,tony-campbell-1
149,1979-80,Maine,ECACN,28,,,.612,,,.411,,,,,,,,carliri01,rick-carlisle-1
150,1980-81,Maine,ECACN,28,28,,.594,,,.391,,,,,,,,carliri01,rick-carlisle-1
151,1982-83,Virginia,ACC,34,33,965,.568,,,.375,,,,,,12.6,,carliri01,rick-carlisle-1
152,1983-84,Virginia,ACC,33,33,959,.545,,,.332,,,,,,13.0,,carliri01,rick-carlisle-1
153,1979-80,Wichita State,MVC,29,,818,.531,,,.363,,,,,,14.7,,carran01,antoine-carr-1
154,1980-81,Wichita State,MVC,33,33,1030,.619,,,.367,,,,,,14.4,,carran01,antoine-carr-1
155,1981-82,Wichita State,MVC,28,25,785,.606,,,.364,,,,,,13.5,,carran01,antoine-carr-1
156,1982-83,Wichita State,MVC,22,21,727,.612,.580,.015,.401,,,,,,10.4,,carran01,antoine-carr-1
157,1979-80,LSU,SEC,32,,907,.521,,,.251,,,,,,,,carteho01,howard-carter-1
158,1980-81,LSU,SEC,36,36,1209,.559,,,.304,,,,,,,,carteho01,howard-carter-1
159,1981-82,LSU,SEC,28,28,1144,.502,,,.226,,,,,,,,carteho01,howard-carter-1
160,1982-83,LSU,SEC,32,,1104,.536,,,.242,,,,,,,,carteho01,howard-carter-1
161,1982-83,South Alabama,Sun Belt,28,27,911,.588,.558,.000,.442,,,,,,14.9,,catlete01,terry-catledge-1
162,1983-84,South Alabama,Sun Belt,30,27,1032,.626,,,.587,,,,,,17.6,,catlete01,terry-catledge-1
163,1984-85,South Alabama,Sun Belt,28,0,1038,.548,,,.466,,,,,,0.6,,catlete01,terry-catledge-1
164,1977-78,Auburn,SEC,25,,,.493,,,.169,,,,,,,,cattabo01,bobby-cattage-1
165,1978-79,Auburn,SEC,29,,1015,.527,,,.340,,,,,,,,cattabo01,bobby-cattage-1
166,1979-80,Auburn,SEC,23,,348,.500,,,.164,,,,,,,,cattabo01,bobby-cattage-1
167,1980-81,Auburn,SEC,27,3,424,.428,,,.333,,,,,,14.3,,cattabo01,bobby-cattage-1
168,1977-78,Texas Southern,SWAC,18,,,.474,,,.231,,,,,,,,cavenro01,ron-cavenall-1
169,1978-79,Texas Southern,SWAC,27,,,.498,,,.209,,,,,,,,cavenro01,ron-cavenall-1
170,1979-80,Texas Southern,SWAC,24,,,.519,,,.556,,,,,,,,cavenro01,ron-cavenall-1
171,1980-81,Texas Southern,SWAC,26,,,.491,,,.224,,,,,,,,cavenro01,ron-cavenall-1
172,1977-78,Utah,WAC,28,1,355,.525,,,.460,,,,,,19.5,,chambto01,tom-chambers-1
173,1978-79,Utah,WAC,30,30,853,.547,,,.335,,,,,,12.9,,chambto01,tom-chambers-1
174,1979-80,Utah,WAC,28,26,792,.573,,,.359,,,,,,13.9,,chambto01,tom-chambers-1
175,1980-81,Utah,WAC,30,30,959,.625,,,.417,,,,,,10.6,,chambto01,tom-chambers-1
176,1981-82,North Carolina State,ACC,24,,144,.551,,,1.000,,,,,,17.5,,charllo01,lorenzo-charles-1
177,1982-83,North Carolina State,ACC,36,,928,.576,,,.542,,,,,,16.0,,charllo01,lorenzo-charles-1
178,1983-84,North Carolina State,ACC,33,33,1156,.585,,,.501,,,,,,11.5,,charllo01,lorenzo-charles-1
179,1984-85,North Carolina State,ACC,33,33,1104,.602,,,.433,,,,,,8.7,,charllo01,lorenzo-charles-1
180,1979-80,Ole Miss,SEC,29,,662,.576,,,.234,,7.4,6.4,,,,,clarkca01,carlos-clark-1
181,1980-81,Ole Miss,SEC,28,,967,.574,,,.384,,,,,,14.7,,clarkca01,carlos-clark-1
182,1981-82,Ole Miss,SEC,30,,1192,.660,,,.402,,,,,,11.9,,clarkca01,carlos-clark-1
183,1982-83,Ole Miss,SEC,31,31,1027,.550,,,.430,,,,,,13.9,,clarkca01,carlos-clark-1
184,1980-81,Oregon,Pac-10,27,27,862,.507,,,.246,,,,,,22.3,,cofiefr01,fred-cofield-1
185,1981-82,Oregon,Pac-10,22,21,674,.495,,,.248,,,,,,22.7,,cofiefr01,fred-cofield-1
186,1983-84,Eastern Michigan,MAC,29,,1135,.492,,,.156,,,,,,,,cofiefr01,fred-cofield-1
187,1984-85,Eastern Michigan,MAC,28,,1075,.523,,,.259,,,,,,,,cofiefr01,fred-cofield-1
188,1979-80,Minnesota,Big Ten,17,,38,.371,,,.211,,,,,,,,colembe01,ben-coleman-1
189,1980-81,Minnesota,Big Ten,23,,299,.467,,,.184,,,,,,16.2,,colembe01,ben-coleman-1
190,1982-83,Maryland,ACC,30,30,995,.590,,,.433,,,,,,13.5,,colembe01,ben-coleman-1
191,1983-84,Maryland,ACC,32,32,1094,.634,,,.451,,,,,,14.7,,colembe01,ben-coleman-1
192,1980-81,New Mexico State,MVC,22,,233,.481,,,.872,,,,,,24.0,,coltest01,steve-colter-1
193,1981-82,New Mexico State,MVC,28,21,822,.540,,,.448,,,,,,22.2,,coltest01,steve-colter-1
194,1982-83,New Mexico State,MVC,29,29,1079,.566,.508,.018,.544,,,,,,14.3,,coltest01,steve-colter-1
195,1983-84,New Mexico State,PCAA,28,,1120,.542,,,.315,,,,,,16.2,,coltest01,steve-colter-1
196,1979-80,Oklahoma State,Big 8,14,8,284,.580,,,.534,,,,,,9.8,,combsle01,leroy-combs-1
197,1980-81,Oklahoma State,Big 8,27,25,634,.591,,,.498,,,,,,13.4,,combsle01,leroy-combs-1
198,1981-82,Oklahoma State,Big 8,27,24,758,.543,,,.450,,,,,,16.6,,combsle01,leroy-combs-1
199,1982-83,Oklahoma State,Big 8,31,31,1142,.603,,,.513,,,,,,15.3,,combsle01,leroy-combs-1
200,1980-81,Oregon State,Pac-10,28,,790,.535,,,.645,,,,,,25.5,,connele01,lester-conner-1
201,1981-82,Oregon State,Pac-10,30,,1106,.582,,,.671,,,,,,17.2,,connele01,lester-conner-1
202,1981-82,Saint Mary's (CA),WCAC,25,4,463,.508,,,.478,,,,,,19.2,,cookeda01,david-cooke-1
203,1982-83,Saint Mary's (CA),WCAC,26,26,663,.491,,,.527,,,,,,17.1,,cookeda01,david-cooke-1
204,1983-84,Saint Mary's (CA),WCAC,28,24,756,.500,,,.435,,,,,,16.8,,cookeda01,david-cooke-1
205,1984-85,Saint Mary's (CA),WCAC,27,27,848,.583,,,.706,,,,,,15.5,,cookeda01,david-cooke-1
206,1976-77,Howard,MEAC,32,,771,.508,,,.277,,,,,,,,coopejo01,joe-cooper-1
207,1977-78,Howard,MEAC,33,,788,.507,,,.267,,,,,,,,coopejo01,joe-cooper-1
208,1978-79,Tulsa,MVC,18,12,322,.491,,,.382,,,,,,15.3,,coopejo01,joe-cooper-1
209,1980-81,Colorado,Big 8,28,,660,.589,,,.301,,,,,,20.4,,coopejo01,joe-cooper-1
210,1981-82,DePaul,Ind,28,0,602,.507,,,.757,,,,,,30.7,,corbity01,tyrone-corbin-1
211,1982-83,DePaul,Ind,33,28,1060,.537,,,.502,,,,,,18.5,,corbity01,tyrone-corbin-1
212,1983-84,DePaul,Ind,30,,1070,.566,,,.396,,,,,,16.1,,corbity01,tyrone-corbin-1
213,1984-85,DePaul,Ind,29,,1004,.573,,,.288,,,,,,15.4,,corbity01,tyrone-corbin-1
214,1978-79,Boston College,Ind,12,,,.553,,,.750,,,,,,,,creviro01,ron-crevier-1
215,1979-80,Boston College,Big East,13,,,.558,,,.722,,,,,,24.9,,creviro01,ron-crevier-1
216,1981-82,Boston College,Big East,17,1,99,.612,,,.688,,,,,,19.1,,creviro01,ron-crevier-1
217,1982-83,Boston College,Big East,14,,36,.403,,,1.667,,,,,,33.2,,creviro01,ron-crevier-1
218,1980-81,Maine,ECACN,24,0,,.495,,,1.147,,,,,,,,crossje01,jeff-cross-1
219,1981-82,Maine,ECACN,23,21,,.533,,,.403,,,,,,15.2,,crossje01,jeff-cross-1
220,1982-83,Maine,ECACN,26,25,,.573,,,.552,,,,,,9.8,,crossje01,jeff-cross-1
221,1983-84,Maine,ECACN,27,,,.569,,,.764,,,,,,12.5,,crossje01,jeff-cross-1
222,1980-81,Purdue,Big Ten,32,32,1158,.599,,,.555,,,,,,,,crossru01,russell-cross-1
223,1981-82,Purdue,Big Ten,32,31,1141,.596,,,.869,,,,,,,,crossru01,russell-cross-1
224,1982-83,Purdue,Big Ten,29,27,1014,.600,,,.671,,,,,,,,crossru01,russell-cross-1
225,1979-80,DePaul,Ind,28,,861,.561,,,.353,,,,,,10.8,,cummite01,terry-cummings-1
226,1980-81,DePaul,Ind,29,,994,.538,,,.330,,,,,,14.6,,cummite01,terry-cummings-1
227,1981-82,DePaul,Ind,28,28,1031,.605,,,.419,,,,,,14.7,,cummite01,terry-cummings-1
228,1982-83,Virginia Tech,Metro,32,32,1024,.510,,,.192,,,,,,18.2,,curryde01,dell-curry-1
229,1983-84,Virginia Tech,Metro,35,,1166,.547,,,.207,,,,,,15.5,,curryde01,dell-curry-1
230,1984-85,Virginia Tech,Metro,29,,968,.511,.486,.015,.212,,,,,,14.2,,curryde01,dell-curry-1
231,1985-86,Virginia Tech,Metro,30,,1117,.560,,,.246,,,,,,12.1,,curryde01,dell-curry-1
232,1979-80,San Francisco,WCAC,29,,899,.553,,,.459,,,,,,,,dailequ01,quintin-dailey-1
233,1980-81,San Francisco,WCAC,31,,1131,.613,,,.441,,,,,,13.3,,dailequ01,quintin-dailey-1
234,1981-82,San Francisco,WCAC,30,,1138,.595,,,.443,,,,,,10.7,,dailequ01,quintin-dailey-1
235,1982-83,UNC,ACC,35,,815,.586,.558,.005,.513,,,,,,17.5,,daughbr01,brad-daugherty-1
236,1983-84,UNC,ACC,30,,821,.627,,,.414,,,,,,18.2,,daughbr01,brad-daugherty-1
237,1984-85,UNC,ACC,36,,1250,.656,,,.520,,,,,,17.8,,daughbr01,brad-daugherty-1
238,1985-86,UNC,ACC,34,34,1087,.660,,,.397,,,,,,13.2,,daughbr01,brad-daugherty-1
239,1976-77,Vanderbilt,SEC,26,,825,.483,,,.255,,,,,,,,davisch02,charles-davis-1
240,1977-78,Vanderbilt,SEC,25,,889,.531,,,.246,,,,,,,,davisch02,charles-davis-1
241,1978-79,Vanderbilt,SEC,27,,964,.607,,,.369,,,,,,12.8,,davisch02,charles-davis-1
242,1979-80,Vanderbilt,SEC,1,,15,.500,,,.000,,,,,,25.0,,davisch02,charles-davis-1
243,1980-81,Vanderbilt,SEC,26,,676,.589,,,.398,,,,,,11.1,,davisch02,charles-davis-1
244,1981-82,Old Dominion,ECACS,22,1,172,.485,,,.145,,,,,,22.4,,davisma01,mark-davis-1
245,1982-83,Old Dominion,Sun Belt,26,0,337,.490,,,.147,,,,,,18.6,,davisma01,mark-davis-1
246,1983-84,Old Dominion,Sun Belt,31,31,1032,.560,,,.312,,,,,,13.8,,davisma01,mark-davis-1
247,1984-85,Old Dominion,Sun Belt,31,,1024,.536,,,.342,,,,,,13.7,,davisma01,mark-davis-1
248,1982-83,Duke,ACC,28,28,1002,.544,.523,.130,.258,,6.7,25.3,,0.7,18.1,,dawkijo01,johnny-dawkins-1
249,1983-84,Duke,ACC,34,34,1306,.529,,,.293,,6.6,20.7,,0.2,15.5,,dawkijo01,johnny-dawkins-1
