,season,school_name,conf_abbr,g,gs,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,id,cbb_id
818,1983-84,Virginia,ACC,33,25,866,.565,,,.545,,,,,,14.2,,polynol01,olden-polynice-1
819,1984-85,Virginia,ACC,32,29,1095,.609,,,.588,,,,,,21.9,,polynol01,olden-polynice-1
820,1985-86,Virginia,ACC,30,30,1074,.593,,,.569,,13.8,2.8,,2.2,17.6,23.1,polynol01,olden-polynice-1
821,1980-81,Tulsa,MVC,33,32,1050,.497,,,.396,,,,,,24.5,,presspa01,paul-pressey-1
822,1981-82,Tulsa,MVC,30,30,973,.586,,,.476,,,,,,24.1,,presspa01,paul-pressey-1
823,1982-83,Boston College,Big East,31,,741,.458,,,.491,,,,,,,,pressdo01,dominic-pressley-1
824,1983-84,Boston College,Big East,30,,660,.559,,,.356,,,,,,,,pressdo01,dominic-pressley-1
825,1984-85,Boston College,Big East,31,,929,.563,,,.333,,,,,,,,pressdo01,dominic-pressley-1
826,1985-86,Boston College,Big East,27,27,886,.539,,,.355,,,,,,18.2,,pressdo01,dominic-pressley-1
827,1982-83,Villanova,Big East,32,,681,.394,,,.141,,,,,,,,pressha01,harold-pressley-1
828,1983-84,Villanova,Big East,31,,1126,.543,,,.389,,,,,,,,pressha01,harold-pressley-1
829,1984-85,Villanova,Big East,35,,1191,.518,,,.397,,,,,,,,pressha01,harold-pressley-1
830,1985-86,Villanova,Big East,37,,1288,.565,,,.507,,,,,,,,pressha01,harold-pressley-1
831,1982-83,Georgia Tech,ACC,28,28,1020,.554,.514,.359,.229,,,,,,15.8,,pricema01,mark-price-1
832,1983-84,Georgia Tech,ACC,29,29,1078,.544,,,.227,,,,,,15.1,,pricema01,mark-price-1
833,1984-85,Georgia Tech,ACC,35,35,1302,.540,,,.353,,3.4,22.9,,0.1,13.2,,pricema01,mark-price-1
834,1985-86,Georgia Tech,ACC,34,34,1204,.579,,,.329,,,,,,14.6,,pricema01,mark-price-1
835,1977-78,Oregon State,Pac-8,27,,818,.530,,,.272,,,,,,25.2,,radfoma01,mark-radford-1
836,1978-79,Oregon State,Pac-10,28,,849,.564,,,.446,,,,,,21.7,,radfoma01,mark-radford-1
837,1979-80,Oregon State,Pac-10,30,,957,.589,,,.376,,,,,,,,radfoma01,mark-radford-1
838,1980-81,Oregon State,Pac-10,28,,900,.549,,,.391,,,,,,15.6,,radfoma01,mark-radford-1
839,1977-78,South Alabama,Sun Belt,28,,676,.440,,,.353,,,,,,46.8,,rainsed01,ed-rains-1
840,1978-79,South Alabama,Sun Belt,27,,961,.545,,,.500,,,,,,,,rainsed01,ed-rains-1
841,1979-80,South Alabama,Sun Belt,29,,1010,.558,,,.552,,,,,,11.7,,rainsed01,ed-rains-1
842,1980-81,South Alabama,Sun Belt,31,,1065,.558,,,.521,,,,,,,,rainsed01,ed-rains-1
843,1981-82,Oregon,Pac-10,27,27,521,.521,,,.376,,,,,,23.8,,rasmubl01,blair-rasmussen-1
844,1982-83,Oregon,Pac-10,27,27,819,.570,,,.392,,,,,,18.2,,rasmubl01,blair-rasmussen-1
845,1983-84,Oregon,Pac-10,29,29,1017,.560,,,.297,,,,,,7.3,,rasmubl01,blair-rasmussen-1
846,1984-85,Oregon,Pac-10,31,31,1081,.551,,,.396,,,,,,12.6,,rasmubl01,blair-rasmussen-1
847,1978-79,Minnesota,Big Ten,27,,,.425,,,.171,,,,,,,,rautile01,leo-rautins-1
848,1980-81,Syracuse,Big East,32,,,.530,,,.224,,,,,,,,rautile01,leo-rautins-1
849,1981-82,Syracuse,Big East,22,,,.530,,,.269,,,,,,,,rautile01,leo-rautins-1
850,1982-83,Syracuse,Big East,31,31,987,.552,,,.286,,,,,,23.5,,rautile01,leo-rautins-1
851,1982-83,Michigan,Big Ten,28,22,586,.524,,,.370,,,,,,20.5,,rellfri01,richard-rellford-1
852,1983-84,Michigan,Big Ten,33,28,698,.603,,,.341,,,,,,14.7,,rellfri01,richard-rellford-1
853,1984-85,Michigan,Big Ten,30,30,732,.621,,,.409,,,,,,12.7,,rellfri01,richard-rellford-1
854,1985-86,Michigan,Big Ten,33,33,782,.641,,,.454,,,,,,13.2,,rellfri01,richard-rellford-1
855,1982-83,LSU,SEC,32,,888,.560,,,.602,,,,,,,,reynoje01,jerry-reynolds-1
856,1983-84,LSU,SEC,29,28,899,.538,,,.515,,,,,,19.2,,reynoje01,jerry-reynolds-1
857,1984-85,LSU,SEC,29,,803,.523,,,.420,,,,,,20.9,,reynoje01,jerry-reynolds-1
858,1980-81,Marquette,Ind,31,,,.563,,,.362,,,,,,,,riverdo01,doc-rivers-1
859,1981-82,Marquette,Ind,29,,,.480,,,.283,,,,,,,,riverdo01,doc-rivers-1
860,1982-83,Marquette,Ind,29,,,.459,,,.255,,,,,,17.5,,riverdo01,doc-rivers-1
861,1978-79,BYU,WAC,28,,861,.584,,,.364,,,,,,17.4,,roberfr01,fred-roberts-1
862,1979-80,BYU,WAC,29,,891,.614,,,.381,,,,,,19.8,,roberfr01,fred-roberts-1
863,1980-81,BYU,WAC,32,,1188,.631,,,.590,,,,,,17.9,,roberfr01,fred-roberts-1
864,1981-82,BYU,WAC,30,,1118,.551,,,.527,,,,,,20.5,,roberfr01,fred-roberts-1
865,1981-82,Arkansas,SWC,28,,495,.544,,,.365,,,,,,19.1,,roberal01,alvin-robertson-1
866,1982-83,Arkansas,SWC,28,,915,.571,,,.391,,,,,,20.7,,roberal01,alvin-robertson-1
867,1983-84,Arkansas,SWC,32,32,1109,.537,,,.485,,,,,,23.1,,roberal01,alvin-robertson-1
868,1979-80,Alabama-Birmingham,Sun Belt,29,16,688,.563,,,.549,,,,,,13.4,,robinol01,oliver-robinson-1
869,1980-81,Alabama-Birmingham,Sun Belt,32,32,1044,.525,,,.335,,,,,,10.7,,robinol01,oliver-robinson-1
870,1981-82,Alabama-Birmingham,Sun Belt,31,31,1083,.566,,,.309,,,,,,10.2,,robinol01,oliver-robinson-1
871,1981-82,Stanford,Pac-10,27,26,766,.601,,,.392,,,,,,,,rogerjo01,johnny-rogers-1
872,1982-83,Stanford,Pac-10,28,8,671,.623,,,.304,,,,,,,,rogerjo01,johnny-rogers-1
873,1984-85,UC-Irvine,PCAA,30,30,1045,.580,,,.378,,,,,,12.2,,rogerjo01,johnny-rogers-1
874,1985-86,UC-Irvine,PCAA,29,,1030,.571,,,.338,,,,,,12.4,,rogerjo01,johnny-rogers-1
875,1981-82,Wisconsin,Big Ten,25,2,330,.470,,,.176,,,,,,15.3,,rothsc01,scott-roth-1
876,1982-83,Wisconsin,Big Ten,28,21,710,.436,,,.385,,,,,,23.6,,rothsc01,scott-roth-1
877,1983-84,Wisconsin,Big Ten,28,28,973,.541,,,.316,,,,,,14.2,,rothsc01,scott-roth-1
878,1984-85,Wisconsin,Big Ten,28,,927,.584,,,.427,,,,,,14.3,,rothsc01,scott-roth-1
879,1981-82,Notre Dame,Ind,23,0,386,.504,,,.368,,,,,,,,rowanro01,ron-rowan-1
880,1982-83,Notre Dame,Ind,13,0,113,.509,,,.200,,,,,,,,rowanro01,ron-rowan-1
881,1984-85,St. John's (NY),Big East,28,,308,.517,,,.413,,,,,,22.6,,rowanro01,ron-rowan-1
882,1985-86,St. John's (NY),Big East,36,36,1360,.566,,,.250,,,,,,15.7,,rowanro01,ron-rowan-1
883,1980-81,Purdue,Big Ten,6,0,11,.539,,,.500,,,,,,,,rowinji01,jim-rowinski-1
884,1981-82,Purdue,Big Ten,5,2,73,.419,,,.563,,,,,,,,rowinji01,jim-rowinski-1
885,1982-83,Purdue,Big Ten,25,5,276,.484,,,.449,,,,,,,,rowinji01,jim-rowinski-1
886,1983-84,Purdue,Big Ten,29,29,1045,.560,,,.519,,,,,,16.0,,rowinji01,jim-rowinski-1
887,1981-82,Wake Forest,ACC,22,1,150,.360,,,.333,,,,,,28.7,,ruddde01,delaney-rudd-1
888,1982-83,Wake Forest,ACC,32,32,1004,.572,.548,.090,.213,,,,,,14.4,,ruddde01,delaney-rudd-1
889,1983-84,Wake Forest,ACC,31,31,1011,.561,,,.259,,,,,,12.4,,ruddde01,delaney-rudd-1
890,1984-85,Wake Forest,ACC,29,29,1000,.494,,,.170,,,,,,10.3,,ruddde01,delaney-rudd-1
891,1979-80,Houston,SWC,8,4,186,.473,,,.274,,,,,,21.1,,russewa01,walker-russell-1
892,1980-81,Western Michigan,MAC,17,,,.493,,,.284,,,,,,,,russewa01,walker-russell-1
893,1981-82,Western Michigan,MAC,29,,,.536,,,.295,,,,,,,,russewa01,walker-russell-1
894,1982-83,Georgia Tech,ACC,27,27,829,.548,,,.773,,,,,,19.6,,sallejo01,john-salley-1
895,1983-84,Georgia Tech,ACC,29,29,992,.616,,,.617,,,,,,22.6,,sallejo01,john-salley-1
896,1984-85,Georgia Tech,ACC,35,35,1231,.635,,,.536,,12.8,14.6,,4.7,20.1,,sallejo01,john-salley-1
897,1985-86,Georgia Tech,ACC,34,34,1145,.610,,,.599,,,,,,,,sallejo01,john-salley-1
898,1979-80,Virginia,ACC,34,,1017,.566,,,.233,,,,,,19.1,,sampsra01,ralph-sampson-1
899,1980-81,Virginia,ACC,33,31,1056,.577,,,.479,,,,,,15.1,,sampsra01,ralph-sampson-1
900,1981-82,Virginia,ACC,32,31,1002,.578,,,.507,,,,,,12.0,,sampsra01,ralph-sampson-1
901,1982-83,Virginia,ACC,33,33,995,.627,,,.432,,,,,,14.7,,sampsra01,ralph-sampson-1
902,1978-79,UCLA,Pac-10,23,,138,.471,,,.421,,,,,,26.0,,sandemi01,mike-sanders-1
903,1979-80,UCLA,Pac-10,32,,805,.613,,,.387,,,,,,15.3,,sandemi01,mike-sanders-1
904,1980-81,UCLA,Pac-10,27,22,814,.603,,,.432,,,,,,15.6,,sandemi01,mike-sanders-1
905,1981-82,UCLA,Pac-10,27,27,943,.551,,,.388,,,,,,,,sandemi01,mike-sanders-1
906,1978-79,Loyola (IL),Ind,7,,,.336,,,.333,,,,,,,,sapplwa01,wayne-sappleton-1
907,1979-80,Loyola (IL),MW City,29,,,.543,,,.379,,,,,,,,sapplwa01,wayne-sappleton-1
908,1980-81,Loyola (IL),MW City,28,28,1069,.545,,,.430,,,,,,12.6,,sapplwa01,wayne-sappleton-1
909,1981-82,Loyola (IL),MW City,29,29,1115,.583,,,.497,,,,,,15.2,,sapplwa01,wayne-sappleton-1
910,1977-78,Syracuse,Ind,24,,,.620,,,.652,,,,,,,,schayda01,danny-schayes-1
911,1978-79,Syracuse,Ind,29,,,.603,,,.564,,,,,,,,schayda01,danny-schayes-1
912,1979-80,Syracuse,Big East,30,,,.582,,,.672,,,,,,,,schayda01,danny-schayes-1
913,1980-81,Syracuse,Big East,34,,,.651,,,.709,,,,,,,,schayda01,danny-schayes-1
914,1981-82,Washington,Pac-10,28,,314,.483,,,.644,,,,,,18.8,,schrede01,detlef-schrempf-1
915,1982-83,Washington,Pac-10,31,,958,.515,,,.425,,,,,,19.2,,schrede01,detlef-schrempf-1
916,1983-84,Washington,Pac-10,31,31,1186,.583,,,.492,,,,,,16.6,,schrede01,detlef-schrempf-1
917,1984-85,Washington,Pac-10,32,,1180,.596,,,.512,,,,,,21.4,,schrede01,detlef-schrempf-1
918,1978-79,Richmond,Ind,26,,492,.512,,,.302,,,,,,22.5,,schwejo01,john-schweitz-1
919,1979-80,Richmond,ECACS,27,,817,.575,,,.254,,,,,,,,schwejo01,john-schweitz-1
920,1980-81,Richmond,ECACS,27,,961,.570,,,.244,,,,,,17.3,,schwejo01,john-schweitz-1
921,1981-82,Richmond,ECACS,29,,1029,.560,,,.247,,,,,,12.7,,schwejo01,john-schweitz-1
922,1979-80,Arizona State,Pac-10,29,27,936,.530,,,.259,,,,,,16.2,,scottby01,byron-scott-1
923,1980-81,Arizona State,Pac-10,28,28,1003,.530,,,.259,,,,,,12.6,,scottby01,byron-scott-1
924,1982-83,Arizona State,Pac-10,33,33,1206,.556,,,.341,,,,,,14.6,,scottby01,byron-scott-1
925,1982-83,LIU-Brooklyn,ECACM,20,,,.547,,,.361,,,,,,,,scurrca01,carey-scurry-1
926,1983-84,LIU-Brooklyn,ECACM,31,,,.578,,,.420,,,,,,,,scurrca01,carey-scurry-1
927,1984-85,LIU-Brooklyn,ECACM,28,,,.581,,,.484,,,,,,,,scurrca01,carey-scurry-1
928,1981-82,Wisconsin,Big Ten,27,27,964,.494,,,.191,,,,,,14.7,,sellebr01,brad-sellers-1
929,1982-83,Wisconsin,Big Ten,28,28,1009,.549,.508,.003,.266,,,,,,13.2,,sellebr01,brad-sellers-1
930,1983-84,Ohio State,Big Ten,,,,,,,,,,,,,,,sellebr01,brad-sellers-1
931,1984-85,Ohio State,Big Ten,30,28,979,.567,,,.353,,16.3,5.2,,6.1,13.9,,sellebr01,brad-sellers-1
932,1985-86,Ohio State,Big Ten,33,33,1234,.545,,,.459,,,,,,13.9,,sellebr01,brad-sellers-1
933,1981-82,Lamar,Southland,29,28,659,.546,,,.210,,,,,,19.6,,sewelto01,tom-sewell-1
934,1982-83,Lamar,Southland,29,,883,.543,,,.230,,,,,,,,sewelto01,tom-sewell-1
935,1983-84,Lamar,Southland,31,31,1091,.582,,,.310,,,,,,11.6,,sewelto01,tom-sewell-1
936,1982-83,Minnesota,Big Ten,26,,156,.492,,,.500,,,,,,23.0,,shaskjo01,john-shasky-1
937,1983-84,Minnesota,Big Ten,28,,728,.518,,,.476,,,,,,21.3,,shaskjo01,john-shasky-1
938,1984-85,Minnesota,Big Ten,28,,952,.595,,,.410,,,,,,14.4,,shaskjo01,john-shasky-1
939,1985-86,Minnesota,Big Ten,30,30,1069,.555,,,.455,,,,,,10.2,,shaskjo01,john-shasky-1
940,1977-78,VCU,Ind,29,,968,.499,,,.337,,,,,,,,sheroed01,ed-sherod-1
941,1978-79,VCU,Ind,25,,945,.500,,,.333,,,,,,,,sheroed01,ed-sherod-1
942,1979-80,VCU,Sun Belt,30,,1075,.580,,,.384,,,,,,,,sheroed01,ed-sherod-1
943,1980-81,VCU,Sun Belt,29,,1103,.524,,,.523,,,,,,,,sheroed01,ed-sherod-1
944,1983-84,South Alabama,Sun Belt,30,12,929,.498,,,.277,,,,,,15.4,,shousde01,dexter-shouse-1
945,1984-85,South Alabama,Sun Belt,28,24,963,.532,,,.230,,,,,,18.1,,shousde01,dexter-shouse-1
946,1982-83,Alabama-Birmingham,Sun Belt,28,4,406,.436,.387,.019,.264,,,,,,16.0,,singlmc01,mckinley-singleton-1
947,1983-84,Alabama-Birmingham,Sun Belt,34,33,1142,.478,,,.152,,,,,,7.3,,singlmc01,mckinley-singleton-1
948,1980-81,Oregon State,Pac-10,28,,697,.557,,,.212,,,,,,,,sittoch01,charlie-sitton-1
949,1981-82,Oregon State,Pac-10,30,,899,.643,,,.434,,,,,,,,sittoch01,charlie-sitton-1
950,1982-83,Oregon State,Pac-10,30,,998,.633,,,.601,,,,,,,,sittoch01,charlie-sitton-1
951,1983-84,Oregon State,Pac-10,29,,960,.615,,,.621,,,,,,,,sittoch01,charlie-sitton-1
952,1982-83,Michigan State,Big Ten,30,27,1023,.578,.537,.175,.290,,,,,,26.4,,skilesc01,scott-skiles-1
953,1983-84,Michigan State,Big Ten,28,28,983,.539,,,.373,,4.0,26.4,,0.0,23.6,,skilesc01,scott-skiles-1
954,1984-85,Michigan State,Big Ten,29,29,1107,.542,,,.271,,,,,,18.3,,skilesc01,scott-skiles-1
955,1985-86,Michigan State,Big Ten,31,31,1172,.610,,,.349,,,,,,12.9,,skilesc01,scott-skiles-1
956,1978-79,Portland,WCAC,28,,775,.504,,,.332,,,,,,12.1,,slaugjo01,jose-slaughter-1
957,1979-80,Portland,WCAC,28,,858,.542,,,.292,,,,,,14.0,,slaugjo01,jose-slaughter-1
958,1980-81,Portland,WCAC,27,,940,.528,,,.266,,,,,,13.1,,slaugjo01,jose-slaughter-1
959,1981-82,Portland,WCAC,27,,906,.520,,,.377,,,,,,13.6,,slaugjo01,jose-slaughter-1
960,1980-81,Notre Dame,Ind,27,0,377,.538,,,.300,,,,,,,,slubyto01,tom-sluby-1
961,1981-82,Notre Dame,Ind,11,11,357,.423,,,.384,,,,,,,,slubyto01,tom-sluby-1
962,1982-83,Notre Dame,Ind,27,10,494,.556,,,.236,,,,,,,,slubyto01,tom-sluby-1
963,1983-84,Notre Dame,Ind,33,,1099,.528,,,.329,,,,,,,,slubyto01,tom-sluby-1
964,1982-83,Ohio State,Big Ten,22,2,108,.416,,,.333,,,,,,32.4,,smithcl01,clinton-smith-1
965,1984-85,Cleveland State,Mid-Cont,29,28,834,.533,,,.281,,,,,,13.7,,smithcl01,clinton-smith-1
966,1985-86,Cleveland State,Mid-Cont,33,,846,.581,,,.308,,,,,,11.1,,smithcl01,clinton-smith-1
967,1978-79,Louisville,Metro,32,,622,.643,,,.665,,,,,,16.8,,smithde02,derek-smith-1
968,1979-80,Louisville,Metro,36,,1222,.599,,,.403,,,,,,,,smithde02,derek-smith-1
969,1980-81,Louisville,Metro,30,,964,.564,,,.388,,,,,,15.4,,smithde02,derek-smith-1
970,1981-82,Louisville,Metro,33,33,950,.611,,,.468,,,,,,17.7,,smithde02,derek-smith-1
971,1977-78,Ohio State,Big Ten,27,20,624,.466,,,.399,,11.1,2.5,,3.8,17.8,,smithji01,jim-smith-1
972,1978-79,Ohio State,Big Ten,31,31,816,.493,,,.354,,13.8,2.9,,3.4,15.7,,smithji01,jim-smith-1
973,1979-80,Ohio State,Big Ten,29,27,760,.562,,,.418,,,,,,15.6,,smithji01,jim-smith-1
974,1980-81,Ohio State,Big Ten,27,26,612,.582,,,.381,,,,,,21.1,,smithji01,jim-smith-1
975,1982-83,Loyola Marymount,WCAC,27,,651,.499,,,.259,,,,,,,,smithke03,keith-smith-2
976,1983-84,Loyola Marymount,WCAC,27,,1022,.517,,,.253,,,,,,14.7,,smithke03,keith-smith-2
977,1984-85,Loyola Marymount,WCAC,27,27,1028,.502,,,.267,,,,,,12.9,,smithke03,keith-smith-2
978,1985-86,Loyola Marymount,WCAC,29,29,1005,.545,,,.361,,,,,,15.6,,smithke03,keith-smith-2
979,1982-83,Jacksonville,Sun Belt,29,28,979,.502,.475,.019,.282,,,,,,13.7,,smithot01,otis-smith-1
980,1983-84,Jacksonville,Sun Belt,28,28,1095,.524,,,.320,,,,,,12.7,,smithot01,otis-smith-1
981,1984-85,Jacksonville,Sun Belt,29,29,1025,.521,,,.316,,,,,,17.6,,smithot01,otis-smith-1
982,1985-86,Jacksonville,Sun Belt,31,31,1164,.517,,,.385,,,,,,16.4,,smithot01,otis-smith-1
983,1981-82,Canisius,ECACN,22,12,311,.453,,,.259,,,,,,31.6,,smrekmi01,mike-smrek-1
984,1982-83,Canisius,ECACN,28,22,560,.478,,,.491,,,,,,28.5,,smrekmi01,mike-smrek-1
985,1983-84,Canisius,ECACN,30,,829,.629,,,.397,,,,,,20.2,,smrekmi01,mike-smrek-1
986,1984-85,Canisius,ECACN,28,,812,.619,,,.517,,,,,,17.8,,smrekmi01,mike-smrek-1
987,1984-85,Northern Arizona,Big Sky,26,,602,.591,,,.469,,,,,,19.1,,spencan01,andre-spencer-1
988,1985-86,Northern Arizona,Big Sky,29,,864,.623,.612,.005,.417,,,,,,,,spencan01,andre-spencer-1
989,1978-79,Howard,MEAC,28,,,.513,,,.312,,,,,,,,sprigla01,larry-spriggs-1
990,1979-80,Howard,MEAC,28,,,.560,,,.319,,,,,,,,sprigla01,larry-spriggs-1
991,1980-81,Howard,MEAC,27,,,.550,,,.329,,,,,,,,sprigla01,larry-spriggs-1
992,1980-81,Temple,ECC,28,,,.568,,,.504,,,,,,,,stanste01,terence-stansbury-1
993,1981-82,Temple,ECC,27,,,.558,,,.419,,,,,,,,stanste01,terence-stansbury-1
994,1982-83,Temple,A-10,29,,,.506,,,.363,,,,,,,,stanste01,terence-stansbury-1
995,1983-84,Temple,A-10,31,,1216,.513,,,.351,,,,,,,,stanste01,terence-stansbury-1
996,1978-79,Georgia Tech,Ind,26,,346,.583,,,.593,,,,,,,,steppbr01,brook-steppe-1
997,1979-80,Georgia Tech,ACC,26,,904,.569,,,.477,,,,,,,,steppbr01,brook-steppe-1
998,1981-82,Georgia Tech,ACC,25,,,.570,,,.392,,,,,,,,steppbr01,brook-steppe-1
999,1981-82,Iowa State,Big 8,26,20,767,.507,,,.338,,,,,,15.5,,steveba01,barry-stevens-1
1000,1982-83,Iowa State,Big 8,28,28,917,.505,,,.284,,,,,,11.3,,steveba01,barry-stevens-1
1001,1983-84,Iowa State,Big 8,29,29,1059,.515,,,.314,,,,,,11.7,,steveba01,barry-stevens-1
1002,1984-85,Iowa State,Big 8,34,34,1211,.537,,,.282,,,,,,10.2,,steveba01,barry-stevens-1
1003,1979-80,Missouri,Big 8,31,31,1034,.616,,,.422,,,,,,18.1,,stipast01,steve-stipanovich-1
1004,1980-81,Missouri,Big 8,32,27,970,.559,,,.566,,,,,,16.4,,stipast01,steve-stipanovich-1
1005,1981-82,Missouri,Big 8,31,31,956,.548,,,.374,,16.6,8.6,,2.5,18.8,,stipast01,steve-stipanovich-1
1006,1982-83,Missouri,Big 8,34,34,1264,.577,,,.412,,,,,,14.1,,stipast01,steve-stipanovich-1
1007,1980-81,Creighton,MVC,30,9,,.530,,,.387,,,,,,20.1,,stivral01,alex-stivrins-1
1008,1981-82,Creighton,MVC,25,23,753,.436,,,.264,,,,,,28.2,,stivral01,alex-stivrins-1
1009,1983-84,Colorado,Big 8,29,29,980,.560,,,.471,,,,,,20.3,,stivral01,alex-stivrins-1
1010,1984-85,Colorado,Big 8,27,27,966,.538,,,.386,,,,,,15.2,,stivral01,alex-stivrins-1
1011,1980-81,Gonzaga,WCAC,25,,235,.633,,,.778,,,,,,27.2,,stockjo01,john-stockton-1
1012,1981-82,Gonzaga,WCAC,27,,1054,.603,,,.502,,,,,,25.3,,stockjo01,john-stockton-1
1013,1982-83,Gonzaga,WCAC,27,27,1036,.571,,,.420,,,,,,22.4,,stockjo01,john-stockton-1
1014,1983-84,Gonzaga,WCAC,28,,1053,.604,,,.458,,,,,,16.1,,stockjo01,john-stockton-1
1015,1981-82,Iowa,Big Ten,29,,,.501,,,.602,,,,,,16.7,,stokegr01,greg-stokes-1
1016,1982-83,Iowa,Big Ten,31,,1023,.565,,,.429,,,,,,9.3,,stokegr01,greg-stokes-1
1017,1983-84,Iowa,Big Ten,28,27,1013,.600,,,.472,,,,,,19.6,,stokegr01,greg-stokes-1
1018,1984-85,Iowa,Big Ten,32,,1148,.570,,,.355,,,,,,12.0,,stokegr01,greg-stokes-1
1019,1979-80,Missouri,Big 8,31,,790,.497,,,.349,,,,,,23.0,,sundvjo01,jon-sundvold-1
1020,1980-81,Missouri,Big 8,32,32,1134,.555,,,.283,,,,,,17.1,,sundvjo01,jon-sundvold-1
1021,1981-82,Missouri,Big 8,31,31,1062,.540,,,.303,,4.0,15.6,,0.1,12.5,,sundvjo01,jon-sundvold-1
1022,1982-83,Missouri,Big 8,34,34,1303,.560,,,.338,,,,,,13.1,,sundvjo01,jon-sundvold-1
1023,1979-80,Pepperdine,WCAC,20,,259,.567,,,.505,,,,,,16.3,,suttlda01,dane-suttle-1
1024,1980-81,Pepperdine,WCAC,28,,790,.575,,,.242,,,,,,17.7,,suttlda01,dane-suttle-1
1025,1981-82,Pepperdine,WCAC,28,28,929,.576,,,.350,,,,,,17.4,,suttlda01,dane-suttle-1
1026,1982-83,Pepperdine,WCAC,29,29,1019,.583,,,.342,,,,,,15.4,,suttlda01,dane-suttle-1
1027,1982-83,Michigan,Big Ten,26,2,237,.442,,,.442,,,,,,20.6,,tarplro01,roy-tarpley-1
1028,1983-84,Michigan,Big Ten,33,20,932,.568,,,.324,,,,,,13.8,,tarplro01,roy-tarpley-1
1029,1984-85,Michigan,Big Ten,30,30,1018,.569,,,.376,,,,,,14.8,,tarplro01,roy-tarpley-1
1030,1985-86,Michigan,Big Ten,33,31,1045,.588,,,.377,,,,,,16.1,,tarplro01,roy-tarpley-1
1031,1978-79,Texas Tech,SWC,30,,650,.502,,,.311,,,,,,,,tayloje01,jeff-taylor-1
1032,1979-80,Texas Tech,SWC,29,29,977,.575,,,.434,,,,,,17.7,,tayloje01,jeff-taylor-1
1033,1980-81,Texas Tech,SWC,28,28,936,.561,,,.333,,,,,,14.8,,tayloje01,jeff-taylor-1
1034,1981-82,Texas Tech,SWC,28,28,975,.559,,,.331,,,,,,15.2,,tayloje01,jeff-taylor-1
1035,1978-79,Duke,ACC,30,,,.549,,,.344,,,,,,,,taylovi01,vince-taylor-1
1036,1979-80,Duke,ACC,33,,1119,.513,,,.374,,,,,,19.4,,taylovi01,vince-taylor-1
1037,1980-81,Duke,ACC,30,,1028,.525,,,.496,,7.1,12.2,,0.6,15.5,,taylovi01,vince-taylor-1
1038,1981-82,Duke,ACC,27,27,1037,.549,,,.408,,8.7,12.1,,0.1,13.6,,taylovi01,vince-taylor-1
1039,1978-79,Baylor,SWC,28,26,686,.561,,,.365,,,,,,14.2,,teaglte01,terry-teagle-1
1040,1979-80,Baylor,SWC,27,27,,.595,,,.389,,,,,,13.6,,teaglte01,terry-teagle-1
1041,1980-81,Baylor,SWC,27,,,.573,,,.378,,,,,,,,teaglte01,terry-teagle-1
1042,1981-82,Baylor,SWC,28,,1105,.568,,,.301,,,,,,11.9,,teaglte01,terry-teagle-1
1043,1979-80,Saint Mary's (CA),WCAC,27,22,567,.511,,,.292,,,,,,17.4,,thibepe01,peter-thibeaux-1
1044,1980-81,Saint Mary's (CA),WCAC,27,15,651,.570,,,.314,,,,,,20.8,,thibepe01,peter-thibeaux-1
1045,1981-82,Saint Mary's (CA),WCAC,27,27,891,.605,,,.348,,,,,,15.2,,thibepe01,peter-thibeaux-1
1046,1982-83,Saint Mary's (CA),WCAC,25,25,835,.640,,,.483,,,,,,12.8,,thibepe01,peter-thibeaux-1
1047,1979-80,Bradley,MVC,33,,1112,.453,,,.288,,,,,,,,thirdda01,david-thirdkill-1
1048,1980-81,Bradley,MVC,26,,910,.580,,,.435,,,,,,17.0,,thirdda01,david-thirdkill-1
1049,1981-82,Bradley,MVC,35,,1341,.598,,,.652,,,,,,0.0,,thirdda01,david-thirdkill-1
1050,1979-80,Indiana,Big Ten,29,29,986,.567,,,.493,,,,,,26.9,,thomais01,isiah-thomas-1
1051,1980-81,Indiana,Big Ten,34,34,1190,.592,,,.426,,,,,,18.9,,thomais01,isiah-thomas-1
1052,1979-80,Indiana,Big Ten,21,2,189,.497,,,.591,,,,,,18.7,,thomaji01,jim-thomas-1
1053,1980-81,Indiana,Big Ten,33,10,495,.542,,,.368,,,,,,22.8,,thomaji01,jim-thomas-1
1054,1981-82,Indiana,Big Ten,29,25,928,.574,,,.345,,,,,,25.1,,thomaji01,jim-thomas-1
1055,1982-83,Indiana,Big Ten,30,28,1020,.561,,,.345,,,,,,17.5,,thomaji01,jim-thomas-1
1056,1980-81,Fresno State,PCAA,23,,259,.594,,,.906,,,,,,24.0,,thompbe01,bernard-thompson-1
1057,1981-82,Fresno State,PCAA,30,,837,.628,,,.520,,,,,,17.2,,thompbe01,bernard-thompson-1
1058,1982-83,Fresno State,PCAA,35,,1211,.626,.590,.000,.515,,12.6,13.0,,1.5,13.6,,thompbe01,bernard-thompson-1
1059,1983-84,Fresno State,PCAA,33,,1151,.617,,,.515,,,,,,10.6,,thompbe01,bernard-thompson-1
1060,1982-83,Louisville,Metro,36,0,710,.519,,,.380,,,,,,21.8,,thompbi01,billy-thompson-1
1061,1983-84,Louisville,Metro,31,30,877,.556,,,.469,,,,,,28.5,,thompbi01,billy-thompson-1
