,season,age,team_id,lg_id,pos,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,id
10454,1997-98,35,SEA,NBA,SF,37,2,717,7.2,17.4,.416,0.1,0.7,.100,7.2,16.6,.430,2.9,4.8,.600,4.2,5.9,10.1,3.3,3.9,1.0,2.7,7.8,17.4,,97,100,kerseje01
10455,1998-99,36,SAS,NBA,SF,45,0,699,5.3,15.5,.340,0.2,1.1,.214,5.0,14.4,.349,0.5,1.1,.429,3.3,6.8,10.1,3.2,2.9,1.1,2.3,7.1,11.2,,81,94,kerseje01
10456,1999-00,37,SAS,NBA,SF,72,18,1310,5.9,14.3,.412,0.0,0.4,.000,5.9,13.9,.423,1.2,1.7,.707,2.3,6.7,9.1,2.8,2.7,1.9,2.1,6.5,13.0,,91,96,kerseje01
10457,2000-01,38,MIL,NBA,SF,22,2,243,6.9,14.8,.464,0.0,0.2,.000,6.9,14.6,.471,1.7,3.4,.500,1.7,7.9,9.6,3.2,3.0,1.7,1.3,7.7,15.4,,102,100,kerseje01
10458,1990-91,24,MIA,NBA,C,78,18,1259,7.6,18.0,.425,0.0,0.2,.000,7.6,17.8,.429,3.4,5.0,.672,4.4,8.5,12.9,1.2,0.7,1.0,4.1,7.3,18.7,,90,108,kesslal01
10459,1991-92,25,MIA,NBA,PF,77,4,1197,6.5,15.7,.413,0.0,0.0,,6.5,15.7,.413,3.9,4.7,.817,4.7,8.2,12.9,1.4,0.7,1.3,2.4,7.6,16.8,,102,111,kesslal01
10460,1992-93,26,MIA,NBA,PF,40,2,415,7.0,14.9,.467,0.6,1.3,.455,6.4,13.6,.468,4.4,5.7,.766,3.1,8.1,11.1,1.7,0.5,1.5,2.6,7.7,19.0,,109,109,kesslal01
10461,1993-94,27,MIA,NBA,PF,15,0,66,8.5,19.4,.440,3.9,7.0,.556,4.7,12.4,.375,4.7,6.2,.750,3.1,4.7,7.8,1.6,0.8,0.8,3.9,10.9,25.6,,109,109,kesslal01
10462,1999-00,22,TOT,NBA,PF,22,0,132,5.0,12.4,.406,0.0,0.0,,5.0,12.4,.406,3.1,4.7,.667,4.7,8.5,13.2,0.4,1.6,1.2,3.9,7.8,13.2,,85,103,ketnela01
10463,1999-00,22,CHI,NBA,PF,6,0,41,5.2,13.1,.400,0.0,0.0,,5.2,13.1,.400,2.6,2.6,1.000,0.0,9.2,9.2,1.3,1.3,1.3,3.9,10.5,13.1,,77,103,ketnela01
10464,1999-00,22,CLE,NBA,PF,16,0,91,5.0,12.1,.409,0.0,0.0,,5.0,12.1,.409,3.3,5.5,.600,6.6,8.3,14.9,0.0,1.7,1.1,3.9,6.6,13.2,,88,103,ketnela01
10465,2000-01,23,IND,NBA,PF,3,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,7.7,0.0,0.0,15.3,0.0,0.0,,21,112,ketnela01
10466,1973-74,27,DNR,ABA,PF,79,,2595,2.6,5.9,.447,0.0,0.1,.200,2.6,5.8,.451,1.0,1.5,.679,4.0,8.3,12.3,2.4,0.7,2.7,1.6,4.3,6.3,,106,102,keyeju01
10467,1974-75,28,MMS,ABA,PF,12,,233,2.5,9.7,.255,0.0,0.0,,2.5,9.7,.255,1.2,1.7,.750,3.3,8.1,11.4,0.4,0.8,1.0,1.7,5.4,6.2,,72,108,keyeju01
10468,1988-89,22,CLE,NBA,SF,42,0,331,10.9,25.4,.430,0.1,1.5,.100,10.8,24.0,.451,3.0,4.3,.690,3.4,4.9,8.3,2.8,1.8,0.9,3.1,7.5,25.0,,95,105,keysra01
10469,1989-90,23,TOT,NBA,SF,80,18,1615,9.0,20.9,.432,0.4,1.3,.326,8.6,19.6,.439,3.1,4.3,.721,3.1,4.7,7.8,2.7,2.1,0.2,2.6,6.9,21.6,,97,109,keysra01
10470,1989-90,23,CLE,NBA,SF,48,13,892,8.6,20.3,.421,0.1,0.6,.200,8.4,19.8,.427,3.5,4.6,.744,2.9,4.8,7.8,2.2,2.2,0.1,2.7,6.6,20.7,,96,108,keysra01
10471,1989-90,23,CHH,NBA,SF,32,5,723,9.6,21.6,.445,0.8,2.2,.364,8.8,19.4,.455,2.7,3.9,.690,3.2,4.6,7.9,3.3,2.0,0.4,2.5,7.2,22.7,,99,111,keysra01
10472,1990-91,24,CHH,NBA,SF,44,0,473,6.2,15.1,.407,0.3,1.5,.214,5.8,13.7,.427,2.0,3.4,.576,4.2,6.3,10.4,1.9,2.3,1.6,3.7,9.7,14.6,,86,108,keysra01
10473,1994-95,28,LAL,NBA,SF,6,0,83,5.5,15.8,.346,0.0,5.5,.000,5.5,10.3,.529,1.2,1.2,1.000,3.6,6.7,10.3,1.2,0.6,1.2,1.2,9.7,12.2,,89,111,keysra01
10474,1995-96,29,MIL,NBA,SF,69,1,816,5.7,13.6,.418,1.4,4.6,.310,4.2,8.9,.474,2.3,2.8,.837,2.7,5.5,8.1,4.2,2.1,0.9,2.2,9.1,15.1,,108,110,keysra01
10475,2004-05,22,POR,NBA,SF,32,5,523,5.5,12.7,.435,0.4,1.1,.364,5.1,11.5,.442,2.4,4.3,.548,2.9,8.2,11.0,2.6,2.0,1.8,3.4,8.2,13.8,,91,105,khryavi01
10476,2005-06,23,POR,NBA,SF,69,53,1492,5.8,12.6,.462,0.4,1.1,.333,5.4,11.5,.474,2.8,4.1,.694,4.2,7.1,11.3,3.2,1.8,1.1,3.1,7.7,14.8,,102,111,khryavi01
10477,2006-07,24,CHI,NBA,PF,33,0,231,6.0,15.5,.386,0.0,1.3,.000,6.0,14.2,.422,4.2,5.8,.731,4.4,8.2,12.6,4.7,2.2,0.2,3.6,11.8,16.2,,96,98,khryavi01
10478,2007-08,25,CHI,NBA,PF,9,0,105,5.9,15.2,.387,0.0,0.5,.000,5.9,14.7,.400,3.9,6.9,.571,2.9,6.9,9.8,3.9,2.9,0.0,2.9,5.4,15.7,,91,105,khryavi01
10479,1994-95,21,DAL,NBA,PG,79,79,2668,6.3,16.3,.385,1.3,4.9,.272,4.9,11.4,.433,3.6,5.2,.698,2.9,5.3,8.2,11.5,2.9,0.5,4.7,2.8,17.5,,103,109,kiddja01
10480,,22,DAL,NBA,PG,81,81,3034,8.2,21.4,.381,2.2,6.6,.336,6.0,14.9,.401,3.8,5.5,.692,3.4,5.8,9.2,13.0,2.9,0.4,5.4,2.6,22.3,,103,109,kiddja01
10481,1996-97,23,TOT,NBA,PG,55,45,1964,5.7,14.1,.403,1.6,4.4,.370,4.1,9.7,.418,3.0,4.4,.679,1.7,4.9,6.6,13.2,3.3,0.5,3.8,3.0,16.0,,108,107,kiddja01
10482,1996-97,23,DAL,NBA,PG,22,22,791,5.1,13.8,.369,1.4,4.4,.323,3.7,9.4,.391,3.1,4.7,.667,2.0,4.1,6.1,13.6,3.1,0.5,4.5,2.9,14.8,,102,108,kiddja01
10483,1996-97,23,PHO,NBA,PG,33,23,1173,6.1,14.3,.423,1.8,4.4,.400,4.3,9.9,.434,2.9,4.2,.688,1.5,5.5,7.0,13.0,3.5,0.5,3.3,3.2,16.8,,113,106,kiddja01
10484,,24,PHO,NBA,PG,82,82,3118,6.0,14.5,.416,1.2,3.9,.313,4.8,10.5,.454,2.8,3.5,.799,1.8,6.8,8.6,12.5,2.7,0.4,4.4,2.4,16.1,,105,101,kiddja01
10485,1998-99,25,PHO,NBA,PG,50,50,2060,8.0,18.1,.444,1.2,3.2,.366,6.9,14.9,.461,4.7,6.2,.757,2.3,6.5,8.8,14.0,3.0,0.5,3.9,2.8,21.9,,113,102,kiddja01
10486,,26,PHO,NBA,PG,67,67,2616,6.8,16.7,.409,1.1,3.2,.337,5.7,13.4,.427,4.0,4.8,.829,1.9,7.6,9.4,13.2,2.6,0.5,4.4,2.9,18.7,,106,98,kiddja01
10487,,27,PHO,NBA,PG,77,76,3065,7.6,18.4,.411,1.2,3.9,.297,6.4,14.5,.442,5.5,6.8,.814,1.5,6.8,8.3,12.7,2.8,0.4,4.8,2.9,21.8,,104,97,kiddja01
10488,,28,NJN,NBA,PG,82,82,3056,7.6,19.5,.391,2.0,6.2,.321,5.6,13.2,.424,3.4,4.2,.814,2.2,8.0,10.2,13.8,3.0,0.3,4.9,2.3,20.7,,103,98,kiddja01
10489,,29,NJN,NBA,PG,80,80,2989,9.0,21.8,.414,2.2,6.5,.341,6.8,15.3,.445,5.9,7.1,.841,1.9,6.9,8.8,12.5,3.1,0.4,5.2,2.2,26.2,,106,96,kiddja01
10490,,30,NJN,NBA,PG,67,66,2450,8.1,21.0,.384,2.1,6.4,.321,6.0,14.6,.411,4.5,5.5,.827,1.9,7.5,9.4,13.5,2.7,0.3,4.7,2.4,22.7,,102,97,kiddja01
10491,2004-05,31,NJN,NBA,PG,66,65,2435,7.5,18.9,.398,2.9,7.9,.360,4.7,11.0,.425,3.1,4.2,.740,2.1,8.7,10.8,12.1,2.7,0.2,3.7,2.4,21.0,,107,101,kiddja01
10492,2005-06,32,NJN,NBA,PG,80,80,2975,6.6,16.3,.404,2.5,7.1,.352,4.1,9.2,.445,3.5,4.4,.795,1.5,8.9,10.4,12.1,2.7,0.5,3.4,2.8,19.1,,110,99,kiddja01
10493,,33,NJN,NBA,PG,80,80,2933,6.6,16.3,.406,2.2,6.5,.343,4.4,9.8,.448,3.2,4.1,.778,2.4,9.3,11.7,13.2,2.3,0.4,3.8,2.6,18.6,,111,103,kiddja01
10494,,34,TOT,NBA,PG,80,80,2906,5.5,14.4,.385,2.2,5.7,.381,3.4,8.7,.387,2.4,3.0,.818,1.7,9.2,10.9,14.6,2.5,0.5,4.8,3.0,15.7,,104,105,kiddja01
10495,,34,NJN,NBA,PG,51,51,1895,5.6,15.2,.366,2.3,6.5,.356,3.2,8.7,.374,2.5,3.1,.820,1.6,9.8,11.4,14.7,2.0,0.4,5.1,2.5,16.0,,101,107,kiddja01
10496,,34,DAL,NBA,PG,29,29,1011,5.5,12.8,.426,1.8,4.0,.461,3.6,8.8,.411,2.3,2.8,.815,1.9,8.0,9.9,14.5,3.3,0.6,4.3,3.9,15.1,,113,102,kiddja01
10497,2008-09,35,DAL,NBA,PG,81,81,2886,4.7,11.2,.416,2.4,5.9,.406,2.3,5.4,.427,1.6,1.9,.819,1.5,7.5,9.1,12.8,2.9,0.7,3.4,3.1,13.3,,116,106,kiddja01
10498,,36,DAL,NBA,PG,80,80,2881,5.1,12.1,.423,3.2,7.5,.425,1.9,4.6,.420,1.4,1.8,.808,0.9,7.2,8.0,13.0,2.6,0.6,3.5,2.6,14.8,,115,105,kiddja01
10499,2010-11,37,DAL,NBA,PG,80,80,2653,4.3,11.8,.361,2.6,7.7,.340,1.6,4.1,.400,1.3,1.5,.870,0.7,6.3,7.0,13.0,2.7,0.6,3.5,2.4,12.5,,108,104,kiddja01
10500,2011-12,38,DAL,NBA,PG,48,48,1379,3.8,10.4,.363,3.0,8.5,.354,0.8,1.9,.400,0.8,1.1,.786,0.6,7.0,7.5,10.1,3.1,0.4,3.5,3.2,11.4,,103,101,kiddja01
10501,2012-13,39,NYK,NBA,SG,76,48,2043,4.0,10.7,.372,3.0,8.5,.351,1.0,2.2,.452,1.0,1.3,.833,1.3,7.1,8.5,6.5,3.3,0.7,2.0,3.3,12.0,,114,103,kiddja01
10502,1993-94,23,PHI,NBA,PF,68,14,884,5.7,9.6,.592,0.0,0.0,,5.7,9.6,.592,2.7,4.9,.547,4.3,8.9,13.2,1.1,1.1,1.3,2.5,7.3,14.0,,109,109,kiddwa01
10503,2012-13,19,CHA,NBA,SF,78,77,2025,7.3,15.9,.458,0.1,0.2,.222,7.2,15.7,.462,3.6,4.8,.749,3.4,8.4,11.8,3.0,1.4,1.8,2.6,4.3,18.2,,102,110,kiddgmi01
10504,2013-14,20,CHA,NBA,SF,62,62,1502,5.8,12.2,.473,0.0,0.3,.111,5.7,11.9,.483,3.9,6.4,.614,3.8,7.4,11.2,1.8,1.5,1.3,2.1,5.0,15.5,,104,103,kiddgmi01
10505,2014-15,21,CHO,NBA,SF,55,52,1587,7.3,15.7,.465,0.0,0.0,,7.3,15.7,.465,4.9,7.0,.701,3.5,10.0,13.5,2.5,1.0,1.2,2.0,3.7,19.5,,106,103,kiddgmi01
10506,2015-16,22,CHO,NBA,SF,7,7,205,8.1,14.9,.541,0.7,1.7,.429,7.3,13.2,.556,4.9,7.1,.690,2.9,8.1,11.0,2.2,0.7,0.7,2.0,2.2,21.8,,118,106,kiddgmi01
10507,2016-17,23,CHO,NBA,SF,81,81,2349,6.3,13.2,.477,0.0,0.2,.111,6.3,13.0,.483,3.2,4.1,.784,3.3,8.7,12.1,2.4,1.7,1.6,1.2,4.0,15.9,,113,106,kiddgmi01
10508,2017-18,24,CHO,NBA,SF,74,74,1850,7.4,14.8,.504,0.0,0.1,.000,7.4,14.7,.505,3.1,4.5,.684,2.2,5.7,8.0,1.9,1.3,0.8,1.4,3.8,18.0,,109,110,kiddgmi01
10509,1979-80,28,SAS,NBA,SF,26,,212,6.6,19.9,.333,0.0,0.0,,6.6,19.9,.333,3.7,5.2,.720,2.5,5.8,8.3,3.9,2.1,0.4,6.2,8.9,17.0,,74,108,kiffiir01
10510,1979-80,23,UTA,NBA,C,2,,6,8.2,16.4,.500,0.0,0.0,,8.2,16.4,.500,8.2,16.4,.500,8.2,24.6,32.8,0.0,0.0,0.0,0.0,8.2,24.6,,122,102,kilpaca01
10511,2014-15,25,MIN,NBA,SG,4,0,72,4.9,14.1,.350,2.8,9.2,.308,2.1,4.9,.429,2.8,2.8,1.000,0.7,3.5,4.2,2.8,2.1,0.0,1.4,2.1,15.5,,105,114,kilpase01
10512,2015-16,26,TOT,NBA,SG,31,0,616,10.1,22.1,.456,3.2,9.3,.342,6.9,12.8,.538,4.9,5.5,.896,1.0,3.6,4.6,2.4,1.0,0.2,2.5,3.0,28.2,,110,115,kilpase01
10513,2015-16,26,DEN,NBA,SG,8,0,82,4.9,12.8,.381,2.4,10.4,.235,2.4,2.4,1.000,4.3,4.9,.875,1.2,2.4,3.7,1.8,1.2,0.0,2.4,4.3,16.5,,105,113,kilpase01
10514,2015-16,26,BRK,NBA,SG,23,0,534,10.9,23.5,.462,3.3,9.2,.361,7.6,14.3,.526,5.0,5.6,.898,0.9,3.8,4.7,2.5,0.9,0.2,2.5,2.8,30.0,,110,115,kilpase01
10515,2016-17,27,BRK,NBA,SG,70,24,1754,8.2,19.9,.415,2.8,8.3,.341,5.4,11.5,.468,5.5,6.5,.843,0.6,7.0,7.6,4.2,1.2,0.2,3.6,3.2,24.8,,102,112,kilpase01
10516,2017-18,28,TOT,NBA,SG,52,1,640,8.4,22.5,.374,3.5,11.0,.319,4.9,11.5,.427,4.9,5.5,.889,0.4,6.3,6.7,3.5,1.0,0.4,2.9,2.5,25.3,,97,113,kilpase01
10517,2017-18,28,BRK,NBA,SG,16,0,183,6.6,23.1,.287,2.9,11.4,.256,3.7,11.7,.318,4.8,5.0,.947,0.3,9.0,9.3,4.0,0.5,0.3,4.2,2.1,21.0,,80,112,kilpase01
10518,2017-18,28,MIL,NBA,SG,23,0,205,7.5,19.9,.378,3.2,11.2,.283,4.4,8.8,.500,4.4,4.6,.947,0.2,5.8,6.1,3.6,1.2,0.2,2.2,3.6,22.6,,102,113,kilpase01
10519,2017-18,28,LAC,NBA,SG,4,0,38,9.0,23.0,.389,3.8,9.0,.429,5.1,14.1,.364,2.6,2.6,1.000,0.0,2.6,2.6,3.8,0.0,0.0,1.3,2.6,24.3,,105,118,kilpase01
10520,2017-18,28,CHI,NBA,SG,9,1,214,10.7,24.4,.439,4.3,10.9,.396,6.4,13.5,.475,5.9,7.3,.813,0.7,5.0,5.7,3.0,1.4,0.7,2.7,1.8,31.7,,108,113,kilpase01
10521,1990-91,24,LAC,NBA,SG,62,22,1004,7.6,20.0,.380,0.9,3.1,.292,6.7,16.9,.397,4.4,5.7,.773,2.0,3.7,5.7,3.6,1.4,0.4,3.7,7.6,20.5,,93,110,kimblbo01
10522,1991-92,25,LAC,NBA,SG,34,0,277,7.9,19.9,.396,0.7,2.3,.308,7.2,17.6,.408,3.6,5.6,.645,2.3,3.4,5.7,3.1,1.8,1.1,2.7,6.6,20.1,,94,107,kimblbo01
10523,1992-93,26,NYK,NBA,SG,9,0,55,12.9,30.5,.424,1.8,7.4,.250,11.1,23.1,.480,2.8,7.4,.375,2.8,7.4,10.2,4.6,0.9,0.0,5.5,9.2,30.5,,87,102,kimblbo01
10524,1989-90,23,DET,NBA,PG,10,0,50,7.1,16.3,.438,0.0,0.0,,7.1,16.3,.438,2.0,2.0,1.000,4.1,3.1,7.1,5.1,4.1,0.0,4.1,4.1,16.3,,97,101,kimbrst01
10525,1992-93,26,SAC,NBA,PG,3,0,15,6.3,19.0,.333,3.2,6.3,.500,3.2,12.7,.250,0.0,0.0,,0.0,0.0,0.0,3.2,3.2,0.0,0.0,3.2,15.9,,99,112,kimbrst01
10526,1980-81,22,TOT,NBA,SG,41,,353,7.1,19.1,.369,0.0,0.0,,7.1,19.1,.369,1.9,2.4,.778,1.0,3.5,4.5,6.1,1.5,0.8,4.1,4.5,16.0,,82,111,kinchch01
10527,1980-81,22,CLE,NBA,SG,29,,247,7.3,18.5,.396,0.0,0.0,,7.3,18.5,.396,0.8,1.0,.800,1.3,3.3,4.6,6.7,1.7,1.0,4.2,4.6,15.4,,84,110,kinchch01
10528,1980-81,22,DAL,NBA,SG,12,,106,6.4,20.7,.311,0.0,0.0,,6.4,20.7,.311,4.6,6.0,.769,0.0,4.1,4.1,4.6,0.9,0.5,3.7,4.1,17.4,,78,113,kinchch01
10529,1981-82,22,NJN,NBA,SF,76,52,1694,10.7,22.3,.482,0.1,0.4,.231,10.7,22.0,.486,3.7,4.7,.778,2.9,5.7,8.6,3.9,1.8,1.0,4.9,7.2,25.2,,97,103,kingal01
10530,1982-83,23,NJN,NBA,SF,79,75,2447,11.0,23.1,.475,0.1,0.4,.261,10.9,22.7,.479,3.3,4.3,.775,3.0,5.6,8.6,5.5,1.8,0.8,4.6,5.2,25.4,,101,100,kingal01
10531,1983-84,24,NJN,NBA,SF,79,53,2103,10.3,21.0,.492,0.1,0.5,.136,10.2,20.5,.500,5.1,6.5,.786,2.8,5.8,8.6,4.5,2.0,0.7,4.6,5.7,25.8,,104,105,kingal01
10532,1984-85,25,NJN,NBA,SF,42,7,860,12.5,25.4,.491,0.0,0.4,.000,12.5,25.0,.500,4.7,5.7,.817,3.9,4.9,8.8,3.2,2.3,0.5,3.6,6.1,29.7,,107,108,kingal01
10533,1985-86,26,NJN,NBA,SF,73,69,1998,10.2,22.3,.456,0.1,0.5,.174,10.1,21.8,.463,3.9,4.7,.823,2.7,5.8,8.5,4.2,1.3,0.6,4.2,4.8,24.3,,99,108,kingal01
10534,1986-87,27,NJN,NBA,SF,61,15,1291,8.9,20.9,.426,0.5,1.2,.406,8.4,19.8,.427,3.0,3.7,.810,3.0,4.8,7.8,3.8,1.2,1.0,3.8,6.5,21.3,,96,112,kingal01
10535,1987-88,28,PHI,NBA,SF,72,44,1593,6.6,16.9,.391,0.5,1.5,.347,6.1,15.4,.395,2.4,3.2,.757,2.2,4.5,6.8,3.4,1.2,0.6,2.9,6.9,16.2,,94,113,kingal01
10536,1988-89,29,SAS,NBA,SF,46,11,791,8.2,19.1,.431,0.5,1.9,.250,7.7,17.2,.451,2.2,2.8,.771,1.9,6.2,8.2,4.6,1.6,0.4,4.3,5.7,19.1,,91,109,kingal01
10537,1991-92,32,WSB,NBA,SF,6,0,59,9.2,25.0,.367,1.7,5.8,.286,7.5,19.2,.391,5.8,6.7,.875,0.8,8.3,9.2,4.2,2.5,0.0,1.7,5.8,25.8,,101,106,kingal01
10538,1977-78,21,NJN,NBA,SF,79,,3092,11.2,23.3,.479,,,,11.2,23.3,.479,4.4,6.5,.677,3.7,6.8,10.5,2.7,1.7,0.5,4.4,4.2,26.7,,98,101,kingbe01
10539,1978-79,22,NJN,NBA,SF,82,,2859,10.9,20.8,.522,,,,10.9,20.8,.522,5.4,9.5,.564,3.8,6.4,10.3,4.5,1.8,0.6,5.0,5.0,27.1,,102,102,kingbe01
10540,1979-80,23,UTA,NBA,SF,19,,419,8.3,16.1,.518,0.0,0.0,,8.3,16.1,.518,4.0,7.4,.540,2.8,7.5,10.3,6.1,0.8,0.5,5.9,7.7,20.7,,94,111,kingbe01
10541,1980-81,24,GSW,NBA,SF,81,,2914,11.9,20.3,.588,0.0,0.1,.333,11.9,20.2,.589,5.0,7.1,.703,2.9,6.1,9.0,4.7,1.2,0.6,4.3,5.0,28.9,,116,110,kingbe01
10542,,25,GSW,NBA,SF,79,77,2861,12.2,21.6,.566,0.0,0.1,.200,12.2,21.5,.568,5.8,8.3,.705,2.3,5.4,7.8,4.7,1.3,0.4,4.4,4.7,30.3,,114,109,kingbe01
10543,1982-83,26,NYK,NBA,SF,68,68,2207,13.5,25.6,.528,0.0,0.1,.000,13.5,25.5,.531,6.3,8.7,.722,2.2,5.1,7.3,4.4,2.0,0.3,4.4,5.2,33.3,,107,100,kingbe01
10544,,27,NYK,NBA,SF,77,76,2667,14.4,25.3,.572,0.0,0.1,.000,14.4,25.2,.573,7.9,10.2,.779,2.2,4.9,7.2,3.0,1.4,0.3,3.6,5.0,36.8,,119,105,kingbe01
10545,,28,NYK,NBA,SF,55,55,2063,16.2,30.5,.530,0.0,0.2,.100,16.1,30.2,.534,10.0,12.9,.772,2.7,4.7,7.4,4.8,1.7,0.4,4.8,4.5,42.3,,113,111,kingbe01
10546,1986-87,30,NYK,NBA,SF,6,4,214,11.8,23.9,.495,0.0,0.0,,11.8,23.9,.495,7.3,9.8,.744,3.0,4.3,7.3,4.3,0.5,0.0,3.4,3.2,31.0,,110,115,kingbe01
10547,1987-88,31,WSB,NBA,SF,69,38,2044,11.2,22.5,.501,0.0,0.1,.167,11.2,22.3,.503,5.9,7.8,.762,2.1,4.6,6.7,4.6,1.2,0.2,5.1,4.8,28.4,,103,110,kingbe01
10548,1988-89,32,WSB,NBA,SF,81,81,2559,12.2,25.5,.477,0.1,0.6,.167,12.1,24.9,.484,6.7,8.2,.819,2.5,4.7,7.1,5.5,1.2,0.2,4.2,4.1,31.1,,107,111,kingbe01
10549,1989-90,33,WSB,NBA,SF,82,82,2687,12.8,26.2,.487,0.1,0.4,.130,12.7,25.8,.493,7.4,9.2,.803,2.3,4.9,7.3,6.8,0.9,0.1,4.5,4.1,33.0,,108,112,kingbe01
10550,,34,WSB,NBA,SF,64,64,2401,14.6,31.0,.472,0.2,0.8,.216,14.4,30.2,.478,7.8,9.9,.790,2.3,4.2,6.5,6.0,1.1,0.3,5.2,3.8,37.2,,103,111,kingbe01
10551,1992-93,36,NJN,NBA,SF,32,2,430,10.6,20.6,.514,0.2,0.8,.286,10.3,19.8,.524,4.5,6.6,.684,4.1,4.8,8.8,2.1,1.3,0.3,2.4,6.2,25.9,,114,108,kingbe01
10552,1993-94,24,SEA,NBA,SF,15,0,86,11.1,28.2,.396,1.2,4.1,.286,10.0,24.1,.415,8.8,15.3,.577,2.9,5.9,8.8,6.5,2.3,0.0,7.0,7.0,32.3,,91,103,kingch01
10553,1995-96,26,VAN,NBA,SF,80,66,1930,6.8,16.0,.427,1.2,3.1,.389,5.6,12.9,.436,2.5,3.7,.662,2.8,5.0,7.8,2.8,1.9,0.9,2.8,4.5,17.3,,97,109,kingch01
10554,1998-99,29,UTA,NBA,SF,8,0,42,2.6,9.2,.286,0.0,0.0,,2.6,9.2,.286,0.0,5.3,.000,1.3,13.1,14.5,1.3,2.6,1.3,5.3,10.5,5.3,,39,91,kingch01
10555,1995-96,23,LAL,NBA,PG,6,0,20,7.8,28.6,.273,0.0,2.6,.000,7.8,26.0,.300,2.6,7.8,.333,2.6,2.6,5.2,5.2,5.2,0.0,5.2,10.4,18.2,,64,103,kingfr01
10556,1996-97,24,PHI,NBA,SG,7,0,59,6.0,14.5,.412,0.9,1.7,.500,5.1,12.8,.400,4.3,4.3,1.000,3.4,8.5,12.0,4.3,3.4,0.0,2.6,6.0,17.1,,112,107,kingfr01
10557,1998-99,26,SAS,NBA,SF,19,0,63,5.2,12.0,.429,0.0,0.0,,5.2,12.0,.429,9.5,15.5,.611,5.2,6.9,12.0,3.4,1.7,0.9,3.4,10.3,19.8,,107,96,kingge02
10558,1999-00,27,WAS,NBA,SF,62,28,1060,6.8,13.5,.502,0.0,0.0,,6.8,13.5,.502,2.4,3.2,.742,4.1,8.1,12.2,2.4,1.7,0.7,2.0,6.4,16.0,,110,106,kingge02
10559,2000-01,28,WAS,NBA,SF,45,3,706,6.6,12.9,.511,0.0,0.0,,6.6,12.9,.511,2.6,3.3,.800,2.9,6.6,9.5,2.3,1.0,0.8,3.4,6.9,15.8,,100,109,kingge02
10560,1995-96,22,TOR,NBA,SG,62,1,868,6.5,15.1,.431,0.3,2.0,.147,6.2,13.1,.475,3.2,4.6,.701,2.6,4.0,6.5,5.2,1.2,0.8,3.6,4.5,16.6,,98,115,kingji02
10561,1996-97,23,DEN,NBA,SG,2,0,22,4.7,14.2,.333,0.0,0.0,,4.7,14.2,.333,4.7,9.4,.500,4.7,0.0,4.7,4.7,7.1,0.0,2.4,4.7,14.2,,93,105,kingji02
10562,1979-80,22,KCK,NBA,PF,82,,2052,5.8,11.3,.515,0.0,0.0,.000,5.8,11.3,.516,3.6,5.0,.726,4.2,8.7,12.8,2.4,1.6,0.7,2.3,5.2,15.3,,113,100,kingre01
10563,1980-81,23,KCK,NBA,PF,81,,2743,8.2,15.0,.544,0.0,0.0,,8.2,15.0,.544,4.6,6.7,.684,4.1,9.5,13.6,2.1,1.8,0.7,2.8,3.9,20.9,,112,102,kingre01
10564,1981-82,24,KCK,NBA,SF,80,76,2609,6.9,13.6,.509,0.0,0.0,,6.9,13.6,.509,3.6,5.2,.705,2.9,6.5,9.5,3.1,1.5,0.5,2.8,4.0,17.5,,107,107,kingre01
10565,1982-83,25,KCK,NBA,SF,58,5,995,4.7,10.2,.462,0.0,0.0,,4.7,10.2,.462,3.3,4.3,.760,4.1,6.7,10.9,2.6,1.3,0.5,2.9,4.3,12.7,,104,105,kingre01
10566,1983-84,26,SEA,NBA,SF,77,42,2086,5.4,10.3,.520,0.0,0.0,.000,5.4,10.3,.522,3.1,4.8,.660,3.1,7.8,10.8,4.1,1.2,0.6,2.9,3.7,13.9,,106,108,kingre01
10567,1984-85,27,SEA,NBA,SF,60,5,860,3.5,8.4,.423,0.0,0.0,,3.5,8.4,.423,2.3,3.3,.695,2.5,4.4,6.9,3.0,1.6,0.6,2.4,4.2,9.4,,95,109,kingre01
10568,1991-92,22,SEA,NBA,C,40,2,213,6.4,16.8,.380,0.0,0.2,.000,6.4,16.5,.386,8.0,10.6,.756,4.7,6.9,11.6,2.8,0.9,1.2,4.3,9.9,20.8,,100,110,kingri01
10569,1992-93,23,SEA,NBA,C,3,0,12,8.3,20.8,.400,0.0,0.0,,8.3,20.8,.400,8.3,8.3,1.000,4.2,16.7,20.8,4.2,0.0,0.0,12.5,4.2,25.0,,80,103,kingri01
10570,1993-94,24,SEA,NBA,C,27,0,78,9.7,22.0,.441,0.0,0.6,.000,9.7,21.3,.455,7.1,14.2,.500,5.8,7.1,12.9,5.2,0.6,1.3,4.5,11.6,26.5,,99,104,kingri01
