,season,age,team_id,lg_id,pos,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,id
10571,1994-95,25,SEA,NBA,C,2,0,6,0.0,16.8,.000,0.0,0.0,,0.0,16.8,.000,0.0,16.8,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,,0,116,kingri01
10572,1973-74,22,KEN,ABA,SG,9,,126,8.8,25.8,.343,0.7,2.2,.333,8.1,23.6,.344,5.2,6.3,.824,2.9,4.1,7.0,5.2,1.8,0.7,2.6,5.2,23.6,,96,101,kingro01
10573,1989-90,23,CHI,NBA,PF,82,2,1777,7.5,14.8,.504,0.0,0.0,.000,7.5,14.8,.505,5.4,7.5,.727,4.7,6.0,10.7,2.4,1.1,1.6,3.3,6.0,20.3,,111,110,kingst01
10574,1990-91,24,CHI,NBA,PF,76,6,1198,6.5,14.0,.467,0.0,0.1,.000,6.5,13.9,.470,4.5,6.4,.704,3.0,5.7,8.7,2.7,1.0,1.8,3.8,5.6,17.6,,100,107,kingst01
10575,1991-92,25,CHI,NBA,PF,79,12,1268,8.6,17.0,.506,0.1,0.2,.400,8.5,16.8,.507,4.8,6.3,.753,3.5,4.7,8.2,3.1,0.8,1.0,3.0,5.2,22.1,,112,108,kingst01
10576,1992-93,26,CHI,NBA,C,76,3,1059,7.8,16.7,.471,0.1,0.3,.333,7.7,16.4,.473,4.2,6.0,.705,5.1,5.0,10.1,3.5,1.3,1.0,3.4,6.3,20.0,,107,108,kingst01
10577,1993-94,27,TOT,NBA,C,49,30,1053,7.1,16.7,.428,0.0,0.1,.000,7.1,16.6,.431,4.5,6.6,.684,4.4,7.4,11.8,2.8,1.5,2.1,4.1,5.9,18.8,,95,105,kingst01
10578,1993-94,27,CHI,NBA,C,31,15,537,6.6,16.6,.398,0.0,0.2,.000,6.6,16.4,.402,3.5,5.2,.679,4.9,8.0,12.8,3.8,1.8,1.2,4.2,6.2,16.7,,92,102,kingst01
10579,1993-94,27,MIN,NBA,C,18,15,516,7.7,16.7,.459,0.0,0.0,,7.7,16.7,.459,5.6,8.2,.687,3.9,6.8,10.7,1.9,1.3,2.9,3.9,5.6,20.9,,98,108,kingst01
10580,1994-95,28,MIN,NBA,PF,50,10,792,6.6,14.1,.467,0.0,0.1,.000,6.6,14.0,.469,4.5,6.8,.667,3.6,7.4,10.9,1.7,1.6,1.3,4.2,8.4,17.6,,93,111,kingst01
10581,1995-96,29,MIA,NBA,PF,15,0,156,5.7,12.2,.472,0.0,0.0,,5.7,12.2,.472,1.4,2.7,.500,3.0,4.7,7.8,0.7,2.4,0.7,6.1,13.2,12.8,,73,103,kingst01
10582,1996-97,30,TOT,NBA,C,11,0,103,5.6,11.2,.500,0.0,0.0,,5.6,11.2,.500,1.0,3.6,.286,5.6,8.2,13.8,0.5,1.0,0.5,3.1,7.2,12.3,,90,110,kingst01
10583,1996-97,30,BOS,NBA,C,5,0,33,7.6,10.6,.714,0.0,0.0,,7.6,10.6,.714,3.0,4.6,.667,1.5,12.2,13.7,1.5,0.0,1.5,1.5,4.6,18.2,,132,111,kingst01
10584,1996-97,30,DAL,NBA,C,6,0,70,4.6,11.6,.400,0.0,0.0,,4.6,11.6,.400,0.0,3.1,.000,7.7,6.2,13.9,0.0,1.5,0.0,3.9,8.5,9.2,,75,110,kingst01
10585,2006-07,22,MEM,NBA,SG,48,12,967,7.4,16.1,.457,0.7,2.4,.283,6.7,13.7,.488,4.1,5.2,.796,1.5,3.6,5.1,2.2,2.8,0.1,2.4,3.0,19.6,,104,112,kinseta01
10586,2007-08,23,MEM,NBA,SG,11,0,96,8.4,19.9,.421,1.6,3.7,.429,6.8,16.3,.419,2.6,3.1,.833,1.6,4.7,6.3,1.0,1.6,0.0,1.6,5.8,21.0,,99,113,kinseta01
10587,2008-09,24,CLE,NBA,SG,50,3,277,6.1,13.5,.449,1.4,3.5,.389,4.7,10.0,.471,6.4,7.4,.868,2.0,5.5,7.4,2.0,2.3,0.0,4.3,6.6,19.9,,105,103,kinseta01
10588,2001-02,20,UTA,NBA,SF,82,40,2151,7.0,15.7,.450,0.6,2.5,.250,6.4,13.2,.488,7.0,9.2,.768,3.7,6.3,9.9,2.3,2.9,3.9,2.7,3.9,21.8,,113,100,kirilan01
10589,2002-03,21,UTA,NBA,SF,80,11,2213,7.7,15.6,.491,0.9,2.8,.325,6.8,12.8,.527,7.2,9.0,.800,3.6,6.6,10.2,3.4,2.9,4.3,3.3,4.5,23.4,,116,98,kirilan01
10590,,22,UTA,NBA,PF,78,78,2895,7.9,17.8,.443,1.3,3.8,.338,6.6,14.0,.471,7.5,9.5,.790,4.3,7.7,12.0,4.7,2.9,4.1,4.1,3.3,24.6,,111,97,kirilan01
10591,2004-05,23,UTA,NBA,PF,41,37,1349,8.3,16.9,.493,0.9,3.1,.299,7.4,13.8,.536,8.2,10.4,.784,3.6,6.7,10.3,5.3,2.7,5.5,3.6,4.1,25.8,,117,102,kirilan01
10592,2005-06,24,UTA,NBA,SF,69,63,2604,7.1,15.3,.460,0.8,2.5,.308,6.3,12.9,.489,7.3,10.4,.699,3.4,8.2,11.6,6.3,2.1,4.6,4.3,3.4,22.1,,108,101,kirilan01
10593,2006-07,25,UTA,NBA,SF,70,70,2049,5.0,10.7,.471,0.4,1.9,.213,4.6,8.8,.528,4.5,6.1,.728,2.3,6.2,8.4,5.2,1.9,3.7,3.5,4.4,14.9,,106,103,kirilan01
10594,2007-08,26,UTA,NBA,SF,72,72,2217,6.4,12.6,.506,1.0,2.7,.379,5.4,9.9,.540,4.6,6.0,.770,2.8,5.1,7.9,6.6,2.0,2.5,3.3,3.8,18.4,,118,105,kirilan01
10595,2008-09,27,UTA,NBA,PF,67,10,1831,7.2,16.0,.449,0.6,2.1,.274,6.6,14.0,.475,6.9,8.8,.785,2.4,6.6,9.0,4.9,2.3,2.2,3.4,3.6,21.8,,109,105,kirilan01
10596,2009-10,28,UTA,NBA,SF,58,35,1681,7.4,14.7,.506,0.8,2.7,.292,6.6,12.0,.555,5.3,7.1,.744,2.3,5.7,8.0,4.8,2.5,2.2,2.4,3.1,20.9,,117,103,kirilan01
10597,2010-11,29,UTA,NBA,SF,64,62,1999,6.7,14.3,.467,0.9,2.6,.367,5.7,11.7,.489,5.5,7.1,.770,2.6,6.0,8.6,5.1,2.1,2.0,3.1,3.0,19.8,,112,109,kirilan01
10598,2012-13,31,MIN,NBA,SF,64,64,2034,7.2,14.2,.507,0.9,3.1,.292,6.3,11.2,.566,4.8,6.4,.752,2.6,6.6,9.2,4.5,2.4,1.6,3.0,2.1,20.1,,113,104,kirilan01
10599,2013-14,32,BRK,NBA,PF,45,4,857,5.0,9.8,.513,0.1,0.3,.200,5.0,9.5,.523,3.7,7.3,.513,3.4,5.6,8.9,4.4,2.4,1.2,3.3,4.0,13.8,,103,107,kirilan01
10600,2014-15,33,BRK,NBA,SF,7,0,36,0.0,7.2,.000,0.0,0.0,,0.0,7.2,.000,4.3,5.8,.750,2.9,8.6,11.5,1.4,1.4,0.0,1.4,1.4,4.3,,65,108,kirilan01
10601,2014-15,23,CLE,NBA,C,5,0,14,3.7,14.9,.250,0.0,0.0,,3.7,14.9,.250,7.4,7.4,1.000,3.7,0.0,3.7,3.7,0.0,0.0,0.0,3.7,14.9,,112,115,kirkal01
10602,1986-87,23,SEA,NBA,PF,6,0,31,4.6,9.1,.500,0.0,1.5,.000,4.6,7.6,.600,4.6,6.1,.750,6.1,7.6,13.7,1.5,3.0,4.6,0.0,6.1,13.7,,146,103,kitchcu01
10603,1983-84,22,BOS,NBA,C,35,1,197,7.3,16.1,.455,0.0,0.0,,7.3,16.1,.455,1.2,3.9,.313,6.6,8.6,15.1,1.7,0.2,1.2,4.9,10.3,15.9,,87,105,kitegr01
10604,1984-85,23,BOS,NBA,C,55,4,424,3.7,9.8,.375,0.0,0.0,,3.7,9.8,.375,2.5,3.6,.688,4.2,5.7,9.9,1.9,0.3,1.1,3.2,9.4,9.8,,89,109,kitegr01
10605,1985-86,24,BOS,NBA,C,64,2,464,3.5,9.3,.374,0.0,0.1,.000,3.5,9.2,.378,1.5,4.0,.385,3.6,9.5,13.1,1.7,0.3,2.9,3.3,8.3,8.5,,79,101,kitegr01
10606,1986-87,25,BOS,NBA,C,74,1,745,3.1,7.2,.427,0.0,0.1,.000,3.1,7.1,.431,1.9,5.0,.382,4.0,7.1,11.0,1.8,1.1,3.0,2.2,9.7,8.0,,92,105,kitegr01
10607,1987-88,26,TOT,NBA,C,53,19,1063,4.1,9.2,.449,0.0,0.0,.000,4.1,9.2,.451,1.8,3.5,.506,3.8,8.0,11.9,2.1,0.9,2.6,3.3,6.9,10.1,,88,107,kitegr01
10608,1987-88,26,BOS,NBA,C,13,0,86,5.1,13.1,.391,0.0,0.0,,5.1,13.1,.391,0.6,3.4,.167,5.7,8.0,13.7,1.1,1.7,4.6,5.1,9.1,10.8,,73,104,kitegr01
10609,1987-88,26,LAC,NBA,C,40,19,977,4.0,8.9,.456,0.0,0.0,.000,4.0,8.8,.459,1.9,3.6,.534,3.7,8.0,11.7,2.2,0.8,2.4,3.1,6.7,10.0,,89,107,kitegr01
10610,1988-89,27,TOT,NBA,C,70,24,942,3.2,7.4,.430,0.0,0.0,,3.2,7.4,.430,1.0,2.0,.488,4.0,8.0,12.0,1.8,1.3,2.7,2.9,7.9,7.4,,86,109,kitegr01
10611,1988-89,27,LAC,NBA,C,58,12,729,3.1,7.6,.405,0.0,0.0,,3.1,7.6,.405,0.9,2.0,.452,4.2,7.8,12.0,1.8,1.5,2.9,2.9,7.4,7.1,,83,108,kitegr01
10612,1988-89,27,CHH,NBA,C,12,12,213,3.6,6.7,.533,0.0,0.0,,3.6,6.7,.533,1.3,2.2,.600,3.4,8.5,11.9,1.6,0.9,1.8,2.7,9.7,8.5,,96,110,kitegr01
10613,1989-90,28,SAC,NBA,C,71,47,1515,3.3,7.7,.432,0.0,0.0,1.000,3.3,7.6,.429,0.9,1.8,.500,4.3,8.1,12.4,2.5,1.0,1.7,2.5,6.6,7.5,,93,109,kitegr01
10614,1990-91,29,ORL,NBA,C,82,82,2225,3.6,7.3,.491,0.0,0.0,,3.6,7.3,.491,1.4,2.7,.512,4.1,8.7,12.8,1.3,0.5,1.8,2.2,6.5,8.6,,99,109,kitegr01
10615,1991-92,30,ORL,NBA,C,72,44,1479,3.1,7.1,.437,0.0,0.0,.000,3.1,7.1,.439,1.3,2.3,.588,5.2,8.1,13.3,1.5,1.0,1.9,2.0,7.0,7.5,,100,109,kitegr01
10616,1992-93,31,ORL,NBA,C,64,1,640,3.0,6.5,.452,0.0,0.1,.000,3.0,6.5,.458,1.0,1.9,.542,5.1,9.9,15.0,0.8,1.0,0.9,2.7,10.4,6.9,,93,105,kitegr01
10617,1993-94,32,ORL,NBA,C,29,0,309,2.1,5.7,.371,0.0,0.0,,2.1,5.7,.371,1.3,3.6,.364,3.6,7.8,11.4,0.7,0.3,2.0,2.8,10.0,5.5,,76,108,kitegr01
10618,1994-95,33,TOT,NBA,C,11,0,77,2.1,11.7,.176,0.0,0.0,,2.1,11.7,.176,1.4,6.9,.200,8.3,6.9,15.2,0.7,0.0,0.0,4.1,10.4,5.5,,58,109,kitegr01
10619,1994-95,33,NYK,NBA,C,2,0,16,0.0,9.9,.000,0.0,0.0,,0.0,9.9,.000,0.0,0.0,,6.6,6.6,13.2,0.0,0.0,0.0,3.3,6.6,0.0,,34,108,kitegr01
10620,1994-95,33,IND,NBA,C,9,0,61,2.6,12.2,.214,0.0,0.0,,2.6,12.2,.214,1.7,8.7,.200,8.7,7.0,15.7,0.9,0.0,0.0,4.4,11.4,7.0,,62,109,kitegr01
10621,1996-97,22,NJN,NBA,SG,82,57,3012,8.7,20.5,.426,2.7,7.2,.377,6.0,13.3,.453,3.0,3.9,.771,1.8,3.7,5.5,4.3,2.7,0.6,2.2,2.8,23.2,,113,110,kittlke01
10622,1997-98,23,NJN,NBA,SG,77,76,2814,9.5,21.6,.440,2.1,4.9,.418,7.5,16.7,.447,3.8,4.7,.808,2.5,4.3,6.8,3.3,2.5,0.7,2.0,2.8,24.9,,115,107,kittlke01
10623,1998-99,24,NJN,NBA,SG,46,40,1570,7.6,20.5,.370,1.7,5.3,.316,5.9,15.2,.389,2.9,3.8,.772,1.7,4.6,6.4,3.9,2.6,0.9,2.2,2.7,19.8,,97,104,kittlke01
10624,1999-00,25,NJN,NBA,SG,62,61,1896,8.3,19.1,.437,2.6,6.6,.400,5.7,12.5,.456,2.8,3.5,.795,1.3,4.9,6.2,3.9,2.2,0.5,1.5,3.3,22.1,,112,107,kittlke01
10625,2001-02,27,NJN,NBA,SG,82,82,2601,8.8,18.9,.466,2.0,4.9,.405,6.8,14.0,.487,2.6,3.5,.744,1.4,4.2,5.5,4.3,2.6,0.6,2.2,2.2,22.2,,109,101,kittlke01
10626,2002-03,28,NJN,NBA,SG,65,57,1951,8.9,19.1,.467,2.1,5.9,.356,6.8,13.2,.516,2.8,3.6,.785,1.4,5.4,6.8,4.6,2.7,0.8,1.5,3.0,22.8,,115,98,kittlke01
10627,2003-04,29,NJN,NBA,SG,82,82,2842,8.2,18.1,.453,1.8,5.2,.351,6.4,12.9,.493,2.0,2.6,.787,1.1,5.1,6.2,3.9,2.4,0.8,1.8,2.7,20.2,,105,99,kittlke01
10628,2004-05,30,LAC,NBA,SG,11,0,243,6.2,16.2,.384,1.6,4.7,.333,4.7,11.5,.404,1.3,2.2,.600,0.2,6.9,7.1,4.4,1.8,0.7,1.6,2.7,15.3,,96,107,kittlke01
10629,2017-18,26,DAL,NBA,PF,72,36,1206,6.3,12.9,.489,1.7,5.3,.313,4.6,7.5,.613,1.8,2.5,.746,3.0,6.8,9.7,2.1,1.1,2.0,1.2,4.7,16.1,,117,109,klebima01
10630,1985-86,24,SAC,NBA,C,80,18,1180,6.4,13.7,.465,0.0,0.0,,6.4,13.7,.465,3.7,5.2,.723,4.5,10.4,14.9,1.8,1.0,1.4,4.3,8.9,16.5,,95,106,kleinjo01
10631,1986-87,25,SAC,NBA,C,79,31,1658,7.3,15.5,.471,0.0,0.0,.000,7.3,15.5,.472,3.1,4.0,.786,4.9,8.9,13.8,2.0,1.0,0.9,2.6,6.1,17.8,,108,111,kleinjo01
10632,1987-88,26,SAC,NBA,C,82,60,1999,7.7,16.3,.472,0.0,0.0,,7.7,16.3,.472,3.6,4.5,.814,4.3,9.5,13.8,2.2,0.7,1.4,2.5,5.4,19.1,,108,111,kleinjo01
10633,1988-89,27,TOT,NBA,C,75,13,1411,6.0,14.7,.405,0.0,0.1,.000,6.0,14.7,.407,4.6,5.2,.882,4.2,8.7,12.9,2.3,1.1,0.8,3.6,6.6,16.5,,98,109,kleinjo01
10634,1988-89,27,SAC,NBA,C,47,11,913,6.1,15.9,.383,0.0,0.1,.000,6.1,15.8,.384,4.2,4.6,.920,3.9,8.7,12.6,1.8,0.9,0.9,3.5,6.6,16.4,,93,109,kleinjo01
10635,1988-89,27,BOS,NBA,C,28,2,498,5.8,12.7,.457,0.0,0.1,.000,5.8,12.6,.461,5.2,6.3,.828,4.8,8.6,13.5,3.1,1.5,0.5,3.6,6.5,16.8,,107,109,kleinjo01
10636,1989-90,28,BOS,NBA,C,81,4,1365,6.3,13.1,.480,0.0,0.1,.000,6.3,13.0,.485,3.0,3.6,.830,4.2,8.5,12.7,1.6,0.5,1.0,2.3,6.1,15.6,,108,109,kleinjo01
10637,1990-91,29,BOS,NBA,C,72,1,850,5.9,12.5,.468,0.0,0.1,.000,5.9,12.4,.472,3.1,4.0,.783,4.1,9.9,14.0,1.2,0.9,0.8,3.0,6.2,14.8,,102,106,kleinjo01
10638,1991-92,30,BOS,NBA,C,70,3,991,7.3,14.8,.491,0.2,0.4,.500,7.1,14.4,.491,1.7,2.4,.708,4.8,10.2,15.0,1.6,1.2,0.7,1.4,5.0,16.5,,114,106,kleinjo01
10639,1992-93,31,BOS,NBA,C,78,3,1129,4.8,12.0,.404,0.0,0.3,.000,4.8,11.7,.414,1.8,2.6,.707,5.1,10.4,15.5,1.7,0.8,0.8,1.7,5.5,11.5,,102,107,kleinjo01
10640,1993-94,32,PHO,NBA,C,74,4,848,7.3,15.0,.488,0.3,0.6,.455,7.0,14.3,.490,1.8,2.3,.769,2.9,8.4,11.3,2.6,0.8,1.1,2.0,6.9,16.7,,108,107,kleinjo01
10641,1994-95,33,PHO,NBA,C,75,42,968,6.2,13.7,.449,0.0,0.1,.000,6.2,13.6,.452,2.2,2.5,.857,4.2,9.1,13.4,2.0,0.7,0.9,1.8,9.0,14.5,,107,110,kleinjo01
10642,1995-96,34,PHO,NBA,C,56,9,663,5.5,13.1,.420,0.2,0.5,.286,5.4,12.6,.426,1.6,1.9,.800,2.8,7.5,10.3,3.4,1.0,0.5,2.9,8.8,12.7,,93,111,kleinjo01
10643,1996-97,35,TOT,NBA,C,59,10,848,4.2,10.4,.406,0.1,0.2,.667,4.1,10.2,.401,1.7,2.3,.737,3.8,8.6,12.4,2.1,1.0,1.1,2.5,6.7,10.3,,94,109,kleinjo01
10644,1996-97,35,PHO,NBA,C,23,10,365,4.5,11.3,.400,0.1,0.1,1.000,4.4,11.1,.392,1.8,2.5,.722,3.0,8.3,11.3,1.7,1.3,0.8,2.8,6.6,11.0,,88,108,kleinjo01
10645,1996-97,35,LAL,NBA,C,8,0,30,3.5,14.0,.250,0.0,0.0,,3.5,14.0,.250,3.5,3.5,1.000,3.5,12.3,15.8,0.0,0.0,0.0,0.0,10.5,10.5,,92,104,kleinjo01
10646,1996-97,35,NJN,NBA,C,28,0,453,4.0,9.4,.427,0.1,0.2,.500,3.9,9.2,.425,1.5,2.1,.722,4.5,8.6,13.1,2.6,0.9,1.4,2.4,6.5,9.6,,100,110,kleinjo01
10647,1997-98,36,CHI,NBA,C,46,1,397,5.3,14.4,.368,0.0,0.0,,5.3,14.4,.368,2.0,2.4,.833,3.7,6.8,10.5,4.1,0.5,0.7,3.8,8.6,12.6,,87,103,kleinjo01
10648,1998-99,37,PHO,NBA,C,31,5,374,4.3,10.6,.405,0.0,0.3,.000,4.3,10.3,.417,1.1,1.7,.667,3.9,5.7,9.6,1.7,1.1,0.1,1.4,6.6,9.7,,97,106,kleinjo01
10649,1999-00,38,POR,NBA,C,7,0,31,6.9,19.0,.364,0.0,0.0,,6.9,19.0,.364,5.2,5.2,1.000,0.0,10.3,10.3,3.4,1.7,0.0,3.4,12.1,19.0,,89,99,kleinjo01
10650,2005-06,21,DEN,NBA,PF,61,2,519,7.6,17.0,.445,0.2,1.3,.154,7.4,15.8,.469,5.6,8.0,.704,3.7,7.7,11.4,1.5,1.0,1.3,1.6,8.6,21.0,,109,106,kleizli01
10651,2006-07,22,DEN,NBA,PF,79,14,1488,6.6,15.7,.422,2.7,7.3,.376,3.9,8.4,.462,3.8,4.5,.852,2.5,6.3,8.8,1.5,0.9,0.5,2.6,6.6,19.8,,108,108,kleizli01
10652,2007-08,23,DEN,NBA,SF,79,13,1889,7.9,16.8,.472,2.4,7.1,.339,5.5,9.7,.568,4.2,5.4,.770,2.3,6.1,8.5,2.4,1.1,0.5,2.3,4.6,22.4,,114,109,kleizli01
10653,2008-09,24,DEN,NBA,SF,82,7,1824,8.1,18.0,.447,2.4,7.5,.326,5.6,10.6,.533,4.1,5.7,.725,2.6,6.6,9.1,1.8,0.9,0.4,2.3,4.3,22.7,,110,110,kleizli01
10654,2010-11,26,TOR,NBA,SF,39,23,1032,8.9,20.3,.438,2.0,6.6,.298,7.0,13.8,.505,2.1,3.3,.631,1.9,7.0,8.9,2.0,1.0,0.4,3.3,5.0,21.8,,95,114,kleizli01
10655,2011-12,27,TOR,NBA,SF,49,3,1057,8.4,20.9,.402,3.2,9.1,.346,5.2,11.8,.446,4.1,5.1,.810,2.1,8.0,10.1,2.3,1.2,0.2,3.3,6.1,24.1,,100,105,kleizli01
10656,2012-13,28,TOR,NBA,SF,20,3,376,6.8,20.3,.333,2.8,9.3,.303,4.0,11.0,.359,4.5,5.4,.842,1.4,5.9,7.3,2.3,0.6,0.3,2.0,6.4,20.9,,96,111,kleizli01
10657,1974-75,22,INA,ABA,SF,80,,2559,10.3,19.4,.534,0.1,0.3,.250,10.3,19.1,.538,3.7,4.6,.799,5.1,6.2,11.3,3.0,2.1,0.5,4.2,3.5,24.5,,110,106,knighbi01
10658,,23,INA,ABA,SF,70,,2775,12.4,25.2,.494,0.1,0.2,.400,12.3,24.9,.495,6.7,8.0,.828,4.7,6.7,11.4,4.2,1.5,0.4,4.8,3.3,31.6,,108,105,knighbi01
10659,,24,IND,NBA,SF,78,,3117,11.9,24.3,.493,,,,11.9,24.3,.493,5.9,7.3,.816,3.2,5.2,8.4,3.7,1.7,0.3,,2.8,29.8,,,103,knighbi01
10660,1977-78,25,BUF,NBA,SF,53,,2155,9.8,19.8,.494,,,,9.8,19.8,.494,6.4,7.9,.809,2.7,5.5,8.2,3.4,1.8,0.3,3.6,2.9,25.9,,108,104,knighbi01
10661,1978-79,26,TOT,NBA,SF,79,,2095,9.5,18.1,.528,,,,9.5,18.1,.528,5.4,6.4,.841,2.0,5.5,7.5,3.3,1.4,0.2,4.9,3.5,24.5,,104,107,knighbi01
10662,1978-79,26,BOS,NBA,SF,40,,1119,8.8,17.6,.502,,,,8.8,17.6,.502,4.8,5.9,.808,1.7,5.3,7.0,2.7,1.2,0.1,5.2,3.5,22.4,,96,108,knighbi01
10663,1978-79,26,IND,NBA,SF,39,,976,10.4,18.6,.556,,,,10.4,18.6,.556,6.1,7.0,.873,2.5,5.6,8.1,4.0,1.5,0.2,4.5,3.5,26.8,,112,105,knighbi01
10664,1979-80,27,IND,NBA,SF,75,,1910,9.3,17.4,.533,0.1,0.4,.267,9.2,17.0,.539,5.1,6.3,.809,3.3,5.4,8.7,3.7,2.0,0.2,3.2,2.3,23.7,,116,107,knighbi01
10665,1980-81,28,IND,NBA,SG,82,,2385,10.9,20.4,.533,0.1,0.4,.158,10.8,20.1,.540,6.8,8.2,.832,3.8,4.4,8.2,3.1,1.7,0.2,3.5,3.1,28.6,,117,107,knighbi01
10666,1981-82,29,IND,NBA,SF,81,19,1803,10.2,20.6,.495,0.2,0.9,.281,10.0,19.7,.504,6.3,7.6,.826,2.6,4.3,6.9,3.2,1.7,0.4,3.7,3.6,26.9,,108,107,knighbi01
10667,1982-83,30,IND,NBA,SG,80,54,2262,10.5,20.1,.520,0.1,0.4,.158,10.4,19.7,.527,7.0,8.3,.841,3.1,3.5,6.6,3.9,1.3,0.2,3.9,2.9,28.0,,114,112,knighbi01
10668,1983-84,31,KCK,NBA,SF,75,39,1885,8.9,18.0,.491,0.1,0.3,.286,8.8,17.7,.495,6.0,7.0,.859,2.2,4.1,6.3,4.0,1.3,0.1,3.8,3.0,23.8,,108,110,knighbi01
10669,1984-85,32,TOT,NBA,SF-SG,68,1,800,9.0,20.4,.441,0.6,1.4,.440,8.4,19.0,.441,3.7,4.2,.877,2.9,3.9,6.8,4.6,0.9,0.1,4.0,3.6,22.3,,100,113,knighbi01
10670,1984-85,32,KCK,NBA,SG,16,0,189,7.5,16.8,.449,0.2,0.2,1.000,7.3,16.5,.441,3.2,3.9,.813,2.4,2.9,5.4,5.1,0.5,0.2,3.2,3.4,18.5,,103,116,knighbi01
10671,1984-85,32,SAS,NBA,SF,52,1,611,9.4,21.5,.439,0.8,1.8,.417,8.7,19.7,.441,3.9,4.3,.895,3.0,4.2,7.3,4.5,1.1,0.1,4.3,3.6,23.5,,100,112,knighbi01
10672,2004-05,23,HOU,NBA,PG,1,0,3,0.0,18.0,.000,0.0,0.0,,0.0,18.0,.000,0.0,0.0,,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,,53,111,knighbr02
10673,2011-12,20,DET,NBA,PG,66,60,2129,8.1,19.4,.415,2.7,7.0,.380,5.4,12.5,.434,2.6,3.5,.759,0.8,4.5,5.3,6.3,1.2,0.3,4.3,3.9,21.4,,97,109,knighbr03
10674,2012-13,21,DET,NBA,PG,75,75,2365,8.0,19.6,.407,2.7,7.3,.367,5.3,12.3,.430,3.7,5.0,.733,1.2,4.3,5.5,6.8,1.3,0.2,4.6,3.5,22.3,,98,111,knighbr03
10675,2013-14,22,MIL,NBA,PG,72,69,2400,10.0,23.8,.422,2.4,7.4,.325,7.6,16.4,.466,5.6,7.0,.802,1.0,4.6,5.6,7.7,1.5,0.4,4.1,3.2,28.1,,104,114,knighbr03
10676,2014-15,23,TOT,NBA,PG-SG,63,61,2035,9.4,22.2,.422,3.1,8.0,.389,6.2,14.2,.441,4.9,5.6,.874,0.7,5.4,6.1,8.2,2.2,0.2,4.7,2.8,26.7,,103,104,knighbr03
10677,2014-15,23,MIL,NBA,PG,52,52,1688,9.8,22.5,.435,3.1,7.7,.409,6.6,14.8,.448,5.2,5.9,.881,0.8,5.9,6.7,8.5,2.5,0.3,5.0,2.8,27.9,,105,103,knighbr03
10678,2014-15,23,PHO,NBA,SG,11,9,347,7.3,20.5,.357,3.0,9.6,.313,4.3,10.9,.395,3.4,4.2,.828,0.3,3.0,3.3,7.0,0.9,0.1,3.3,3.0,21.1,,97,112,knighbr03
10679,2015-16,24,PHO,NBA,SG,52,50,1870,9.7,23.3,.415,3.1,9.1,.342,6.5,14.2,.461,4.1,4.8,.852,0.9,4.3,5.3,6.9,1.6,0.5,4.6,3.2,26.5,,100,111,knighbr03
10680,2016-17,25,PHO,NBA,SG,54,5,1140,8.8,22.0,.398,1.9,5.8,.324,6.9,16.2,.425,5.5,6.5,.857,1.0,3.9,5.0,5.5,1.1,0.2,3.7,3.7,25.0,,101,116,knighbr03
10681,1997-98,22,CLE,NBA,PG,80,76,2483,5.6,12.7,.441,0.0,0.2,.000,5.6,12.6,.446,4.3,5.4,.801,1.4,4.0,5.4,14.1,4.2,0.4,4.2,5.8,15.6,,109,97,knighbr01
10682,1998-99,23,CLE,NBA,PG,39,38,1186,6.3,14.8,.425,0.0,0.2,.000,6.3,14.5,.432,4.9,6.6,.745,0.7,5.4,6.1,14.1,3.3,0.3,4.9,5.4,17.5,,100,100,knighbr01
10683,1999-00,24,CLE,NBA,PG,65,46,1754,6.6,16.0,.412,0.1,0.3,.200,6.5,15.7,.416,4.0,5.3,.761,1.1,4.4,5.5,13.1,3.1,0.6,4.5,5.3,17.2,,99,103,knighbr01
10684,2000-01,25,TOT,NBA,PG,53,43,1457,5.0,13.3,.375,0.0,0.4,.100,4.9,12.9,.382,1.9,2.4,.818,0.8,5.2,6.0,11.1,3.6,0.1,3.3,5.6,11.9,,95,102,knighbr01
10685,2000-01,25,CLE,NBA,PG,6,0,93,1.1,8.5,.133,0.0,0.0,,1.1,8.5,.133,2.8,3.4,.833,0.6,3.4,4.0,14.1,3.4,0.6,4.0,9.6,5.1,,78,104,knighbr01
10686,2000-01,25,ATL,NBA,PG,47,43,1364,5.2,13.6,.385,0.0,0.4,.100,5.2,13.2,.393,1.9,2.3,.817,0.8,5.3,6.2,10.9,3.6,0.1,3.2,5.3,12.4,,96,102,knighbr01
10687,2001-02,26,MEM,NBA,PG,53,11,1151,6.5,15.3,.422,0.1,0.4,.250,6.4,14.9,.426,4.0,5.3,.757,0.5,4.5,5.0,13.8,3.6,0.3,5.1,6.2,17.0,,98,105,knighbr01
